period,province,district,data_type,count
2018-06-01,Western,Sioma,Confirmed,671
2018-06-01,Western,Sioma,Confirmed_Passive_CHW,301
2018-06-01,Western,Sioma,Tested,3803
2018-06-01,Western,Sioma,Tested_Passive_CHW,1009
2018-06-01,NA,NA,Confirmed_Passive_CHW,14
2018-06-01,NA,NA,Tested_Passive_CHW,24
2018-07-01,Central,Chibombo,Confirmed,1622
2018-07-01,Central,Chibombo,Tested,7043
2018-07-01,Central,Chisamba,Confirmed,762
2018-07-01,Central,Chisamba,Tested,4392
2018-07-01,Central,Chitambo,Clinical,205
2018-07-01,Central,Chitambo,Confirmed,1577
2018-07-01,Central,Chitambo,Tested,2902
2018-07-01,Central,Itezhi-tezhi,Confirmed,204
2018-07-01,Central,Itezhi-tezhi,Confirmed_Passive_CHW,142
2018-07-01,Central,Itezhi-tezhi,Tested,2227
2018-07-01,Central,Itezhi-tezhi,Tested_Passive_CHW,919
2018-07-01,Central,Kabwe,Clinical,50
2018-07-01,Central,Kabwe,Confirmed,1752
2018-07-01,Central,Kabwe,Tested,12344
2018-07-01,Central,Kapiri-Mposhi,Clinical,6
2018-07-01,Central,Kapiri-Mposhi,Confirmed,7022
2018-07-01,Central,Kapiri-Mposhi,Tested,19023
2018-07-01,Central,Luano,Confirmed,1538
2018-07-01,Central,Luano,Tested,3343
2018-07-01,Central,Mkushi,Clinical,26
2018-07-01,Central,Mkushi,Confirmed,2405
2018-07-01,Central,Mkushi,Tested,4129
2018-07-01,Central,Mumbwa,Clinical,8
2018-07-01,Central,Mumbwa,Confirmed,254
2018-07-01,Central,Mumbwa,Confirmed_Passive_CHW,383
2018-07-01,Central,Mumbwa,Tested,3795
2018-07-01,Central,Mumbwa,Tested_Passive_CHW,1870
2018-07-01,Central,Ngabwe,Confirmed,230
2018-07-01,Central,Ngabwe,Tested,1446
2018-07-01,Central,Serenje,Confirmed,2435
2018-07-01,Central,Serenje,Tested,4653
2018-07-01,Central,Shibuyunji,Confirmed,32
2018-07-01,Central,Shibuyunji,Confirmed_Passive_CHW,11
2018-07-01,Central,Shibuyunji,Tested,604
2018-07-01,Central,Shibuyunji,Tested_Passive_CHW,218
2018-07-01,Copperbelt,Chililabombwe,Clinical,292
2018-07-01,Copperbelt,Chililabombwe,Confirmed,1562
2018-07-01,Copperbelt,Chililabombwe,Tested,5503
2018-07-01,Copperbelt,Chingola,Clinical,13
2018-07-01,Copperbelt,Chingola,Confirmed,1801
2018-07-01,Copperbelt,Chingola,Tested,8536
2018-07-01,Copperbelt,Kalulushi,Clinical,12
2018-07-01,Copperbelt,Kalulushi,Confirmed,1915
2018-07-01,Copperbelt,Kalulushi,Tested,7546
2018-07-01,Copperbelt,Kitwe,Clinical,1117
2018-07-01,Copperbelt,Kitwe,Confirmed,4439
2018-07-01,Copperbelt,Kitwe,Tested,21450
2018-07-01,Copperbelt,Luanshya,Clinical,82
2018-07-01,Copperbelt,Luanshya,Confirmed,4538
2018-07-01,Copperbelt,Luanshya,Tested,12699
2018-07-01,Copperbelt,Lufwanyama,Confirmed,5647
2018-07-01,Copperbelt,Lufwanyama,Tested,8837
2018-07-01,Copperbelt,Masaiti,Clinical,28
2018-07-01,Copperbelt,Masaiti,Confirmed,6070
2018-07-01,Copperbelt,Masaiti,Tested,6743
2018-07-01,Copperbelt,Mpongwe,Clinical,369
2018-07-01,Copperbelt,Mpongwe,Confirmed,5395
2018-07-01,Copperbelt,Mpongwe,Tested,4132
2018-07-01,Copperbelt,Mufulira,Clinical,21
2018-07-01,Copperbelt,Mufulira,Confirmed,1486
2018-07-01,Copperbelt,Mufulira,Tested,2013
2018-07-01,Copperbelt,Ndola,Clinical,2284
2018-07-01,Copperbelt,Ndola,Confirmed,2479
2018-07-01,Copperbelt,Ndola,Tested,19507
2018-07-01,Eastern,Chadiza,Clinical,97
2018-07-01,Eastern,Chadiza,Confirmed,4436
2018-07-01,Eastern,Chadiza,Tested,11307
2018-07-01,Eastern,Chasefu,Clinical,220
2018-07-01,Eastern,Chasefu,Confirmed,2573
2018-07-01,Eastern,Chasefu,Tested,7270
2018-07-01,Eastern,Chipangali,Clinical,13
2018-07-01,Eastern,Chipangali,Confirmed,6941
2018-07-01,Eastern,Chipangali,Tested,17059
2018-07-01,Eastern,Chipata,Clinical,5
2018-07-01,Eastern,Chipata,Confirmed,6554
2018-07-01,Eastern,Chipata,Tested,24324
2018-07-01,Eastern,Kasenengwa,Confirmed,3461
2018-07-01,Eastern,Kasenengwa,Tested,9620
2018-07-01,Eastern,Katete,Clinical,44
2018-07-01,Eastern,Katete,Confirmed,4093
2018-07-01,Eastern,Katete,Confirmed_Passive_CHW,0
2018-07-01,Eastern,Katete,Tested,16638
2018-07-01,Eastern,Katete,Tested_Passive_CHW,0
2018-07-01,Eastern,Lumezi,Clinical,58
2018-07-01,Eastern,Lumezi,Confirmed,7181
2018-07-01,Eastern,Lumezi,Tested,13031
2018-07-01,Eastern,Lundazi,Clinical,260
2018-07-01,Eastern,Lundazi,Confirmed,4772
2018-07-01,Eastern,Lundazi,Tested,13816
2018-07-01,Eastern,Lusangazi,Clinical,43
2018-07-01,Eastern,Lusangazi,Confirmed,3037
2018-07-01,Eastern,Lusangazi,Tested,6382
2018-07-01,Eastern,Mambwe,Confirmed,6844
2018-07-01,Eastern,Mambwe,Tested,13888
2018-07-01,Eastern,Nyimba,Clinical,145
2018-07-01,Eastern,Nyimba,Confirmed,4416
2018-07-01,Eastern,Nyimba,Tested,10965
2018-07-01,Eastern,Petauke,Confirmed,4136
2018-07-01,Eastern,Petauke,Confirmed_Passive_CHW,19
2018-07-01,Eastern,Petauke,Tested,20440
2018-07-01,Eastern,Petauke,Tested_Passive_CHW,11
2018-07-01,Eastern,Sinda,Clinical,1
2018-07-01,Eastern,Sinda,Confirmed,3205
2018-07-01,Eastern,Sinda,Tested,13192
2018-07-01,Eastern,Vubwi,Confirmed,2943
2018-07-01,Eastern,Vubwi,Tested,8932
2018-07-01,Luapula,Chembe,Confirmed,1245
2018-07-01,Luapula,Chembe,Tested,2822
2018-07-01,Luapula,Chienge,Clinical,139
2018-07-01,Luapula,Chienge,Confirmed,3275
2018-07-01,Luapula,Chienge,Tested,5877
2018-07-01,Luapula,Chifunabuli,Clinical,7
2018-07-01,Luapula,Chifunabuli,Confirmed,1006
2018-07-01,Luapula,Chifunabuli,Tested,2993
2018-07-01,Luapula,Chipili,Clinical,5
2018-07-01,Luapula,Chipili,Confirmed,1448
2018-07-01,Luapula,Chipili,Tested,2832
2018-07-01,Luapula,Kawambwa,Clinical,7
2018-07-01,Luapula,Kawambwa,Confirmed,2946
2018-07-01,Luapula,Kawambwa,Tested,6180
2018-07-01,Luapula,Lunga,Confirmed,408
2018-07-01,Luapula,Lunga,Tested,824
2018-07-01,Luapula,Mansa,Clinical,1000
2018-07-01,Luapula,Mansa,Confirmed,9304
2018-07-01,Luapula,Mansa,Tested,17018
2018-07-01,Luapula,Milenge,Clinical,5
2018-07-01,Luapula,Milenge,Confirmed,1642
2018-07-01,Luapula,Milenge,Tested,3727
2018-07-01,Luapula,Mwansabombwe,Confirmed,2576
2018-07-01,Luapula,Mwansabombwe,Tested,3388
2018-07-01,Luapula,Mwense,Clinical,244
2018-07-01,Luapula,Mwense,Confirmed,5535
2018-07-01,Luapula,Mwense,Tested,10194
2018-07-01,Luapula,Nchelenge,Clinical,10
2018-07-01,Luapula,Nchelenge,Confirmed,5642
2018-07-01,Luapula,Nchelenge,Confirmed_Passive_CHW,0
2018-07-01,Luapula,Nchelenge,Tested,10965
2018-07-01,Luapula,Nchelenge,Tested_Passive_CHW,0
2018-07-01,Luapula,Samfya,Clinical,154
2018-07-01,Luapula,Samfya,Confirmed,3586
2018-07-01,Luapula,Samfya,Tested,6736
2018-07-01,Lusaka,Chilanga,Clinical,112
2018-07-01,Lusaka,Chilanga,Confirmed,118
2018-07-01,Lusaka,Chilanga,Tested,1775
2018-07-01,Lusaka,Chirundu,Confirmed,61
2018-07-01,Lusaka,Chirundu,Confirmed_Passive_CHW,44
2018-07-01,Lusaka,Chirundu,Tested,923
2018-07-01,Lusaka,Chirundu,Tested_Passive_CHW,308
2018-07-01,Lusaka,Chongwe,Clinical,194
2018-07-01,Lusaka,Chongwe,Confirmed,170
2018-07-01,Lusaka,Chongwe,Tested,4148
2018-07-01,Lusaka,Kafue,Clinical,33
2018-07-01,Lusaka,Kafue,Confirmed,98
2018-07-01,Lusaka,Kafue,Confirmed_Passive_CHW,6
2018-07-01,Lusaka,Kafue,Tested,2251
2018-07-01,Lusaka,Kafue,Tested_Passive_CHW,119
2018-07-01,Lusaka,Luangwa,Clinical,6
2018-07-01,Lusaka,Luangwa,Confirmed,423
2018-07-01,Lusaka,Luangwa,Tested,2189
2018-07-01,Lusaka,Lusaka,Clinical,1084
2018-07-01,Lusaka,Lusaka,Confirmed,835
2018-07-01,Lusaka,Lusaka,Tested,16190
2018-07-01,Lusaka,Rufunsa,Clinical,9
2018-07-01,Lusaka,Rufunsa,Confirmed,1035
2018-07-01,Lusaka,Rufunsa,Tested,5449
2018-07-01,Muchinga,Chama,Clinical,188
2018-07-01,Muchinga,Chama,Confirmed,7340
2018-07-01,Muchinga,Chama,Tested,13650
2018-07-01,Muchinga,Chinsali,Confirmed,3515
2018-07-01,Muchinga,Chinsali,Tested,5729
2018-07-01,Muchinga,Isoka,Clinical,1068
2018-07-01,Muchinga,Isoka,Confirmed,2828
2018-07-01,Muchinga,Isoka,Tested,5496
2018-07-01,Muchinga,Kanchibiya,Confirmed,2301
2018-07-01,Muchinga,Kanchibiya,Tested,4386
2018-07-01,Muchinga,Lavushimanda,Confirmed,1126
2018-07-01,Muchinga,Lavushimanda,Tested,2497
2018-07-01,Muchinga,Mafinga,Clinical,278
2018-07-01,Muchinga,Mafinga,Confirmed,2161
2018-07-01,Muchinga,Mafinga,Tested,3476
2018-07-01,Muchinga,Mpika,Clinical,739
2018-07-01,Muchinga,Mpika,Confirmed,2303
2018-07-01,Muchinga,Mpika,Tested,6802
2018-07-01,Muchinga,Nakonde,Clinical,61
2018-07-01,Muchinga,Nakonde,Confirmed,1113
2018-07-01,Muchinga,Nakonde,Tested,3696
2018-07-01,Muchinga,Shiwang'andu,Confirmed,1663
2018-07-01,Muchinga,Shiwang'andu,Tested,3811
2018-07-01,Northern,Chilubi,Clinical,104
2018-07-01,Northern,Chilubi,Confirmed,2806
2018-07-01,Northern,Chilubi,Tested,4192
2018-07-01,Northern,Kaputa,Confirmed,3826
2018-07-01,Northern,Kaputa,Tested,6395
2018-07-01,Northern,Kasama,Clinical,7
2018-07-01,Northern,Kasama,Confirmed,4616
2018-07-01,Northern,Kasama,Tested,12183
2018-07-01,Northern,Lunte,Confirmed,838
2018-07-01,Northern,Lunte,Tested,2461
2018-07-01,Northern,Lupososhi,Confirmed,857
2018-07-01,Northern,Lupososhi,Tested,1780
2018-07-01,Northern,Luwingu,Clinical,12
2018-07-01,Northern,Luwingu,Confirmed,1990
2018-07-01,Northern,Luwingu,Tested,4168
2018-07-01,Northern,Mbala,Clinical,1
2018-07-01,Northern,Mbala,Confirmed,1942
2018-07-01,Northern,Mbala,Tested,3984
2018-07-01,Northern,Mporokoso,Confirmed,1069
2018-07-01,Northern,Mporokoso,Tested,1758
2018-07-01,Northern,Mpulungu,Confirmed,1461
2018-07-01,Northern,Mpulungu,Tested,3255
2018-07-01,Northern,Mungwi,Clinical,166
2018-07-01,Northern,Mungwi,Confirmed,4256
2018-07-01,Northern,Mungwi,Tested,8650
2018-07-01,Northern,Nsama,Clinical,2
2018-07-01,Northern,Nsama,Confirmed,1882
2018-07-01,Northern,Nsama,Tested,3472
2018-07-01,Northern,Senga,Confirmed,3043
2018-07-01,Northern,Senga,Tested,6808
2018-07-01,Northwestern,Chavuma,Clinical,14
2018-07-01,Northwestern,Chavuma,Confirmed,1606
2018-07-01,Northwestern,Chavuma,Tested,1551
2018-07-01,Northwestern,Ikelenge,Clinical,30
2018-07-01,Northwestern,Ikelenge,Confirmed,1484
2018-07-01,Northwestern,Ikelenge,Tested,4477
2018-07-01,Northwestern,Kabompo,Clinical,12
2018-07-01,Northwestern,Kabompo,Confirmed,831
2018-07-01,Northwestern,Kabompo,Tested,2209
2018-07-01,Northwestern,Kalumbila,Clinical,379
2018-07-01,Northwestern,Kalumbila,Confirmed,4588
2018-07-01,Northwestern,Kalumbila,Confirmed_Passive_CHW,6
2018-07-01,Northwestern,Kalumbila,Tested,10761
2018-07-01,Northwestern,Kalumbila,Tested_Passive_CHW,8
2018-07-01,Northwestern,Kasempa,Clinical,21
2018-07-01,Northwestern,Kasempa,Confirmed,1796
2018-07-01,Northwestern,Kasempa,Tested,5920
2018-07-01,Northwestern,Manyinga,Clinical,58
2018-07-01,Northwestern,Manyinga,Confirmed,1204
2018-07-01,Northwestern,Manyinga,Tested,3720
2018-07-01,Northwestern,Mufumbwe,Confirmed,1709
2018-07-01,Northwestern,Mufumbwe,Tested,5599
2018-07-01,Northwestern,Mushindamo,Confirmed,1821
2018-07-01,Northwestern,Mushindamo,Tested,4230
2018-07-01,Northwestern,Mwinilunga,Clinical,98
2018-07-01,Northwestern,Mwinilunga,Confirmed,2968
2018-07-01,Northwestern,Mwinilunga,Tested,5176
2018-07-01,Northwestern,Solwezi,Clinical,271
2018-07-01,Northwestern,Solwezi,Confirmed,3274
2018-07-01,Northwestern,Solwezi,Tested,14716
2018-07-01,Northwestern,Zambezi,Clinical,36
2018-07-01,Northwestern,Zambezi,Confirmed,3534
2018-07-01,Northwestern,Zambezi,Tested,9784
2018-07-01,Southern,Chikankata,Confirmed,13
2018-07-01,Southern,Chikankata,Confirmed_Passive_CHW,22
2018-07-01,Southern,Chikankata,Tested,1025
2018-07-01,Southern,Chikankata,Tested_Passive_CHW,359
2018-07-01,Southern,Choma,Confirmed,65
2018-07-01,Southern,Choma,Confirmed_Passive_CHW,23
2018-07-01,Southern,Choma,Tested,2011
2018-07-01,Southern,Choma,Tested_Passive_CHW,1370
2018-07-01,Southern,Gwembe,Clinical,1
2018-07-01,Southern,Gwembe,Confirmed,265
2018-07-01,Southern,Gwembe,Confirmed_Passive_CHW,480
2018-07-01,Southern,Gwembe,Tested,2138
2018-07-01,Southern,Gwembe,Tested_Passive_CHW,1324
2018-07-01,Southern,Kalomo,Confirmed,55
2018-07-01,Southern,Kalomo,Confirmed_Passive_CHW,55
2018-07-01,Southern,Kalomo,Tested,2040
2018-07-01,Southern,Kalomo,Tested_Passive_CHW,1763
2018-07-01,Southern,Kazungula,Confirmed,16
2018-07-01,Southern,Kazungula,Confirmed_Passive_CHW,30
2018-07-01,Southern,Kazungula,Tested,1331
2018-07-01,Southern,Kazungula,Tested_Passive_CHW,2762
2018-07-01,Southern,Livingstone,Clinical,37
2018-07-01,Southern,Livingstone,Confirmed,2
2018-07-01,Southern,Livingstone,Confirmed_Passive_CHW,3
2018-07-01,Southern,Livingstone,Tested,946
2018-07-01,Southern,Livingstone,Tested_Passive_CHW,339
2018-07-01,Southern,Mazabuka,Confirmed,35
2018-07-01,Southern,Mazabuka,Confirmed_Passive_CHW,4
2018-07-01,Southern,Mazabuka,Tested,1476
2018-07-01,Southern,Mazabuka,Tested_Passive_CHW,897
2018-07-01,Southern,Monze,Confirmed,22
2018-07-01,Southern,Monze,Confirmed_Passive_CHW,10
2018-07-01,Southern,Monze,Tested,1768
2018-07-01,Southern,Monze,Tested_Passive_CHW,786
2018-07-01,Southern,Namwala,Confirmed,1
2018-07-01,Southern,Namwala,Confirmed_Passive_CHW,10
2018-07-01,Southern,Namwala,Tested,1234
2018-07-01,Southern,Namwala,Tested_Passive_CHW,740
2018-07-01,Southern,Pemba,Confirmed,11
2018-07-01,Southern,Pemba,Confirmed_Passive_CHW,20
2018-07-01,Southern,Pemba,Tested,960
2018-07-01,Southern,Pemba,Tested_Passive_CHW,917
2018-07-01,Southern,Siavonga,Confirmed,257
2018-07-01,Southern,Siavonga,Confirmed_Passive_CHW,175
2018-07-01,Southern,Siavonga,Tested,2251
2018-07-01,Southern,Siavonga,Tested_Passive_CHW,618
2018-07-01,Southern,Sinazongwe,Clinical,37
2018-07-01,Southern,Sinazongwe,Confirmed,1282
2018-07-01,Southern,Sinazongwe,Confirmed_Passive_CHW,684
2018-07-01,Southern,Sinazongwe,Tested,3553
2018-07-01,Southern,Sinazongwe,Tested_Passive_CHW,2216
2018-07-01,Southern,Zimba,Confirmed,7
2018-07-01,Southern,Zimba,Confirmed_Passive_CHW,15
2018-07-01,Southern,Zimba,Tested,1216
2018-07-01,Southern,Zimba,Tested_Passive_CHW,1091
2018-07-01,Western,Kalabo,Clinical,19
2018-07-01,Western,Kalabo,Confirmed,1847
2018-07-01,Western,Kalabo,Confirmed_Passive_CHW,1207
2018-07-01,Western,Kalabo,Tested,7544
2018-07-01,Western,Kalabo,Tested_Passive_CHW,2107
2018-07-01,Western,Kaoma,Clinical,135
2018-07-01,Western,Kaoma,Confirmed,2317
2018-07-01,Western,Kaoma,Confirmed_Passive_CHW,1805
2018-07-01,Western,Kaoma,Tested,10763
2018-07-01,Western,Kaoma,Tested_Passive_CHW,3087
2018-07-01,Western,Limulunga,Clinical,162
2018-07-01,Western,Limulunga,Confirmed,1304
2018-07-01,Western,Limulunga,Tested,3356
2018-07-01,Western,Luampa,Confirmed,838
2018-07-01,Western,Luampa,Confirmed_Passive_CHW,588
2018-07-01,Western,Luampa,Tested,3895
2018-07-01,Western,Luampa,Tested_Passive_CHW,1391
2018-07-01,Western,Lukulu,Clinical,10
2018-07-01,Western,Lukulu,Confirmed,3357
2018-07-01,Western,Lukulu,Tested,9251
2018-07-01,Western,Mitete,Confirmed,1057
2018-07-01,Western,Mitete,Confirmed_Passive_CHW,65
2018-07-01,Western,Mitete,Tested,2322
2018-07-01,Western,Mitete,Tested_Passive_CHW,134
2018-07-01,Western,Mongu,Clinical,664
2018-07-01,Western,Mongu,Confirmed,2827
2018-07-01,Western,Mongu,Tested,8087
2018-07-01,Western,Mulobezi,Confirmed,305
2018-07-01,Western,Mulobezi,Confirmed_Passive_CHW,397
2018-07-01,Western,Mulobezi,Tested,1502
2018-07-01,Western,Mulobezi,Tested_Passive_CHW,2045
2018-07-01,Western,Mwandi,Confirmed,76
2018-07-01,Western,Mwandi,Confirmed_Passive_CHW,85
2018-07-01,Western,Mwandi,Tested,350
2018-07-01,Western,Mwandi,Tested_Passive_CHW,394
2018-07-01,Western,Nalolo,Clinical,17
2018-07-01,Western,Nalolo,Confirmed,548
2018-07-01,Western,Nalolo,Confirmed_Passive_CHW,488
2018-07-01,Western,Nalolo,Tested,2533
2018-07-01,Western,Nalolo,Tested_Passive_CHW,1525
2018-07-01,Western,Nkeyema,Clinical,495
2018-07-01,Western,Nkeyema,Confirmed,1229
2018-07-01,Western,Nkeyema,Confirmed_Passive_CHW,734
2018-07-01,Western,Nkeyema,Tested,3829
2018-07-01,Western,Nkeyema,Tested_Passive_CHW,1416
2018-07-01,Western,Senanga,Clinical,126
2018-07-01,Western,Senanga,Confirmed,1389
2018-07-01,Western,Senanga,Confirmed_Passive_CHW,1325
2018-07-01,Western,Senanga,Tested,6744
2018-07-01,Western,Senanga,Tested_Passive_CHW,2461
2018-07-01,Western,Sesheke,Clinical,24
2018-07-01,Western,Sesheke,Confirmed,146
2018-07-01,Western,Sesheke,Confirmed_Passive_CHW,222
2018-07-01,Western,Sesheke,Tested,2684
2018-07-01,Western,Sesheke,Tested_Passive_CHW,1179
2018-07-01,Western,Shang'ombo,Confirmed,238
2018-07-01,Western,Shang'ombo,Confirmed_Passive_CHW,715
2018-07-01,Western,Shang'ombo,Tested,1276
2018-07-01,Western,Shang'ombo,Tested_Passive_CHW,2450
2018-07-01,Western,Sikongo,Clinical,43
2018-07-01,Western,Sikongo,Confirmed,1277
2018-07-01,Western,Sikongo,Confirmed_Passive_CHW,190
2018-07-01,Western,Sikongo,Tested,2680
2018-07-01,Western,Sikongo,Tested_Passive_CHW,451
2018-07-01,Western,Sioma,Clinical,1
2018-07-01,Western,Sioma,Confirmed,257
2018-07-01,Western,Sioma,Confirmed_Passive_CHW,176
2018-07-01,Western,Sioma,Tested,2705
2018-07-01,Western,Sioma,Tested_Passive_CHW,865
2018-07-01,NA,NA,Confirmed_Passive_CHW,11
2018-07-01,NA,NA,Tested_Passive_CHW,18
2018-08-01,Central,Chibombo,Confirmed,577
2018-08-01,Central,Chibombo,Tested,5976
2018-08-01,Central,Chisamba,Confirmed,306
2018-08-01,Central,Chisamba,Tested,4507
2018-08-01,Central,Chitambo,Confirmed,574
2018-08-01,Central,Chitambo,Tested,1228
2018-08-01,Central,Itezhi-tezhi,Confirmed,105
2018-08-01,Central,Itezhi-tezhi,Confirmed_Passive_CHW,105
2018-08-01,Central,Itezhi-tezhi,Tested,2662
2018-08-01,Central,Itezhi-tezhi,Tested_Passive_CHW,1203
2018-08-01,Central,Kabwe,Clinical,51
2018-08-01,Central,Kabwe,Confirmed,792
2018-08-01,Central,Kabwe,Tested,11613
2018-08-01,Central,Kapiri-Mposhi,Clinical,6
2018-08-01,Central,Kapiri-Mposhi,Confirmed,3642
2018-08-01,Central,Kapiri-Mposhi,Tested,14320
2018-08-01,Central,Luano,Confirmed,1231
2018-08-01,Central,Luano,Tested,1909
2018-08-01,Central,Mkushi,Clinical,4
2018-08-01,Central,Mkushi,Confirmed,1150
2018-08-01,Central,Mkushi,Tested,5949
2018-08-01,Central,Mumbwa,Clinical,16
2018-08-01,Central,Mumbwa,Confirmed,139
2018-08-01,Central,Mumbwa,Confirmed_Passive_CHW,102
2018-08-01,Central,Mumbwa,Tested,3318
2018-08-01,Central,Mumbwa,Tested_Passive_CHW,1520
2018-08-01,Central,Ngabwe,Confirmed,125
2018-08-01,Central,Ngabwe,Tested,1746
2018-08-01,Central,Serenje,Confirmed,1324
2018-08-01,Central,Serenje,Tested,4458
2018-08-01,Central,Shibuyunji,Clinical,1
2018-08-01,Central,Shibuyunji,Confirmed,7
2018-08-01,Central,Shibuyunji,Confirmed_Passive_CHW,5
2018-08-01,Central,Shibuyunji,Tested,681
2018-08-01,Central,Shibuyunji,Tested_Passive_CHW,185
2018-08-01,Copperbelt,Chililabombwe,Clinical,23
2018-08-01,Copperbelt,Chililabombwe,Confirmed,987
2018-08-01,Copperbelt,Chililabombwe,Tested,4627
2018-08-01,Copperbelt,Chingola,Clinical,4
2018-08-01,Copperbelt,Chingola,Confirmed,1565
2018-08-01,Copperbelt,Chingola,Tested,8100
2018-08-01,Copperbelt,Kalulushi,Clinical,40
2018-08-01,Copperbelt,Kalulushi,Confirmed,1316
2018-08-01,Copperbelt,Kalulushi,Tested,8263
2018-08-01,Copperbelt,Kitwe,Clinical,827
2018-08-01,Copperbelt,Kitwe,Confirmed,3373
2018-08-01,Copperbelt,Kitwe,Tested,20928
2018-08-01,Copperbelt,Luanshya,Clinical,352
2018-08-01,Copperbelt,Luanshya,Confirmed,3605
2018-08-01,Copperbelt,Luanshya,Tested,10134
2018-08-01,Copperbelt,Lufwanyama,Confirmed,2834
2018-08-01,Copperbelt,Lufwanyama,Tested,7773
2018-08-01,Copperbelt,Masaiti,Clinical,94
2018-08-01,Copperbelt,Masaiti,Confirmed,4243
2018-08-01,Copperbelt,Masaiti,Tested,6547
2018-08-01,Copperbelt,Mpongwe,Clinical,230
2018-08-01,Copperbelt,Mpongwe,Confirmed,3130
2018-08-01,Copperbelt,Mpongwe,Tested,7960
2018-08-01,Copperbelt,Mufulira,Clinical,35
2018-08-01,Copperbelt,Mufulira,Confirmed,1160
2018-08-01,Copperbelt,Mufulira,Tested,4620
2018-08-01,Copperbelt,Ndola,Clinical,2059
2018-08-01,Copperbelt,Ndola,Confirmed,1748
2018-08-01,Copperbelt,Ndola,Tested,18592
2018-08-01,Eastern,Chadiza,Clinical,5
2018-08-01,Eastern,Chadiza,Confirmed,3076
2018-08-01,Eastern,Chadiza,Tested,8306
2018-08-01,Eastern,Chasefu,Confirmed,1648
2018-08-01,Eastern,Chasefu,Tested,5847
2018-08-01,Eastern,Chipangali,Clinical,155
2018-08-01,Eastern,Chipangali,Confirmed,4611
2018-08-01,Eastern,Chipangali,Tested,17642
2018-08-01,Eastern,Chipata,Clinical,9
2018-08-01,Eastern,Chipata,Confirmed,3360
2018-08-01,Eastern,Chipata,Tested,20480
2018-08-01,Eastern,Kasenengwa,Confirmed,1088
2018-08-01,Eastern,Kasenengwa,Tested,7445
2018-08-01,Eastern,Katete,Confirmed,2238
2018-08-01,Eastern,Katete,Confirmed_Passive_CHW,0
2018-08-01,Eastern,Katete,Tested,14378
2018-08-01,Eastern,Katete,Tested_Passive_CHW,0
2018-08-01,Eastern,Lumezi,Clinical,118
2018-08-01,Eastern,Lumezi,Confirmed,4667
2018-08-01,Eastern,Lumezi,Tested,10371
2018-08-01,Eastern,Lundazi,Clinical,194
2018-08-01,Eastern,Lundazi,Confirmed,1851
2018-08-01,Eastern,Lundazi,Tested,10822
2018-08-01,Eastern,Lusangazi,Confirmed,1580
2018-08-01,Eastern,Lusangazi,Tested,5674
2018-08-01,Eastern,Mambwe,Clinical,1
2018-08-01,Eastern,Mambwe,Confirmed,4738
2018-08-01,Eastern,Mambwe,Tested,12948
2018-08-01,Eastern,Nyimba,Clinical,47
2018-08-01,Eastern,Nyimba,Confirmed,2199
2018-08-01,Eastern,Nyimba,Tested,9743
2018-08-01,Eastern,Petauke,Confirmed,1390
2018-08-01,Eastern,Petauke,Confirmed_Passive_CHW,0
2018-08-01,Eastern,Petauke,Tested,16869
2018-08-01,Eastern,Petauke,Tested_Passive_CHW,0
2018-08-01,Eastern,Sinda,Clinical,2
2018-08-01,Eastern,Sinda,Confirmed,1513
2018-08-01,Eastern,Sinda,Tested,11153
2018-08-01,Eastern,Vubwi,Confirmed,1413
2018-08-01,Eastern,Vubwi,Tested,5166
2018-08-01,Luapula,Chembe,Confirmed,1180
2018-08-01,Luapula,Chembe,Tested,2876
2018-08-01,Luapula,Chienge,Clinical,227
2018-08-01,Luapula,Chienge,Confirmed,4160
2018-08-01,Luapula,Chienge,Tested,5929
2018-08-01,Luapula,Chifunabuli,Clinical,37
2018-08-01,Luapula,Chifunabuli,Confirmed,3480
2018-08-01,Luapula,Chifunabuli,Tested,6833
2018-08-01,Luapula,Chipili,Confirmed,1217
2018-08-01,Luapula,Chipili,Tested,3217
2018-08-01,Luapula,Kawambwa,Confirmed,2785
2018-08-01,Luapula,Kawambwa,Tested,5934
2018-08-01,Luapula,Lunga,Confirmed,515
2018-08-01,Luapula,Lunga,Tested,1107
2018-08-01,Luapula,Mansa,Clinical,1308
2018-08-01,Luapula,Mansa,Confirmed,8241
2018-08-01,Luapula,Mansa,Tested,16367
2018-08-01,Luapula,Milenge,Clinical,17
2018-08-01,Luapula,Milenge,Confirmed,1175
2018-08-01,Luapula,Milenge,Tested,2909
2018-08-01,Luapula,Mwansabombwe,Clinical,1
2018-08-01,Luapula,Mwansabombwe,Confirmed,3024
2018-08-01,Luapula,Mwansabombwe,Tested,5788
2018-08-01,Luapula,Mwense,Clinical,43
2018-08-01,Luapula,Mwense,Confirmed,6733
2018-08-01,Luapula,Mwense,Tested,11072
2018-08-01,Luapula,Nchelenge,Clinical,5
2018-08-01,Luapula,Nchelenge,Confirmed,7454
2018-08-01,Luapula,Nchelenge,Confirmed_Passive_CHW,9
2018-08-01,Luapula,Nchelenge,Tested,14110
2018-08-01,Luapula,Nchelenge,Tested_Passive_CHW,20
2018-08-01,Luapula,Samfya,Clinical,103
2018-08-01,Luapula,Samfya,Confirmed,4193
2018-08-01,Luapula,Samfya,Tested,8444
2018-08-01,Lusaka,Chilanga,Clinical,16
2018-08-01,Lusaka,Chilanga,Confirmed,163
