period,province,district,data_type,count
2019-11-01,Western,Mulobezi,Tested_Passive_CHW,728
2019-11-01,Western,Mwandi,Confirmed,3
2019-11-01,Western,Mwandi,Confirmed_Passive_CHW,5
2019-11-01,Western,Mwandi,Tested,143
2019-11-01,Western,Mwandi,Tested_Passive_CHW,196
2019-11-01,Western,Nalolo,Clinical,1
2019-11-01,Western,Nalolo,Confirmed,123
2019-11-01,Western,Nalolo,Confirmed_Passive_CHW,218
2019-11-01,Western,Nalolo,Tested,999
2019-11-01,Western,Nalolo,Tested_Passive_CHW,1006
2019-11-01,Western,Nkeyema,Clinical,32
2019-11-01,Western,Nkeyema,Confirmed,661
2019-11-01,Western,Nkeyema,Confirmed_Passive_CHW,383
2019-11-01,Western,Nkeyema,Tested,2771
2019-11-01,Western,Nkeyema,Tested_Passive_CHW,782
2019-11-01,Western,Senanga,Confirmed,381
2019-11-01,Western,Senanga,Confirmed_Passive_CHW,603
2019-11-01,Western,Senanga,Tested,2240
2019-11-01,Western,Senanga,Tested_Passive_CHW,2061
2019-11-01,Western,Sesheke,Confirmed,27
2019-11-01,Western,Sesheke,Confirmed_Passive_CHW,44
2019-11-01,Western,Sesheke,Tested,1082
2019-11-01,Western,Sesheke,Tested_Passive_CHW,712
2019-11-01,Western,Shang'ombo,Confirmed,16
2019-11-01,Western,Shang'ombo,Confirmed_Passive_CHW,21
2019-11-01,Western,Shang'ombo,Tested,310
2019-11-01,Western,Shang'ombo,Tested_Passive_CHW,982
2019-11-01,Western,Sikongo,Clinical,1
2019-11-01,Western,Sikongo,Confirmed,292
2019-11-01,Western,Sikongo,Confirmed_Passive_CHW,198
2019-11-01,Western,Sikongo,Tested,1649
2019-11-01,Western,Sikongo,Tested_Passive_CHW,619
2019-11-01,Western,Sioma,Clinical,41
2019-11-01,Western,Sioma,Confirmed,181
2019-11-01,Western,Sioma,Confirmed_Passive_CHW,38
2019-11-01,Western,Sioma,Tested,1742
2019-11-01,Western,Sioma,Tested_Passive_CHW,488
2019-11-01,NA,NA,Confirmed,114
2019-11-01,NA,NA,Confirmed_Passive_CHW,0
2019-11-01,NA,NA,Tested,739
2019-11-01,NA,NA,Tested_Passive_CHW,27
2019-12-01,Central,Chibombo,Clinical,22
2019-12-01,Central,Chibombo,Confirmed,4512
2019-12-01,Central,Chibombo,Tested,10799
2019-12-01,Central,Chisamba,Clinical,1
2019-12-01,Central,Chisamba,Confirmed,1307
2019-12-01,Central,Chisamba,Tested,3811
2019-12-01,Central,Chitambo,Clinical,2310
2019-12-01,Central,Chitambo,Confirmed,6416
2019-12-01,Central,Chitambo,Tested,7842
2019-12-01,Central,Itezhi-tezhi,Clinical,1
2019-12-01,Central,Itezhi-tezhi,Confirmed,1109
2019-12-01,Central,Itezhi-tezhi,Confirmed_Passive_CHW,500
2019-12-01,Central,Itezhi-tezhi,Tested,3286
2019-12-01,Central,Itezhi-tezhi,Tested_Passive_CHW,1467
2019-12-01,Central,Kabwe,Clinical,36
2019-12-01,Central,Kabwe,Confirmed,1810
2019-12-01,Central,Kabwe,Tested,7153
2019-12-01,Central,Kapiri-Mposhi,Clinical,89
2019-12-01,Central,Kapiri-Mposhi,Confirmed,5909
2019-12-01,Central,Kapiri-Mposhi,Confirmed_Passive_CHW,1859
2019-12-01,Central,Kapiri-Mposhi,Tested,12623
2019-12-01,Central,Kapiri-Mposhi,Tested_Passive_CHW,3434
2019-12-01,Central,Luano,Clinical,844
2019-12-01,Central,Luano,Confirmed,2047
2019-12-01,Central,Luano,Tested,3776
2019-12-01,Central,Mkushi,Clinical,3
2019-12-01,Central,Mkushi,Confirmed,10687
2019-12-01,Central,Mkushi,Tested,16446
2019-12-01,Central,Mumbwa,Clinical,12
2019-12-01,Central,Mumbwa,Confirmed,3485
2019-12-01,Central,Mumbwa,Confirmed_Passive_CHW,1369
2019-12-01,Central,Mumbwa,Tested,7483
2019-12-01,Central,Mumbwa,Tested_Passive_CHW,3027
2019-12-01,Central,Ngabwe,Confirmed,1439
2019-12-01,Central,Ngabwe,Tested,2162
2019-12-01,Central,Serenje,Clinical,176
2019-12-01,Central,Serenje,Confirmed,10306
2019-12-01,Central,Serenje,Tested,14483
2019-12-01,Central,Shibuyunji,Confirmed,184
2019-12-01,Central,Shibuyunji,Confirmed_Passive_CHW,29
2019-12-01,Central,Shibuyunji,Tested,877
2019-12-01,Central,Shibuyunji,Tested_Passive_CHW,545
2019-12-01,Copperbelt,Chililabombwe,Clinical,19
2019-12-01,Copperbelt,Chililabombwe,Confirmed,7615
2019-12-01,Copperbelt,Chililabombwe,Tested,12389
2019-12-01,Copperbelt,Chingola,Clinical,13
2019-12-01,Copperbelt,Chingola,Confirmed,11594
2019-12-01,Copperbelt,Chingola,Confirmed_Passive_CHW,113
2019-12-01,Copperbelt,Chingola,Tested,23108
2019-12-01,Copperbelt,Chingola,Tested_Passive_CHW,128
2019-12-01,Copperbelt,Kalulushi,Confirmed,9459
2019-12-01,Copperbelt,Kalulushi,Tested,15744
2019-12-01,Copperbelt,Kitwe,Clinical,2647
2019-12-01,Copperbelt,Kitwe,Confirmed,10831
2019-12-01,Copperbelt,Kitwe,Tested,22387
2019-12-01,Copperbelt,Luanshya,Clinical,3
2019-12-01,Copperbelt,Luanshya,Confirmed,10598
2019-12-01,Copperbelt,Luanshya,Tested,20868
2019-12-01,Copperbelt,Lufwanyama,Confirmed,7185
2019-12-01,Copperbelt,Lufwanyama,Confirmed_Passive_CHW,6665
2019-12-01,Copperbelt,Lufwanyama,Tested,10167
2019-12-01,Copperbelt,Lufwanyama,Tested_Passive_CHW,9424
2019-12-01,Copperbelt,Masaiti,Clinical,83
2019-12-01,Copperbelt,Masaiti,Confirmed,9495
2019-12-01,Copperbelt,Masaiti,Confirmed_Passive_CHW,2207
2019-12-01,Copperbelt,Masaiti,Tested,12590
2019-12-01,Copperbelt,Masaiti,Tested_Passive_CHW,3004
2019-12-01,Copperbelt,Mpongwe,Clinical,36
2019-12-01,Copperbelt,Mpongwe,Confirmed,6340
2019-12-01,Copperbelt,Mpongwe,Confirmed_Passive_CHW,2716
2019-12-01,Copperbelt,Mpongwe,Tested,11506
2019-12-01,Copperbelt,Mpongwe,Tested_Passive_CHW,4590
2019-12-01,Copperbelt,Mufulira,Clinical,557
2019-12-01,Copperbelt,Mufulira,Confirmed,9739
2019-12-01,Copperbelt,Mufulira,Tested,21550
2019-12-01,Copperbelt,Ndola,Clinical,506
2019-12-01,Copperbelt,Ndola,Confirmed,14982
2019-12-01,Copperbelt,Ndola,Tested,34204
2019-12-01,Eastern,Chadiza,Confirmed,1690
2019-12-01,Eastern,Chadiza,Confirmed_Passive_CHW,2695
2019-12-01,Eastern,Chadiza,Tested,4600
2019-12-01,Eastern,Chadiza,Tested_Passive_CHW,5599
2019-12-01,Eastern,Chasefu,Clinical,138
2019-12-01,Eastern,Chasefu,Confirmed,3154
2019-12-01,Eastern,Chasefu,Tested,6217
2019-12-01,Eastern,Chipangali,Confirmed,4878
2019-12-01,Eastern,Chipangali,Tested,12576
2019-12-01,Eastern,Chipata,Clinical,11
2019-12-01,Eastern,Chipata,Confirmed,5528
2019-12-01,Eastern,Chipata,Tested,15448
2019-12-01,Eastern,Kasenengwa,Confirmed,1485
2019-12-01,Eastern,Kasenengwa,Tested,4168
2019-12-01,Eastern,Katete,Confirmed,1042
2019-12-01,Eastern,Katete,Confirmed_Passive_CHW,1171
2019-12-01,Eastern,Katete,Tested,4328
2019-12-01,Eastern,Katete,Tested_Passive_CHW,4007
2019-12-01,Eastern,Lumezi,Confirmed,3106
2019-12-01,Eastern,Lumezi,Tested,8046
2019-12-01,Eastern,Lundazi,Clinical,4
2019-12-01,Eastern,Lundazi,Confirmed,3169
2019-12-01,Eastern,Lundazi,Tested,8647
2019-12-01,Eastern,Lusangazi,Confirmed,743
2019-12-01,Eastern,Lusangazi,Confirmed_Passive_CHW,74
2019-12-01,Eastern,Lusangazi,Tested,2050
2019-12-01,Eastern,Lusangazi,Tested_Passive_CHW,101
2019-12-01,Eastern,Mambwe,Confirmed,1206
2019-12-01,Eastern,Mambwe,Confirmed_Passive_CHW,1681
2019-12-01,Eastern,Mambwe,Tested,4900
2019-12-01,Eastern,Mambwe,Tested_Passive_CHW,4720
2019-12-01,Eastern,Nyimba,Confirmed,1438
2019-12-01,Eastern,Nyimba,Confirmed_Passive_CHW,1271
2019-12-01,Eastern,Nyimba,Tested,5599
2019-12-01,Eastern,Nyimba,Tested_Passive_CHW,3499
2019-12-01,Eastern,Petauke,Confirmed,1958
2019-12-01,Eastern,Petauke,Confirmed_Passive_CHW,2358
2019-12-01,Eastern,Petauke,Tested,13787
2019-12-01,Eastern,Petauke,Tested_Passive_CHW,5358
2019-12-01,Eastern,Sinda,Confirmed,235
2019-12-01,Eastern,Sinda,Confirmed_Passive_CHW,280
2019-12-01,Eastern,Sinda,Tested,1913
2019-12-01,Eastern,Sinda,Tested_Passive_CHW,2581
2019-12-01,Eastern,Vubwi,Confirmed,3101
2019-12-01,Eastern,Vubwi,Confirmed_Passive_CHW,2385
2019-12-01,Eastern,Vubwi,Tested,6137
2019-12-01,Eastern,Vubwi,Tested_Passive_CHW,3727
2019-12-01,Luapula,Chembe,Confirmed,5142
2019-12-01,Luapula,Chembe,Tested,7426
2019-12-01,Luapula,Chienge,Confirmed,5566
2019-12-01,Luapula,Chienge,Tested,8324
2019-12-01,Luapula,Chifunabuli,Clinical,161
2019-12-01,Luapula,Chifunabuli,Confirmed,10193
2019-12-01,Luapula,Chifunabuli,Tested,13862
2019-12-01,Luapula,Chipili,Clinical,84
2019-12-01,Luapula,Chipili,Confirmed,2774
2019-12-01,Luapula,Chipili,Tested,3259
2019-12-01,Luapula,Kawambwa,Clinical,140
2019-12-01,Luapula,Kawambwa,Confirmed,5335
2019-12-01,Luapula,Kawambwa,Tested,6787
2019-12-01,Luapula,Lunga,Confirmed,2237
2019-12-01,Luapula,Lunga,Tested,3171
2019-12-01,Luapula,Mansa,Clinical,501
2019-12-01,Luapula,Mansa,Confirmed,23789
2019-12-01,Luapula,Mansa,Tested,33020
2019-12-01,Luapula,Milenge,Clinical,6
2019-12-01,Luapula,Milenge,Confirmed,4456
2019-12-01,Luapula,Milenge,Tested,4894
2019-12-01,Luapula,Mwansabombwe,Clinical,22
2019-12-01,Luapula,Mwansabombwe,Confirmed,3874
2019-12-01,Luapula,Mwansabombwe,Tested,5701
2019-12-01,Luapula,Mwense,Clinical,4
2019-12-01,Luapula,Mwense,Confirmed,6346
2019-12-01,Luapula,Mwense,Tested,9481
2019-12-01,Luapula,Nchelenge,Clinical,256
2019-12-01,Luapula,Nchelenge,Confirmed,5373
2019-12-01,Luapula,Nchelenge,Confirmed_Passive_CHW,1650
2019-12-01,Luapula,Nchelenge,Tested,8274
2019-12-01,Luapula,Nchelenge,Tested_Passive_CHW,2125
2019-12-01,Luapula,Samfya,Clinical,2
2019-12-01,Luapula,Samfya,Confirmed,7820
2019-12-01,Luapula,Samfya,Tested,11402
2019-12-01,Lusaka,Chilanga,Clinical,5
2019-12-01,Lusaka,Chilanga,Confirmed,188
2019-12-01,Lusaka,Chilanga,Tested,2156
2019-12-01,Lusaka,Chirundu,Clinical,1
2019-12-01,Lusaka,Chirundu,Confirmed,55
2019-12-01,Lusaka,Chirundu,Confirmed_Passive_CHW,12
2019-12-01,Lusaka,Chirundu,Tested,1827
2019-12-01,Lusaka,Chirundu,Tested_Passive_CHW,235
2019-12-01,Lusaka,Chongwe,Clinical,126
2019-12-01,Lusaka,Chongwe,Confirmed,600
2019-12-01,Lusaka,Chongwe,Tested,2775
2019-12-01,Lusaka,Kafue,Clinical,13
2019-12-01,Lusaka,Kafue,Confirmed,294
2019-12-01,Lusaka,Kafue,Confirmed_Passive_CHW,12
2019-12-01,Lusaka,Kafue,Tested,3397
2019-12-01,Lusaka,Kafue,Tested_Passive_CHW,69
2019-12-01,Lusaka,Luangwa,Clinical,70
2019-12-01,Lusaka,Luangwa,Confirmed,284
2019-12-01,Lusaka,Luangwa,Tested,2220
2019-12-01,Lusaka,Lusaka,Clinical,531
2019-12-01,Lusaka,Lusaka,Confirmed,1485
2019-12-01,Lusaka,Lusaka,Tested,16553
2019-12-01,Lusaka,Rufunsa,Clinical,100
2019-12-01,Lusaka,Rufunsa,Confirmed,3199
2019-12-01,Lusaka,Rufunsa,Tested,6362
2019-12-01,Muchinga,Chama,Confirmed,4322
2019-12-01,Muchinga,Chama,Confirmed_Passive_CHW,1457
2019-12-01,Muchinga,Chama,Tested,8408
2019-12-01,Muchinga,Chama,Tested_Passive_CHW,1866
2019-12-01,Muchinga,Chinsali,Confirmed,8219
2019-12-01,Muchinga,Chinsali,Tested,11977
2019-12-01,Muchinga,Isoka,Confirmed,5768
2019-12-01,Muchinga,Isoka,Tested,9898
2019-12-01,Muchinga,Kanchibiya,Confirmed,6386
2019-12-01,Muchinga,Kanchibiya,Tested,8508
2019-12-01,Muchinga,Lavushimanda,Clinical,10
2019-12-01,Muchinga,Lavushimanda,Confirmed,4563
2019-12-01,Muchinga,Lavushimanda,Tested,5744
2019-12-01,Muchinga,Mafinga,Confirmed,7030
2019-12-01,Muchinga,Mafinga,Tested,9833
2019-12-01,Muchinga,Mpika,Confirmed,7783
2019-12-01,Muchinga,Mpika,Confirmed_Passive_CHW,4016
2019-12-01,Muchinga,Mpika,Tested,12606
2019-12-01,Muchinga,Mpika,Tested_Passive_CHW,5392
2019-12-01,Muchinga,Nakonde,Clinical,3
2019-12-01,Muchinga,Nakonde,Confirmed,4550
2019-12-01,Muchinga,Nakonde,Confirmed_Passive_CHW,2602
2019-12-01,Muchinga,Nakonde,Tested,7697
2019-12-01,Muchinga,Nakonde,Tested_Passive_CHW,3393
2019-12-01,Muchinga,Shiwang'andu,Clinical,13
2019-12-01,Muchinga,Shiwang'andu,Confirmed,5221
2019-12-01,Muchinga,Shiwang'andu,Tested,8805
2019-12-01,Northern,Chilubi,Clinical,554
2019-12-01,Northern,Chilubi,Confirmed,5311
2019-12-01,Northern,Chilubi,Tested,6602
2019-12-01,Northern,Kaputa,Clinical,284
2019-12-01,Northern,Kaputa,Confirmed,3594
2019-12-01,Northern,Kaputa,Tested,5294
2019-12-01,Northern,Kasama,Clinical,21
2019-12-01,Northern,Kasama,Confirmed,22766
2019-12-01,Northern,Kasama,Tested,31879
2019-12-01,Northern,Lunte,Clinical,126
2019-12-01,Northern,Lunte,Confirmed,5562
2019-12-01,Northern,Lunte,Tested,7118
2019-12-01,Northern,Lupososhi,Clinical,356
2019-12-01,Northern,Lupososhi,Confirmed,3476
2019-12-01,Northern,Lupososhi,Tested,4624
2019-12-01,Northern,Luwingu,Clinical,69
2019-12-01,Northern,Luwingu,Confirmed,7578
2019-12-01,Northern,Luwingu,Tested,9838
2019-12-01,Northern,Mbala,Clinical,607
2019-12-01,Northern,Mbala,Confirmed,6313
2019-12-01,Northern,Mbala,Confirmed_Passive_CHW,1957
2019-12-01,Northern,Mbala,Tested,10096
2019-12-01,Northern,Mbala,Tested_Passive_CHW,2626
2019-12-01,Northern,Mporokoso,Confirmed,3482
2019-12-01,Northern,Mporokoso,Tested,5013
2019-12-01,Northern,Mpulungu,Clinical,11
2019-12-01,Northern,Mpulungu,Confirmed,7250
2019-12-01,Northern,Mpulungu,Tested,12206
2019-12-01,Northern,Mungwi,Clinical,1907
2019-12-01,Northern,Mungwi,Confirmed,11552
2019-12-01,Northern,Mungwi,Tested,13840
2019-12-01,Northern,Nsama,Clinical,2
2019-12-01,Northern,Nsama,Confirmed,2434
2019-12-01,Northern,Nsama,Tested,3765
2019-12-01,Northern,Senga,Clinical,1119
2019-12-01,Northern,Senga,Confirmed,9342
2019-12-01,Northern,Senga,Confirmed_Passive_CHW,891
2019-12-01,Northern,Senga,Tested,14025
2019-12-01,Northern,Senga,Tested_Passive_CHW,1103
2019-12-01,Northwestern,Chavuma,Confirmed,6913
2019-12-01,Northwestern,Chavuma,Tested,7456
2019-12-01,Northwestern,Ikelenge,Confirmed,4229
2019-12-01,Northwestern,Ikelenge,Tested,7629
2019-12-01,Northwestern,Kabompo,Clinical,61
2019-12-01,Northwestern,Kabompo,Confirmed,6119
2019-12-01,Northwestern,Kabompo,Tested,9968
2019-12-01,Northwestern,Kalumbila,Clinical,641
2019-12-01,Northwestern,Kalumbila,Confirmed,15852
2019-12-01,Northwestern,Kalumbila,Confirmed_Passive_CHW,608
2019-12-01,Northwestern,Kalumbila,Tested,24694
2019-12-01,Northwestern,Kalumbila,Tested_Passive_CHW,791
2019-12-01,Northwestern,Kasempa,Confirmed,16722
2019-12-01,Northwestern,Kasempa,Confirmed_Passive_CHW,2918
2019-12-01,Northwestern,Kasempa,Tested,23506
2019-12-01,Northwestern,Kasempa,Tested_Passive_CHW,3707
2019-12-01,Northwestern,Manyinga,Confirmed,7009
2019-12-01,Northwestern,Manyinga,Confirmed_Passive_CHW,518
2019-12-01,Northwestern,Manyinga,Tested,10671
2019-12-01,Northwestern,Manyinga,Tested_Passive_CHW,655
2019-12-01,Northwestern,Mufumbwe,Clinical,12
2019-12-01,Northwestern,Mufumbwe,Confirmed,5887
2019-12-01,Northwestern,Mufumbwe,Confirmed_Passive_CHW,2183
2019-12-01,Northwestern,Mufumbwe,Tested,9522
2019-12-01,Northwestern,Mufumbwe,Tested_Passive_CHW,3118
2019-12-01,Northwestern,Mushindamo,Confirmed,5291
2019-12-01,Northwestern,Mushindamo,Confirmed_Passive_CHW,1843
2019-12-01,Northwestern,Mushindamo,Tested,7383
2019-12-01,Northwestern,Mushindamo,Tested_Passive_CHW,2216
2019-12-01,Northwestern,Mwinilunga,Clinical,6
2019-12-01,Northwestern,Mwinilunga,Confirmed,8908
2019-12-01,Northwestern,Mwinilunga,Tested,13763
2019-12-01,Northwestern,Solwezi,Confirmed,24052
2019-12-01,Northwestern,Solwezi,Tested,38422
2019-12-01,Northwestern,Zambezi,Clinical,3
2019-12-01,Northwestern,Zambezi,Confirmed,6053
2019-12-01,Northwestern,Zambezi,Confirmed_Passive_CHW,2369
2019-12-01,Northwestern,Zambezi,Tested,9055
2019-12-01,Northwestern,Zambezi,Tested_Passive_CHW,3264
2019-12-01,Southern,Chikankata,Confirmed,100
2019-12-01,Southern,Chikankata,Confirmed_Passive_CHW,30
2019-12-01,Southern,Chikankata,Tested,1096
2019-12-01,Southern,Chikankata,Tested_Passive_CHW,404
2019-12-01,Southern,Choma,Confirmed,427
2019-12-01,Southern,Choma,Confirmed_Passive_CHW,463
2019-12-01,Southern,Choma,Tested,2146
2019-12-01,Southern,Choma,Tested_Passive_CHW,1852
2019-12-01,Southern,Gwembe,Confirmed,45
2019-12-01,Southern,Gwembe,Confirmed_Passive_CHW,60
2019-12-01,Southern,Gwembe,Tested,1078
2019-12-01,Southern,Gwembe,Tested_Passive_CHW,825
2019-12-01,Southern,Kalomo,Confirmed,211
2019-12-01,Southern,Kalomo,Confirmed_Passive_CHW,119
2019-12-01,Southern,Kalomo,Tested,2205
2019-12-01,Southern,Kalomo,Tested_Passive_CHW,1506
2019-12-01,Southern,Kazungula,Clinical,6
2019-12-01,Southern,Kazungula,Confirmed,142
2019-12-01,Southern,Kazungula,Confirmed_Passive_CHW,271
2019-12-01,Southern,Kazungula,Tested,1450
2019-12-01,Southern,Kazungula,Tested_Passive_CHW,1342
2019-12-01,Southern,Livingstone,Clinical,20
2019-12-01,Southern,Livingstone,Confirmed,62
2019-12-01,Southern,Livingstone,Confirmed_Passive_CHW,0
2019-12-01,Southern,Livingstone,Tested,842
2019-12-01,Southern,Livingstone,Tested_Passive_CHW,429
2019-12-01,Southern,Mazabuka,Clinical,3
2019-12-01,Southern,Mazabuka,Confirmed,127
2019-12-01,Southern,Mazabuka,Confirmed_Passive_CHW,16
2019-12-01,Southern,Mazabuka,Tested,1318
2019-12-01,Southern,Mazabuka,Tested_Passive_CHW,537
2019-12-01,Southern,Monze,Confirmed,200
2019-12-01,Southern,Monze,Confirmed_Passive_CHW,19
2019-12-01,Southern,Monze,Tested,2295
2019-12-01,Southern,Monze,Tested_Passive_CHW,580
2019-12-01,Southern,Namwala,Confirmed,133
2019-12-01,Southern,Namwala,Confirmed_Passive_CHW,49
2019-12-01,Southern,Namwala,Tested,1493
2019-12-01,Southern,Namwala,Tested_Passive_CHW,912
2019-12-01,Southern,Pemba,Confirmed,202
2019-12-01,Southern,Pemba,Confirmed_Passive_CHW,132
2019-12-01,Southern,Pemba,Tested,1052
2019-12-01,Southern,Pemba,Tested_Passive_CHW,776
2019-12-01,Southern,Siavonga,Confirmed,41
2019-12-01,Southern,Siavonga,Confirmed_Passive_CHW,16
2019-12-01,Southern,Siavonga,Tested,529
2019-12-01,Southern,Siavonga,Tested_Passive_CHW,257
2019-12-01,Southern,Sinazongwe,Confirmed,470
2019-12-01,Southern,Sinazongwe,Confirmed_Passive_CHW,192
2019-12-01,Southern,Sinazongwe,Tested,2227
2019-12-01,Southern,Sinazongwe,Tested_Passive_CHW,1360
2019-12-01,Southern,Zimba,Clinical,6
2019-12-01,Southern,Zimba,Confirmed,68
2019-12-01,Southern,Zimba,Confirmed_Passive_CHW,97
2019-12-01,Southern,Zimba,Tested,613
2019-12-01,Southern,Zimba,Tested_Passive_CHW,902
2019-12-01,Western,Kalabo,Clinical,9
2019-12-01,Western,Kalabo,Confirmed,3540
2019-12-01,Western,Kalabo,Confirmed_Passive_CHW,3108
2019-12-01,Western,Kalabo,Tested,7964
2019-12-01,Western,Kalabo,Tested_Passive_CHW,4836
2019-12-01,Western,Kaoma,Clinical,116
2019-12-01,Western,Kaoma,Confirmed,11042
2019-12-01,Western,Kaoma,Confirmed_Passive_CHW,5148
2019-12-01,Western,Kaoma,Tested,13660
2019-12-01,Western,Kaoma,Tested_Passive_CHW,6949
2019-12-01,Western,Limulunga,Clinical,47
2019-12-01,Western,Limulunga,Confirmed,2026
2019-12-01,Western,Limulunga,Tested,4105
2019-12-01,Western,Luampa,Clinical,5
2019-12-01,Western,Luampa,Confirmed,1964
2019-12-01,Western,Luampa,Confirmed_Passive_CHW,1144
2019-12-01,Western,Luampa,Tested,5347
2019-12-01,Western,Luampa,Tested_Passive_CHW,1867
2019-12-01,Western,Lukulu,Confirmed,5242
2019-12-01,Western,Lukulu,Confirmed_Passive_CHW,649
2019-12-01,Western,Lukulu,Tested,11588
2019-12-01,Western,Lukulu,Tested_Passive_CHW,1288
2019-12-01,Western,Mitete,Confirmed,1850
2019-12-01,Western,Mitete,Confirmed_Passive_CHW,601
2019-12-01,Western,Mitete,Tested,3628
2019-12-01,Western,Mitete,Tested_Passive_CHW,1122
2019-12-01,Western,Mongu,Clinical,264
2019-12-01,Western,Mongu,Confirmed,4579
2019-12-01,Western,Mongu,Tested,11425
2019-12-01,Western,Mulobezi,Confirmed,765
2019-12-01,Western,Mulobezi,Confirmed_Passive_CHW,262
2019-12-01,Western,Mulobezi,Tested,1830
2019-12-01,Western,Mulobezi,Tested_Passive_CHW,973
2019-12-01,Western,Mwandi,Confirmed,66
2019-12-01,Western,Mwandi,Confirmed_Passive_CHW,4
2019-12-01,Western,Mwandi,Tested,290
2019-12-01,Western,Mwandi,Tested_Passive_CHW,233
2019-12-01,Western,Nalolo,Clinical,4
2019-12-01,Western,Nalolo,Confirmed,983
2019-12-01,Western,Nalolo,Confirmed_Passive_CHW,668
2019-12-01,Western,Nalolo,Tested,2983
2019-12-01,Western,Nalolo,Tested_Passive_CHW,3400
2019-12-01,Western,Nkeyema,Clinical,20
2019-12-01,Western,Nkeyema,Confirmed,1797
2019-12-01,Western,Nkeyema,Confirmed_Passive_CHW,624
2019-12-01,Western,Nkeyema,Tested,4864
2019-12-01,Western,Nkeyema,Tested_Passive_CHW,1079
2019-12-01,Western,Senanga,Clinical,8
2019-12-01,Western,Senanga,Confirmed,2659
2019-12-01,Western,Senanga,Confirmed_Passive_CHW,3040
2019-12-01,Western,Senanga,Tested,7538
2019-12-01,Western,Senanga,Tested_Passive_CHW,5029
2019-12-01,Western,Sesheke,Confirmed,260
2019-12-01,Western,Sesheke,Confirmed_Passive_CHW,184
2019-12-01,Western,Sesheke,Tested,1173
2019-12-01,Western,Sesheke,Tested_Passive_CHW,713
2019-12-01,Western,Shang'ombo,Confirmed,237
2019-12-01,Western,Shang'ombo,Confirmed_Passive_CHW,171
2019-12-01,Western,Shang'ombo,Tested,772
2019-12-01,Western,Shang'ombo,Tested_Passive_CHW,1182
2019-12-01,Western,Sikongo,Confirmed,1261
2019-12-01,Western,Sikongo,Confirmed_Passive_CHW,550
2019-12-01,Western,Sikongo,Tested,2589
2019-12-01,Western,Sikongo,Tested_Passive_CHW,1216
2019-12-01,Western,Sioma,Clinical,34
2019-12-01,Western,Sioma,Confirmed,687
2019-12-01,Western,Sioma,Confirmed_Passive_CHW,144
2019-12-01,Western,Sioma,Tested,2334
2019-12-01,Western,Sioma,Tested_Passive_CHW,654
2019-12-01,NA,NA,Confirmed,436
2019-12-01,NA,NA,Confirmed_Passive_CHW,4
2019-12-01,NA,NA,Tested,1237
2019-12-01,NA,NA,Tested_Passive_CHW,69
2020-01-01,Central,Chibombo,Clinical,51
2020-01-01,Central,Chibombo,Confirmed,9403
2020-01-01,Central,Chibombo,Tested,17064
2020-01-01,Central,Chisamba,Confirmed,2864
2020-01-01,Central,Chisamba,Tested,5458
2020-01-01,Central,Chitambo,Clinical,1881
2020-01-01,Central,Chitambo,Confirmed,9855
2020-01-01,Central,Chitambo,Tested,12548
2020-01-01,Central,Itezhi-tezhi,Confirmed,1396
2020-01-01,Central,Itezhi-tezhi,Confirmed_Passive_CHW,1175
2020-01-01,Central,Itezhi-tezhi,Tested,3830
2020-01-01,Central,Itezhi-tezhi,Tested_Passive_CHW,3823
2020-01-01,Central,Kabwe,Clinical,32
2020-01-01,Central,Kabwe,Confirmed,4682
2020-01-01,Central,Kabwe,Tested,13219
2020-01-01,Central,Kapiri-Mposhi,Clinical,2564
2020-01-01,Central,Kapiri-Mposhi,Confirmed,17016
2020-01-01,Central,Kapiri-Mposhi,Confirmed_Passive_CHW,1995
2020-01-01,Central,Kapiri-Mposhi,Tested,24574
2020-01-01,Central,Kapiri-Mposhi,Tested_Passive_CHW,3334
2020-01-01,Central,Luano,Clinical,1500
2020-01-01,Central,Luano,Confirmed,3440
2020-01-01,Central,Luano,Tested,5147
2020-01-01,Central,Mkushi,Clinical,249
2020-01-01,Central,Mkushi,Confirmed,17073
2020-01-01,Central,Mkushi,Tested,25238
2020-01-01,Central,Mumbwa,Clinical,820
2020-01-01,Central,Mumbwa,Confirmed,4999
2020-01-01,Central,Mumbwa,Confirmed_Passive_CHW,1058
2020-01-01,Central,Mumbwa,Tested,8987
2020-01-01,Central,Mumbwa,Tested_Passive_CHW,2487
2020-01-01,Central,Ngabwe,Confirmed,2810
2020-01-01,Central,Ngabwe,Tested,4459
2020-01-01,Central,Serenje,Clinical,1009
2020-01-01,Central,Serenje,Confirmed,12335
2020-01-01,Central,Serenje,Tested,18066
2020-01-01,Central,Shibuyunji,Confirmed,442
2020-01-01,Central,Shibuyunji,Confirmed_Passive_CHW,66
2020-01-01,Central,Shibuyunji,Tested,1754
2020-01-01,Central,Shibuyunji,Tested_Passive_CHW,594
2020-01-01,Copperbelt,Chililabombwe,Clinical,11
2020-01-01,Copperbelt,Chililabombwe,Confirmed,11143
2020-01-01,Copperbelt,Chililabombwe,Tested,23385
2020-01-01,Copperbelt,Chingola,Confirmed,14621
2020-01-01,Copperbelt,Chingola,Confirmed_Passive_CHW,407
2020-01-01,Copperbelt,Chingola,Tested,27858
2020-01-01,Copperbelt,Chingola,Tested_Passive_CHW,509
2020-01-01,Copperbelt,Kalulushi,Confirmed,11450
2020-01-01,Copperbelt,Kalulushi,Tested,21370
