"","period","province","district","count"
"1204","2018-11-01","Eastern","Petauke",841
"1205","2018-11-01","Eastern","Sinda",634
"1206","2018-11-01","Eastern","Vubwi",1955
"1207","2018-11-01","Luapula","Chembe",4050
"1208","2018-11-01","Luapula","Chienge",7455
"1209","2018-11-01","Luapula","Chifunabuli",6933
"1210","2018-11-01","Luapula","Chipili",3662
"1211","2018-11-01","Luapula","Kawambwa",5830
"1212","2018-11-01","Luapula","Lunga",1215
"1213","2018-11-01","Luapula","Mansa",22001
"1214","2018-11-01","Luapula","Milenge",5061
"1215","2018-11-01","Luapula","Mwansabombwe",4578
"1216","2018-11-01","Luapula","Mwense",9483
"1217","2018-11-01","Luapula","Nchelenge",9814
"1218","2018-11-01","Luapula","Samfya",7592
"1219","2018-11-01","Lusaka","Chilanga",247
"1220","2018-11-01","Lusaka","Chirundu",40
"1221","2018-11-01","Lusaka","Chongwe",272
"1222","2018-11-01","Lusaka","Kafue",97
"1223","2018-11-01","Lusaka","Luangwa",196
"1224","2018-11-01","Lusaka","Lusaka",1974
"1225","2018-11-01","Lusaka","Rufunsa",724
"1226","2018-11-01","Muchinga","Chama",2440
"1227","2018-11-01","Muchinga","Chinsali",6740
"1228","2018-11-01","Muchinga","Isoka",4911
"1229","2018-11-01","Muchinga","Kanchibiya",4623
"1230","2018-11-01","Muchinga","Lavushimanda",1723
"1231","2018-11-01","Muchinga","Mafinga",3481
"1232","2018-11-01","Muchinga","Mpika",4842
"1233","2018-11-01","Muchinga","Nakonde",1983
"1234","2018-11-01","Muchinga","Shiwang'andu",4031
"1235","2018-11-01","Northern","Chilubi",4921
"1236","2018-11-01","Northern","Kaputa",4373
"1237","2018-11-01","Northern","Kasama",12755
"1238","2018-11-01","Northern","Lunte",2924
"1239","2018-11-01","Northern","Lupososhi",3471
"1240","2018-11-01","Northern","Luwingu",6182
"1241","2018-11-01","Northern","Mbala",3150
"1242","2018-11-01","Northern","Mporokoso",2484
"1243","2018-11-01","Northern","Mpulungu",4026
"1244","2018-11-01","Northern","Mungwi",10281
"1245","2018-11-01","Northern","Nsama",3211
"1246","2018-11-01","Northern","Senga",5504
"1247","2018-11-01","Northwestern","Chavuma",2282
"1248","2018-11-01","Northwestern","Ikelenge",2126
"1249","2018-11-01","Northwestern","Kabompo",1090
"1250","2018-11-01","Northwestern","Kalumbila",13168
"1251","2018-11-01","Northwestern","Kasempa",3639
"1252","2018-11-01","Northwestern","Manyinga",2175
"1253","2018-11-01","Northwestern","Mufumbwe",1853
"1254","2018-11-01","Northwestern","Mushindamo",4053
"1255","2018-11-01","Northwestern","Mwinilunga",7596
"1256","2018-11-01","Northwestern","Solwezi",7426
"1257","2018-11-01","Northwestern","Zambezi",5265
"1258","2018-11-01","Southern","Chikankata",11
"1259","2018-11-01","Southern","Choma",187
"1260","2018-11-01","Southern","Gwembe",299
"1261","2018-11-01","Southern","Kalomo",71
"1262","2018-11-01","Southern","Kazungula",41
"1263","2018-11-01","Southern","Livingstone",51
"1264","2018-11-01","Southern","Mazabuka",99
"1265","2018-11-01","Southern","Monze",19
"1266","2018-11-01","Southern","Namwala",3
"1267","2018-11-01","Southern","Pemba",144
"1268","2018-11-01","Southern","Siavonga",97
"1269","2018-11-01","Southern","Sinazongwe",1781
"1270","2018-11-01","Southern","Zimba",195
"1271","2018-11-01","Western","Kalabo",2143
"1272","2018-11-01","Western","Kaoma",3465
"1273","2018-11-01","Western","Limulunga",541
"1274","2018-11-01","Western","Luampa",645
"1275","2018-11-01","Western","Lukulu",2754
"1276","2018-11-01","Western","Mitete",1622
"1277","2018-11-01","Western","Mongu",1561
"1278","2018-11-01","Western","Mulobezi",337
"1279","2018-11-01","Western","Mwandi",12
"1280","2018-11-01","Western","Nalolo",444
"1281","2018-11-01","Western","Nkeyema",814
"1282","2018-11-01","Western","Senanga",1385
"1283","2018-11-01","Western","Sesheke",256
"1284","2018-11-01","Western","Shang'ombo",189
"1285","2018-11-01","Western","Sikongo",588
"1286","2018-11-01","Western","Sioma",219
"1287","2018-11-01",NA,NA,3
"1288","2018-12-01","Central","Chibombo",1976
"1289","2018-12-01","Central","Chisamba",565
"1290","2018-12-01","Central","Chitambo",5915
"1291","2018-12-01","Central","Itezhi-tezhi",591
"1292","2018-12-01","Central","Kabwe",1200
"1293","2018-12-01","Central","Kapiri-Mposhi",5686
"1294","2018-12-01","Central","Luano",1329
"1295","2018-12-01","Central","Mkushi",8907
"1296","2018-12-01","Central","Mumbwa",1469
"1297","2018-12-01","Central","Ngabwe",413
"1298","2018-12-01","Central","Serenje",8006
"1299","2018-12-01","Central","Shibuyunji",26
"1300","2018-12-01","Copperbelt","Chililabombwe",6269
"1301","2018-12-01","Copperbelt","Chingola",11017
"1302","2018-12-01","Copperbelt","Kalulushi",8128
"1303","2018-12-01","Copperbelt","Kitwe",16269
"1304","2018-12-01","Copperbelt","Luanshya",8891
"1305","2018-12-01","Copperbelt","Lufwanyama",15484
"1306","2018-12-01","Copperbelt","Masaiti",9874
"1307","2018-12-01","Copperbelt","Mpongwe",4491
"1308","2018-12-01","Copperbelt","Mufulira",6619
"1309","2018-12-01","Copperbelt","Ndola",9727
"1310","2018-12-01","Eastern","Chadiza",1849
"1311","2018-12-01","Eastern","Chasefu",1339
"1312","2018-12-01","Eastern","Chipangali",2519
"1313","2018-12-01","Eastern","Chipata",2880
"1314","2018-12-01","Eastern","Kasenengwa",821
"1315","2018-12-01","Eastern","Katete",757
"1316","2018-12-01","Eastern","Lumezi",3015
"1317","2018-12-01","Eastern","Lundazi",2199
"1318","2018-12-01","Eastern","Lusangazi",865
"1319","2018-12-01","Eastern","Mambwe",2489
"1320","2018-12-01","Eastern","Nyimba",1467
"1321","2018-12-01","Eastern","Petauke",1809
"1322","2018-12-01","Eastern","Sinda",317
"1323","2018-12-01","Eastern","Vubwi",2565
"1324","2018-12-01","Luapula","Chembe",3551
"1325","2018-12-01","Luapula","Chienge",5741
"1326","2018-12-01","Luapula","Chifunabuli",5927
"1327","2018-12-01","Luapula","Chipili",2719
"1328","2018-12-01","Luapula","Kawambwa",4235
"1329","2018-12-01","Luapula","Lunga",1415
"1330","2018-12-01","Luapula","Mansa",21255
"1331","2018-12-01","Luapula","Milenge",4289
"1332","2018-12-01","Luapula","Mwansabombwe",2586
"1333","2018-12-01","Luapula","Mwense",7120
"1334","2018-12-01","Luapula","Nchelenge",7174
"1335","2018-12-01","Luapula","Samfya",6923
"1336","2018-12-01","Lusaka","Chilanga",279
"1337","2018-12-01","Lusaka","Chirundu",42
"1338","2018-12-01","Lusaka","Chongwe",279
"1339","2018-12-01","Lusaka","Kafue",172
"1340","2018-12-01","Lusaka","Luangwa",293
"1341","2018-12-01","Lusaka","Lusaka",2192
"1342","2018-12-01","Lusaka","Rufunsa",1109
"1343","2018-12-01","Muchinga","Chama",2419
"1344","2018-12-01","Muchinga","Chinsali",6773
"1345","2018-12-01","Muchinga","Isoka",4515
"1346","2018-12-01","Muchinga","Kanchibiya",5232
"1347","2018-12-01","Muchinga","Lavushimanda",2321
"1348","2018-12-01","Muchinga","Mafinga",5455
"1349","2018-12-01","Muchinga","Mpika",6857
"1350","2018-12-01","Muchinga","Nakonde",2122
"1351","2018-12-01","Muchinga","Shiwang'andu",5480
"1352","2018-12-01","Northern","Chilubi",4723
"1353","2018-12-01","Northern","Kaputa",3184
"1354","2018-12-01","Northern","Kasama",15947
"1355","2018-12-01","Northern","Lunte",3346
"1356","2018-12-01","Northern","Lupososhi",2309
"1357","2018-12-01","Northern","Luwingu",6658
"1358","2018-12-01","Northern","Mbala",4974
"1359","2018-12-01","Northern","Mporokoso",2476
"1360","2018-12-01","Northern","Mpulungu",4372
"1361","2018-12-01","Northern","Mungwi",9497
"1362","2018-12-01","Northern","Nsama",2072
"1363","2018-12-01","Northern","Senga",5808
"1364","2018-12-01","Northwestern","Chavuma",3333
"1365","2018-12-01","Northwestern","Ikelenge",1883
"1366","2018-12-01","Northwestern","Kabompo",2559
"1367","2018-12-01","Northwestern","Kalumbila",16146
"1368","2018-12-01","Northwestern","Kasempa",7559
"1369","2018-12-01","Northwestern","Manyinga",4493
"1370","2018-12-01","Northwestern","Mufumbwe",4625
"1371","2018-12-01","Northwestern","Mushindamo",4992
"1372","2018-12-01","Northwestern","Mwinilunga",8492
"1373","2018-12-01","Northwestern","Solwezi",18102
"1374","2018-12-01","Northwestern","Zambezi",5594
"1375","2018-12-01","Southern","Chikankata",46
"1376","2018-12-01","Southern","Choma",313
"1377","2018-12-01","Southern","Gwembe",172
"1378","2018-12-01","Southern","Kalomo",131
"1379","2018-12-01","Southern","Kazungula",58
"1380","2018-12-01","Southern","Livingstone",92
"1381","2018-12-01","Southern","Mazabuka",62
"1382","2018-12-01","Southern","Monze",55
"1383","2018-12-01","Southern","Namwala",37
"1384","2018-12-01","Southern","Pemba",241
"1385","2018-12-01","Southern","Siavonga",30
"1386","2018-12-01","Southern","Sinazongwe",834
"1387","2018-12-01","Southern","Zimba",72
"1388","2018-12-01","Western","Kalabo",2823
"1389","2018-12-01","Western","Kaoma",6635
"1390","2018-12-01","Western","Limulunga",1073
"1391","2018-12-01","Western","Luampa",1475
"1392","2018-12-01","Western","Lukulu",3852
"1393","2018-12-01","Western","Mitete",1436
"1394","2018-12-01","Western","Mongu",2749
"1395","2018-12-01","Western","Mulobezi",337
"1396","2018-12-01","Western","Mwandi",15
"1397","2018-12-01","Western","Nalolo",603
"1398","2018-12-01","Western","Nkeyema",1235
"1399","2018-12-01","Western","Senanga",2085
"1400","2018-12-01","Western","Sesheke",104
"1401","2018-12-01","Western","Shang'ombo",207
"1402","2018-12-01","Western","Sikongo",610
"1403","2018-12-01","Western","Sioma",262
"1404","2018-12-01",NA,NA,6
"1405","2019-01-01","Central","Chibombo",4022
"1406","2019-01-01","Central","Chisamba",2287
"1407","2019-01-01","Central","Chitambo",7276
"1408","2019-01-01","Central","Itezhi-tezhi",1243
"1409","2019-01-01","Central","Kabwe",2213
"1410","2019-01-01","Central","Kapiri-Mposhi",15923
"1411","2019-01-01","Central","Luano",3738
"1412","2019-01-01","Central","Mkushi",14525
"1413","2019-01-01","Central","Mumbwa",3765
"1414","2019-01-01","Central","Ngabwe",658
"1415","2019-01-01","Central","Serenje",11660
"1416","2019-01-01","Central","Shibuyunji",90
"1417","2019-01-01","Copperbelt","Chililabombwe",5939
"1418","2019-01-01","Copperbelt","Chingola",14456
"1419","2019-01-01","Copperbelt","Kalulushi",9478
"1420","2019-01-01","Copperbelt","Kitwe",23882
"1421","2019-01-01","Copperbelt","Luanshya",17869
"1422","2019-01-01","Copperbelt","Lufwanyama",26251
"1423","2019-01-01","Copperbelt","Masaiti",15874
"1424","2019-01-01","Copperbelt","Mpongwe",11814
"1425","2019-01-01","Copperbelt","Mufulira",8508
"1426","2019-01-01","Copperbelt","Ndola",16617
"1427","2019-01-01","Eastern","Chadiza",5369
"1428","2019-01-01","Eastern","Chasefu",2472
"1429","2019-01-01","Eastern","Chipangali",7831
"1430","2019-01-01","Eastern","Chipata",5213
"1431","2019-01-01","Eastern","Kasenengwa",2134
"1432","2019-01-01","Eastern","Katete",2873
"1433","2019-01-01","Eastern","Lumezi",6940
"1434","2019-01-01","Eastern","Lundazi",5561
"1435","2019-01-01","Eastern","Lusangazi",2521
"1436","2019-01-01","Eastern","Mambwe",6253
"1437","2019-01-01","Eastern","Nyimba",6210
"1438","2019-01-01","Eastern","Petauke",5897
"1439","2019-01-01","Eastern","Sinda",1598
"1440","2019-01-01","Eastern","Vubwi",3916
"1441","2019-01-01","Luapula","Chembe",3620
"1442","2019-01-01","Luapula","Chienge",5082
"1443","2019-01-01","Luapula","Chifunabuli",4391
"1444","2019-01-01","Luapula","Chipili",2055
"1445","2019-01-01","Luapula","Kawambwa",4923
"1446","2019-01-01","Luapula","Lunga",1377
"1447","2019-01-01","Luapula","Mansa",21849
"1448","2019-01-01","Luapula","Milenge",4594
"1449","2019-01-01","Luapula","Mwansabombwe",1789
"1450","2019-01-01","Luapula","Mwense",5177
"1451","2019-01-01","Luapula","Nchelenge",5428
"1452","2019-01-01","Luapula","Samfya",5790
"1453","2019-01-01","Lusaka","Chilanga",268
"1454","2019-01-01","Lusaka","Chirundu",86
"1455","2019-01-01","Lusaka","Chongwe",850
"1456","2019-01-01","Lusaka","Kafue",397
"1457","2019-01-01","Lusaka","Luangwa",852
"1458","2019-01-01","Lusaka","Lusaka",1909
"1459","2019-01-01","Lusaka","Rufunsa",3734
"1460","2019-01-01","Muchinga","Chama",5417
"1461","2019-01-01","Muchinga","Chinsali",6314
"1462","2019-01-01","Muchinga","Isoka",4550
"1463","2019-01-01","Muchinga","Kanchibiya",5977
"1464","2019-01-01","Muchinga","Lavushimanda",2994
"1465","2019-01-01","Muchinga","Mafinga",4320
"1466","2019-01-01","Muchinga","Mpika",9490
"1467","2019-01-01","Muchinga","Nakonde",2577
"1468","2019-01-01","Muchinga","Shiwang'andu",4795
"1469","2019-01-01","Northern","Chilubi",4018
"1470","2019-01-01","Northern","Kaputa",2249
"1471","2019-01-01","Northern","Kasama",15265
"1472","2019-01-01","Northern","Lunte",3010
"1473","2019-01-01","Northern","Lupososhi",2414
"1474","2019-01-01","Northern","Luwingu",5931
"1475","2019-01-01","Northern","Mbala",4008
"1476","2019-01-01","Northern","Mporokoso",1639
"1477","2019-01-01","Northern","Mpulungu",2811
"1478","2019-01-01","Northern","Mungwi",8560
"1479","2019-01-01","Northern","Nsama",1228
"1480","2019-01-01","Northern","Senga",4646
"1481","2019-01-01","Northwestern","Chavuma",4380
"1482","2019-01-01","Northwestern","Ikelenge",1889
"1483","2019-01-01","Northwestern","Kabompo",4925
"1484","2019-01-01","Northwestern","Kalumbila",21822
"1485","2019-01-01","Northwestern","Kasempa",10520
"1486","2019-01-01","Northwestern","Manyinga",5543
"1487","2019-01-01","Northwestern","Mufumbwe",7268
"1488","2019-01-01","Northwestern","Mushindamo",9731
"1489","2019-01-01","Northwestern","Mwinilunga",9379
"1490","2019-01-01","Northwestern","Solwezi",18100
"1491","2019-01-01","Northwestern","Zambezi",8551
"1492","2019-01-01","Southern","Chikankata",156
"1493","2019-01-01","Southern","Choma",344
"1494","2019-01-01","Southern","Gwembe",261
"1495","2019-01-01","Southern","Kalomo",266
"1496","2019-01-01","Southern","Kazungula",159
"1497","2019-01-01","Southern","Livingstone",38
"1498","2019-01-01","Southern","Mazabuka",124
"1499","2019-01-01","Southern","Monze",111
"1500","2019-01-01","Southern","Namwala",44
"1501","2019-01-01","Southern","Pemba",263
"1502","2019-01-01","Southern","Siavonga",136
"1503","2019-01-01","Southern","Sinazongwe",3022
"1504","2019-01-01","Southern","Zimba",224
"1505","2019-01-01","Western","Kalabo",5420
"1506","2019-01-01","Western","Kaoma",11260
"1507","2019-01-01","Western","Limulunga",2165
"1508","2019-01-01","Western","Luampa",4694
"1509","2019-01-01","Western","Lukulu",4926
"1510","2019-01-01","Western","Mitete",2688
"1511","2019-01-01","Western","Mongu",7081
"1512","2019-01-01","Western","Mulobezi",689
"1513","2019-01-01","Western","Mwandi",24
"1514","2019-01-01","Western","Nalolo",1062
"1515","2019-01-01","Western","Nkeyema",3210
"1516","2019-01-01","Western","Senanga",4014
"1517","2019-01-01","Western","Sesheke",284
"1518","2019-01-01","Western","Shang'ombo",264
"1519","2019-01-01","Western","Sikongo",1091
"1520","2019-01-01","Western","Sioma",497
"1521","2019-01-01",NA,NA,11
"1522","2019-02-01","Central","Chibombo",3381
"1523","2019-02-01","Central","Chisamba",2803
"1524","2019-02-01","Central","Chitambo",3759
"1525","2019-02-01","Central","Itezhi-tezhi",933
"1526","2019-02-01","Central","Kabwe",2328
"1527","2019-02-01","Central","Kapiri-Mposhi",13208
"1528","2019-02-01","Central","Luano",3488
"1529","2019-02-01","Central","Mkushi",11980
"1530","2019-02-01","Central","Mumbwa",2796
"1531","2019-02-01","Central","Ngabwe",438
"1532","2019-02-01","Central","Serenje",8159
"1533","2019-02-01","Central","Shibuyunji",91
"1534","2019-02-01","Copperbelt","Chililabombwe",5786
"1535","2019-02-01","Copperbelt","Chingola",12588
"1536","2019-02-01","Copperbelt","Kalulushi",8072
"1537","2019-02-01","Copperbelt","Kitwe",21759
"1538","2019-02-01","Copperbelt","Luanshya",15143
"1539","2019-02-01","Copperbelt","Lufwanyama",26266
"1540","2019-02-01","Copperbelt","Masaiti",17295
"1541","2019-02-01","Copperbelt","Mpongwe",13468
"1542","2019-02-01","Copperbelt","Mufulira",6421
"1543","2019-02-01","Copperbelt","Ndola",13452
"1544","2019-02-01","Eastern","Chadiza",5066
"1545","2019-02-01","Eastern","Chasefu",2008
"1546","2019-02-01","Eastern","Chipangali",9750
"1547","2019-02-01","Eastern","Chipata",5055
"1548","2019-02-01","Eastern","Kasenengwa",2917
"1549","2019-02-01","Eastern","Katete",3570
"1550","2019-02-01","Eastern","Lumezi",9670
"1551","2019-02-01","Eastern","Lundazi",9293
"1552","2019-02-01","Eastern","Lusangazi",1601
"1553","2019-02-01","Eastern","Mambwe",5023
"1554","2019-02-01","Eastern","Nyimba",6539
"1555","2019-02-01","Eastern","Petauke",8519
"1556","2019-02-01","Eastern","Sinda",1990
"1557","2019-02-01","Eastern","Vubwi",2429
"1558","2019-02-01","Luapula","Chembe",2927
"1559","2019-02-01","Luapula","Chienge",5705
"1560","2019-02-01","Luapula","Chifunabuli",3507
"1561","2019-02-01","Luapula","Chipili",1661
"1562","2019-02-01","Luapula","Kawambwa",3562
"1563","2019-02-01","Luapula","Lunga",1179
"1564","2019-02-01","Luapula","Mansa",18964
"1565","2019-02-01","Luapula","Milenge",2637
"1566","2019-02-01","Luapula","Mwansabombwe",976
"1567","2019-02-01","Luapula","Mwense",4316
"1568","2019-02-01","Luapula","Nchelenge",3796
"1569","2019-02-01","Luapula","Samfya",5575
"1570","2019-02-01","Lusaka","Chilanga",344
"1571","2019-02-01","Lusaka","Chirundu",156
"1572","2019-02-01","Lusaka","Chongwe",1381
"1573","2019-02-01","Lusaka","Kafue",371
"1574","2019-02-01","Lusaka","Luangwa",1313
"1575","2019-02-01","Lusaka","Lusaka",2447
"1576","2019-02-01","Lusaka","Rufunsa",3983
"1577","2019-02-01","Muchinga","Chama",5700
"1578","2019-02-01","Muchinga","Chinsali",5794
"1579","2019-02-01","Muchinga","Isoka",4897
"1580","2019-02-01","Muchinga","Kanchibiya",5493
"1581","2019-02-01","Muchinga","Lavushimanda",2630
"1582","2019-02-01","Muchinga","Mafinga",2385
"1583","2019-02-01","Muchinga","Mpika",9096
"1584","2019-02-01","Muchinga","Nakonde",1657
"1585","2019-02-01","Muchinga","Shiwang'andu",3776
"1586","2019-02-01","Northern","Chilubi",4607
"1587","2019-02-01","Northern","Kaputa",1923
"1588","2019-02-01","Northern","Kasama",13696
"1589","2019-02-01","Northern","Lunte",2284
"1590","2019-02-01","Northern","Lupososhi",1961
"1591","2019-02-01","Northern","Luwingu",4638
"1592","2019-02-01","Northern","Mbala",4074
"1593","2019-02-01","Northern","Mporokoso",1119
"1594","2019-02-01","Northern","Mpulungu",1186
"1595","2019-02-01","Northern","Mungwi",7473
"1596","2019-02-01","Northern","Nsama",801
"1597","2019-02-01","Northern","Senga",3871
"1598","2019-02-01","Northwestern","Chavuma",3181
"1599","2019-02-01","Northwestern","Ikelenge",1726
"1600","2019-02-01","Northwestern","Kabompo",3538
"1601","2019-02-01","Northwestern","Kalumbila",14960
"1602","2019-02-01","Northwestern","Kasempa",8990
"1603","2019-02-01","Northwestern","Manyinga",4885
"1604","2019-02-01","Northwestern","Mufumbwe",4986
"1605","2019-02-01","Northwestern","Mushindamo",7912
"1606","2019-02-01","Northwestern","Mwinilunga",7838
"1607","2019-02-01","Northwestern","Solwezi",14128
"1608","2019-02-01","Northwestern","Zambezi",6595
"1609","2019-02-01","Southern","Chikankata",254
"1610","2019-02-01","Southern","Choma",239
"1611","2019-02-01","Southern","Gwembe",337
"1612","2019-02-01","Southern","Kalomo",271
"1613","2019-02-01","Southern","Kazungula",240
"1614","2019-02-01","Southern","Livingstone",37
"1615","2019-02-01","Southern","Mazabuka",58
"1616","2019-02-01","Southern","Monze",107
"1617","2019-02-01","Southern","Namwala",24
"1618","2019-02-01","Southern","Pemba",197
"1619","2019-02-01","Southern","Siavonga",162
"1620","2019-02-01","Southern","Sinazongwe",3641
"1621","2019-02-01","Southern","Zimba",248
"1622","2019-02-01","Western","Kalabo",5817
"1623","2019-02-01","Western","Kaoma",10450
"1624","2019-02-01","Western","Limulunga",2051
"1625","2019-02-01","Western","Luampa",5061
"1626","2019-02-01","Western","Lukulu",6034
"1627","2019-02-01","Western","Mitete",2466
"1628","2019-02-01","Western","Mongu",8592
"1629","2019-02-01","Western","Mulobezi",1406
"1630","2019-02-01","Western","Mwandi",28
"1631","2019-02-01","Western","Nalolo",1569
"1632","2019-02-01","Western","Nkeyema",4109
"1633","2019-02-01","Western","Senanga",5350
"1634","2019-02-01","Western","Sesheke",464
"1635","2019-02-01","Western","Shang'ombo",483
"1636","2019-02-01","Western","Sikongo",1263
"1637","2019-02-01","Western","Sioma",697
"1638","2019-02-01",NA,NA,16
"1639","2019-03-01","Central","Chibombo",4713
"1640","2019-03-01","Central","Chisamba",4106
"1641","2019-03-01","Central","Chitambo",5491
"1642","2019-03-01","Central","Itezhi-tezhi",738
"1643","2019-03-01","Central","Kabwe",3930
"1644","2019-03-01","Central","Kapiri-Mposhi",30592
"1645","2019-03-01","Central","Luano",5667
"1646","2019-03-01","Central","Mkushi",19092
"1647","2019-03-01","Central","Mumbwa",3361
"1648","2019-03-01","Central","Ngabwe",777
"1649","2019-03-01","Central","Serenje",12282
"1650","2019-03-01","Central","Shibuyunji",127
"1651","2019-03-01","Copperbelt","Chililabombwe",4759
"1652","2019-03-01","Copperbelt","Chingola",9625
"1653","2019-03-01","Copperbelt","Kalulushi",6848
"1654","2019-03-01","Copperbelt","Kitwe",17642
"1655","2019-03-01","Copperbelt","Luanshya",15348
"1656","2019-03-01","Copperbelt","Lufwanyama",24738
"1657","2019-03-01","Copperbelt","Masaiti",20726
"1658","2019-03-01","Copperbelt","Mpongwe",16625
"1659","2019-03-01","Copperbelt","Mufulira",4905
"1660","2019-03-01","Copperbelt","Ndola",13658
"1661","2019-03-01","Eastern","Chadiza",8753
"1662","2019-03-01","Eastern","Chasefu",5281
"1663","2019-03-01","Eastern","Chipangali",15759
"1664","2019-03-01","Eastern","Chipata",8497
"1665","2019-03-01","Eastern","Kasenengwa",7159
"1666","2019-03-01","Eastern","Katete",7929
"1667","2019-03-01","Eastern","Lumezi",15955
"1668","2019-03-01","Eastern","Lundazi",15275
"1669","2019-03-01","Eastern","Lusangazi",4042
"1670","2019-03-01","Eastern","Mambwe",10047
"1671","2019-03-01","Eastern","Nyimba",12211
"1672","2019-03-01","Eastern","Petauke",22135
"1673","2019-03-01","Eastern","Sinda",5540
"1674","2019-03-01","Eastern","Vubwi",3437
"1675","2019-03-01","Luapula","Chembe",3328
"1676","2019-03-01","Luapula","Chienge",5347
"1677","2019-03-01","Luapula","Chifunabuli",5173
"1678","2019-03-01","Luapula","Chipili",1905
"1679","2019-03-01","Luapula","Kawambwa",3970
"1680","2019-03-01","Luapula","Lunga",1320
"1681","2019-03-01","Luapula","Mansa",22072
"1682","2019-03-01","Luapula","Milenge",3084
"1683","2019-03-01","Luapula","Mwansabombwe",1257
"1684","2019-03-01","Luapula","Mwense",4751
"1685","2019-03-01","Luapula","Nchelenge",3985
"1686","2019-03-01","Luapula","Samfya",6825
"1687","2019-03-01","Lusaka","Chilanga",246
"1688","2019-03-01","Lusaka","Chirundu",125
"1689","2019-03-01","Lusaka","Chongwe",1634
"1690","2019-03-01","Lusaka","Kafue",341
"1691","2019-03-01","Lusaka","Luangwa",2242
"1692","2019-03-01","Lusaka","Lusaka",1896
"1693","2019-03-01","Lusaka","Rufunsa",5919
"1694","2019-03-01","Muchinga","Chama",7951
"1695","2019-03-01","Muchinga","Chinsali",7011
"1696","2019-03-01","Muchinga","Isoka",5027
"1697","2019-03-01","Muchinga","Kanchibiya",5545
"1698","2019-03-01","Muchinga","Lavushimanda",3096
"1699","2019-03-01","Muchinga","Mafinga",3426
"1700","2019-03-01","Muchinga","Mpika",9873
"1701","2019-03-01","Muchinga","Nakonde",1675
"1702","2019-03-01","Muchinga","Shiwang'andu",5286
"1703","2019-03-01","Northern","Chilubi",3980
"1704","2019-03-01","Northern","Kaputa",1731
"1705","2019-03-01","Northern","Kasama",13344
"1706","2019-03-01","Northern","Lunte",2470
"1707","2019-03-01","Northern","Lupososhi",2410
"1708","2019-03-01","Northern","Luwingu",4045
"1709","2019-03-01","Northern","Mbala",3841
"1710","2019-03-01","Northern","Mporokoso",1549
"1711","2019-03-01","Northern","Mpulungu",1342
"1712","2019-03-01","Northern","Mungwi",7740
"1713","2019-03-01","Northern","Nsama",808
"1714","2019-03-01","Northern","Senga",3988
"1715","2019-03-01","Northwestern","Chavuma",1912
"1716","2019-03-01","Northwestern","Ikelenge",1376
"1717","2019-03-01","Northwestern","Kabompo",3665
"1718","2019-03-01","Northwestern","Kalumbila",17904
"1719","2019-03-01","Northwestern","Kasempa",11185
"1720","2019-03-01","Northwestern","Manyinga",7089
"1721","2019-03-01","Northwestern","Mufumbwe",5494
"1722","2019-03-01","Northwestern","Mushindamo",8816
"1723","2019-03-01","Northwestern","Mwinilunga",7985
"1724","2019-03-01","Northwestern","Solwezi",15713
"1725","2019-03-01","Northwestern","Zambezi",8145
"1726","2019-03-01","Southern","Chikankata",234
"1727","2019-03-01","Southern","Choma",310
"1728","2019-03-01","Southern","Gwembe",365
"1729","2019-03-01","Southern","Kalomo",367
"1730","2019-03-01","Southern","Kazungula",331
"1731","2019-03-01","Southern","Livingstone",54
"1732","2019-03-01","Southern","Mazabuka",309
"1733","2019-03-01","Southern","Monze",148
"1734","2019-03-01","Southern","Namwala",54
"1735","2019-03-01","Southern","Pemba",253
"1736","2019-03-01","Southern","Siavonga",269
"1737","2019-03-01","Southern","Sinazongwe",7318
"1738","2019-03-01","Southern","Zimba",399
"1739","2019-03-01","Western","Kalabo",4756
"1740","2019-03-01","Western","Kaoma",10247
"1741","2019-03-01","Western","Limulunga",2384
"1742","2019-03-01","Western","Luampa",4200
"1743","2019-03-01","Western","Lukulu",6808
"1744","2019-03-01","Western","Mitete",3974
"1745","2019-03-01","Western","Mongu",9560
"1746","2019-03-01","Western","Mulobezi",2269
"1747","2019-03-01","Western","Mwandi",83
"1748","2019-03-01","Western","Nalolo",1451
"1749","2019-03-01","Western","Nkeyema",5500
"1750","2019-03-01","Western","Senanga",5244
"1751","2019-03-01","Western","Sesheke",390
"1752","2019-03-01","Western","Shang'ombo",383
"1753","2019-03-01","Western","Sikongo",1341
"1754","2019-03-01","Western","Sioma",910
"1755","2019-03-01",NA,NA,26
"1756","2019-04-01","Central","Chibombo",5876
"1757","2019-04-01","Central","Chisamba",3708
"1758","2019-04-01","Central","Chitambo",5316
"1759","2019-04-01","Central","Itezhi-tezhi",628
"1760","2019-04-01","Central","Kabwe",4162
"1761","2019-04-01","Central","Kapiri-Mposhi",33212
"1762","2019-04-01","Central","Luano",5715
"1763","2019-04-01","Central","Mkushi",22215
"1764","2019-04-01","Central","Mumbwa",3765
"1765","2019-04-01","Central","Ngabwe",1474
"1766","2019-04-01","Central","Serenje",13019
"1767","2019-04-01","Central","Shibuyunji",95
"1768","2019-04-01","Copperbelt","Chililabombwe",4383
"1769","2019-04-01","Copperbelt","Chingola",7074
"1770","2019-04-01","Copperbelt","Kalulushi",7828
"1771","2019-04-01","Copperbelt","Kitwe",12435
"1772","2019-04-01","Copperbelt","Luanshya",15780
"1773","2019-04-01","Copperbelt","Lufwanyama",21980
