,period,province,district,count
1343,12/1/2018,Muchinga,Chama,2419
1344,12/1/2018,Muchinga,Chinsali,6773
1345,12/1/2018,Muchinga,Isoka,4515
1346,12/1/2018,Muchinga,Kanchibiya,5232
1347,12/1/2018,Muchinga,Lavushimanda,2321
1348,12/1/2018,Muchinga,Mafinga,5455
1349,12/1/2018,Muchinga,Mpika,6857
1350,12/1/2018,Muchinga,Nakonde,2122
1351,12/1/2018,Muchinga,Shiwang'andu,5480
1352,12/1/2018,Northern,Chilubi,4723
1353,12/1/2018,Northern,Kaputa,3184
1354,12/1/2018,Northern,Kasama,15947
1355,12/1/2018,Northern,Lunte,3346
1356,12/1/2018,Northern,Lupososhi,2309
1357,12/1/2018,Northern,Luwingu,6658
1358,12/1/2018,Northern,Mbala,4974
1359,12/1/2018,Northern,Mporokoso,2476
1360,12/1/2018,Northern,Mpulungu,4372
1361,12/1/2018,Northern,Mungwi,9497
1362,12/1/2018,Northern,Nsama,2072
1363,12/1/2018,Northern,Senga,5808
1364,12/1/2018,Northwestern,Chavuma,3333
1365,12/1/2018,Northwestern,Ikelenge,1883
1366,12/1/2018,Northwestern,Kabompo,2559
1367,12/1/2018,Northwestern,Kalumbila,16146
1368,12/1/2018,Northwestern,Kasempa,7559
1369,12/1/2018,Northwestern,Manyinga,4493
1370,12/1/2018,Northwestern,Mufumbwe,4625
1371,12/1/2018,Northwestern,Mushindamo,4992
1372,12/1/2018,Northwestern,Mwinilunga,8492
1373,12/1/2018,Northwestern,Solwezi,18102
1374,12/1/2018,Northwestern,Zambezi,5594
1375,12/1/2018,Southern,Chikankata,46
1376,12/1/2018,Southern,Choma,313
1377,12/1/2018,Southern,Gwembe,172
1378,12/1/2018,Southern,Kalomo,131
1379,12/1/2018,Southern,Kazungula,58
1380,12/1/2018,Southern,Livingstone,92
1381,12/1/2018,Southern,Mazabuka,62
1382,12/1/2018,Southern,Monze,55
1383,12/1/2018,Southern,Namwala,37
1384,12/1/2018,Southern,Pemba,241
1385,12/1/2018,Southern,Siavonga,30
1386,12/1/2018,Southern,Sinazongwe,834
1387,12/1/2018,Southern,Zimba,72
1388,12/1/2018,Western,Kalabo,2823
1389,12/1/2018,Western,Kaoma,6635
1390,12/1/2018,Western,Limulunga,1073
1391,12/1/2018,Western,Luampa,1475
1392,12/1/2018,Western,Lukulu,3852
1393,12/1/2018,Western,Mitete,1436
1394,12/1/2018,Western,Mongu,2749
1395,12/1/2018,Western,Mulobezi,337
1396,12/1/2018,Western,Mwandi,15
1397,12/1/2018,Western,Nalolo,603
1398,12/1/2018,Western,Nkeyema,1235
1399,12/1/2018,Western,Senanga,2085
1400,12/1/2018,Western,Sesheke,104
1401,12/1/2018,Western,Shang'ombo,207
1402,12/1/2018,Western,Sikongo,610
1403,12/1/2018,Western,Sioma,262
1404,12/1/2018,NA,NA,6
1405,1/1/2019,Central,Chibombo,4022
1406,1/1/2019,Central,Chisamba,2287
1407,1/1/2019,Central,Chitambo,7276
1408,1/1/2019,Central,Itezhi-tezhi,1243
1409,1/1/2019,Central,Kabwe,2213
1410,1/1/2019,Central,Kapiri-Mposhi,15923
1411,1/1/2019,Central,Luano,3738
1412,1/1/2019,Central,Mkushi,14525
1413,1/1/2019,Central,Mumbwa,3765
1414,1/1/2019,Central,Ngabwe,658
1415,1/1/2019,Central,Serenje,11660
1416,1/1/2019,Central,Shibuyunji,90
1417,1/1/2019,Copperbelt,Chililabombwe,5939
1418,1/1/2019,Copperbelt,Chingola,14456
1419,1/1/2019,Copperbelt,Kalulushi,9478
1420,1/1/2019,Copperbelt,Kitwe,23882
1421,1/1/2019,Copperbelt,Luanshya,17869
1422,1/1/2019,Copperbelt,Lufwanyama,26251
1423,1/1/2019,Copperbelt,Masaiti,15874
1424,1/1/2019,Copperbelt,Mpongwe,11814
1425,1/1/2019,Copperbelt,Mufulira,8508
1426,1/1/2019,Copperbelt,Ndola,16617
1427,1/1/2019,Eastern,Chadiza,5369
1428,1/1/2019,Eastern,Chasefu,2472
1429,1/1/2019,Eastern,Chipangali,7831
1430,1/1/2019,Eastern,Chipata,5213
1431,1/1/2019,Eastern,Kasenengwa,2134
1432,1/1/2019,Eastern,Katete,2873
1433,1/1/2019,Eastern,Lumezi,6940
1434,1/1/2019,Eastern,Lundazi,5561
1435,1/1/2019,Eastern,Lusangazi,2521
1436,1/1/2019,Eastern,Mambwe,6253
1437,1/1/2019,Eastern,Nyimba,6210
1438,1/1/2019,Eastern,Petauke,5897
1439,1/1/2019,Eastern,Sinda,1598
1440,1/1/2019,Eastern,Vubwi,3916
1441,1/1/2019,Luapula,Chembe,3620
1442,1/1/2019,Luapula,Chienge,5082
1443,1/1/2019,Luapula,Chifunabuli,4391
1444,1/1/2019,Luapula,Chipili,2055
1445,1/1/2019,Luapula,Kawambwa,4923
1446,1/1/2019,Luapula,Lunga,1377
1447,1/1/2019,Luapula,Mansa,21849
1448,1/1/2019,Luapula,Milenge,4594
1449,1/1/2019,Luapula,Mwansabombwe,1789
1450,1/1/2019,Luapula,Mwense,5177
1451,1/1/2019,Luapula,Nchelenge,5428
1452,1/1/2019,Luapula,Samfya,5790
1453,1/1/2019,Lusaka,Chilanga,268
1454,1/1/2019,Lusaka,Chirundu,86
1455,1/1/2019,Lusaka,Chongwe,850
1456,1/1/2019,Lusaka,Kafue,397
1457,1/1/2019,Lusaka,Luangwa,852
1458,1/1/2019,Lusaka,Lusaka,1909
1459,1/1/2019,Lusaka,Rufunsa,3734
1460,1/1/2019,Muchinga,Chama,5417
1461,1/1/2019,Muchinga,Chinsali,6314
1462,1/1/2019,Muchinga,Isoka,4550
1463,1/1/2019,Muchinga,Kanchibiya,5977
1464,1/1/2019,Muchinga,Lavushimanda,2994
1465,1/1/2019,Muchinga,Mafinga,4320
1466,1/1/2019,Muchinga,Mpika,9490
1467,1/1/2019,Muchinga,Nakonde,2577
1468,1/1/2019,Muchinga,Shiwang'andu,4795
1469,1/1/2019,Northern,Chilubi,4018
1470,1/1/2019,Northern,Kaputa,2249
1471,1/1/2019,Northern,Kasama,15265
1472,1/1/2019,Northern,Lunte,3010
1473,1/1/2019,Northern,Lupososhi,2414
1474,1/1/2019,Northern,Luwingu,5931
1475,1/1/2019,Northern,Mbala,4008
1476,1/1/2019,Northern,Mporokoso,1639
1477,1/1/2019,Northern,Mpulungu,2811
1478,1/1/2019,Northern,Mungwi,8560
1479,1/1/2019,Northern,Nsama,1228
1480,1/1/2019,Northern,Senga,4646
1481,1/1/2019,Northwestern,Chavuma,4380
1482,1/1/2019,Northwestern,Ikelenge,1889
1483,1/1/2019,Northwestern,Kabompo,4925
1484,1/1/2019,Northwestern,Kalumbila,21822
1485,1/1/2019,Northwestern,Kasempa,10520
1486,1/1/2019,Northwestern,Manyinga,5543
1487,1/1/2019,Northwestern,Mufumbwe,7268
1488,1/1/2019,Northwestern,Mushindamo,9731
1489,1/1/2019,Northwestern,Mwinilunga,9379
1490,1/1/2019,Northwestern,Solwezi,18100
1491,1/1/2019,Northwestern,Zambezi,8551
1492,1/1/2019,Southern,Chikankata,156
1493,1/1/2019,Southern,Choma,344
1494,1/1/2019,Southern,Gwembe,261
1495,1/1/2019,Southern,Kalomo,266
1496,1/1/2019,Southern,Kazungula,159
1497,1/1/2019,Southern,Livingstone,38
1498,1/1/2019,Southern,Mazabuka,124
1499,1/1/2019,Southern,Monze,111
1500,1/1/2019,Southern,Namwala,44
1501,1/1/2019,Southern,Pemba,263
1502,1/1/2019,Southern,Siavonga,136
1503,1/1/2019,Southern,Sinazongwe,3022
1504,1/1/2019,Southern,Zimba,224
1505,1/1/2019,Western,Kalabo,5420
1506,1/1/2019,Western,Kaoma,11260
1507,1/1/2019,Western,Limulunga,2165
1508,1/1/2019,Western,Luampa,4694
1509,1/1/2019,Western,Lukulu,4926
1510,1/1/2019,Western,Mitete,2688
1511,1/1/2019,Western,Mongu,7081
1512,1/1/2019,Western,Mulobezi,689
1513,1/1/2019,Western,Mwandi,24
1514,1/1/2019,Western,Nalolo,1062
1515,1/1/2019,Western,Nkeyema,3210
1516,1/1/2019,Western,Senanga,4014
1517,1/1/2019,Western,Sesheke,284
1518,1/1/2019,Western,Shang'ombo,264
1519,1/1/2019,Western,Sikongo,1091
1520,1/1/2019,Western,Sioma,497
1521,1/1/2019,NA,NA,11
1522,2/1/2019,Central,Chibombo,3381
1523,2/1/2019,Central,Chisamba,2803
1524,2/1/2019,Central,Chitambo,3759
1525,2/1/2019,Central,Itezhi-tezhi,933
1526,2/1/2019,Central,Kabwe,2328
1527,2/1/2019,Central,Kapiri-Mposhi,13208
1528,2/1/2019,Central,Luano,3488
1529,2/1/2019,Central,Mkushi,11980
1530,2/1/2019,Central,Mumbwa,2796
1531,2/1/2019,Central,Ngabwe,438
1532,2/1/2019,Central,Serenje,8159
1533,2/1/2019,Central,Shibuyunji,91
1534,2/1/2019,Copperbelt,Chililabombwe,5786
1535,2/1/2019,Copperbelt,Chingola,12588
1536,2/1/2019,Copperbelt,Kalulushi,8072
1537,2/1/2019,Copperbelt,Kitwe,21759
1538,2/1/2019,Copperbelt,Luanshya,15143
1539,2/1/2019,Copperbelt,Lufwanyama,26266
1540,2/1/2019,Copperbelt,Masaiti,17295
1541,2/1/2019,Copperbelt,Mpongwe,13468
1542,2/1/2019,Copperbelt,Mufulira,6421
1543,2/1/2019,Copperbelt,Ndola,13452
1544,2/1/2019,Eastern,Chadiza,5066
1545,2/1/2019,Eastern,Chasefu,2008
1546,2/1/2019,Eastern,Chipangali,9750
1547,2/1/2019,Eastern,Chipata,5055
1548,2/1/2019,Eastern,Kasenengwa,2917
1549,2/1/2019,Eastern,Katete,3570
1550,2/1/2019,Eastern,Lumezi,9670
1551,2/1/2019,Eastern,Lundazi,9293
1552,2/1/2019,Eastern,Lusangazi,1601
1553,2/1/2019,Eastern,Mambwe,5023
1554,2/1/2019,Eastern,Nyimba,6539
1555,2/1/2019,Eastern,Petauke,8519
1556,2/1/2019,Eastern,Sinda,1990
1557,2/1/2019,Eastern,Vubwi,2429
1558,2/1/2019,Luapula,Chembe,2927
1559,2/1/2019,Luapula,Chienge,5705
1560,2/1/2019,Luapula,Chifunabuli,3507
1561,2/1/2019,Luapula,Chipili,1661
1562,2/1/2019,Luapula,Kawambwa,3562
1563,2/1/2019,Luapula,Lunga,1179
1564,2/1/2019,Luapula,Mansa,18964
1565,2/1/2019,Luapula,Milenge,2637
1566,2/1/2019,Luapula,Mwansabombwe,976
1567,2/1/2019,Luapula,Mwense,4316
1568,2/1/2019,Luapula,Nchelenge,3796
1569,2/1/2019,Luapula,Samfya,5575
1570,2/1/2019,Lusaka,Chilanga,344
1571,2/1/2019,Lusaka,Chirundu,156
1572,2/1/2019,Lusaka,Chongwe,1381
1573,2/1/2019,Lusaka,Kafue,371
1574,2/1/2019,Lusaka,Luangwa,1313
1575,2/1/2019,Lusaka,Lusaka,2447
1576,2/1/2019,Lusaka,Rufunsa,3983
1577,2/1/2019,Muchinga,Chama,5700
1578,2/1/2019,Muchinga,Chinsali,5794
1579,2/1/2019,Muchinga,Isoka,4897
1580,2/1/2019,Muchinga,Kanchibiya,5493
1581,2/1/2019,Muchinga,Lavushimanda,2630
1582,2/1/2019,Muchinga,Mafinga,2385
1583,2/1/2019,Muchinga,Mpika,9096
1584,2/1/2019,Muchinga,Nakonde,1657
1585,2/1/2019,Muchinga,Shiwang'andu,3776
1586,2/1/2019,Northern,Chilubi,4607
1587,2/1/2019,Northern,Kaputa,1923
1588,2/1/2019,Northern,Kasama,13696
1589,2/1/2019,Northern,Lunte,2284
1590,2/1/2019,Northern,Lupososhi,1961
1591,2/1/2019,Northern,Luwingu,4638
1592,2/1/2019,Northern,Mbala,4074
1593,2/1/2019,Northern,Mporokoso,1119
1594,2/1/2019,Northern,Mpulungu,1186
1595,2/1/2019,Northern,Mungwi,7473
1596,2/1/2019,Northern,Nsama,801
1597,2/1/2019,Northern,Senga,3871
1598,2/1/2019,Northwestern,Chavuma,3181
1599,2/1/2019,Northwestern,Ikelenge,1726
1600,2/1/2019,Northwestern,Kabompo,3538
1601,2/1/2019,Northwestern,Kalumbila,14960
1602,2/1/2019,Northwestern,Kasempa,8990
1603,2/1/2019,Northwestern,Manyinga,4885
1604,2/1/2019,Northwestern,Mufumbwe,4986
1605,2/1/2019,Northwestern,Mushindamo,7912
1606,2/1/2019,Northwestern,Mwinilunga,7838
1607,2/1/2019,Northwestern,Solwezi,14128
1608,2/1/2019,Northwestern,Zambezi,6595
1609,2/1/2019,Southern,Chikankata,254
1610,2/1/2019,Southern,Choma,239
1611,2/1/2019,Southern,Gwembe,337
1612,2/1/2019,Southern,Kalomo,271
1613,2/1/2019,Southern,Kazungula,240
1614,2/1/2019,Southern,Livingstone,37
1615,2/1/2019,Southern,Mazabuka,58
1616,2/1/2019,Southern,Monze,107
1617,2/1/2019,Southern,Namwala,24
1618,2/1/2019,Southern,Pemba,197
1619,2/1/2019,Southern,Siavonga,162
1620,2/1/2019,Southern,Sinazongwe,3641
1621,2/1/2019,Southern,Zimba,248
1622,2/1/2019,Western,Kalabo,5817
1623,2/1/2019,Western,Kaoma,10450
1624,2/1/2019,Western,Limulunga,2051
1625,2/1/2019,Western,Luampa,5061
1626,2/1/2019,Western,Lukulu,6034
1627,2/1/2019,Western,Mitete,2466
1628,2/1/2019,Western,Mongu,8592
1629,2/1/2019,Western,Mulobezi,1406
1630,2/1/2019,Western,Mwandi,28
1631,2/1/2019,Western,Nalolo,1569
1632,2/1/2019,Western,Nkeyema,4109
1633,2/1/2019,Western,Senanga,5350
1634,2/1/2019,Western,Sesheke,464
1635,2/1/2019,Western,Shang'ombo,483
1636,2/1/2019,Western,Sikongo,1263
1637,2/1/2019,Western,Sioma,697
1638,2/1/2019,NA,NA,16
1639,3/1/2019,Central,Chibombo,4713
1640,3/1/2019,Central,Chisamba,4106
1641,3/1/2019,Central,Chitambo,5491
1642,3/1/2019,Central,Itezhi-tezhi,738
1643,3/1/2019,Central,Kabwe,3930
1644,3/1/2019,Central,Kapiri-Mposhi,30592
1645,3/1/2019,Central,Luano,5667
1646,3/1/2019,Central,Mkushi,19092
1647,3/1/2019,Central,Mumbwa,3361
1648,3/1/2019,Central,Ngabwe,777
1649,3/1/2019,Central,Serenje,12282
1650,3/1/2019,Central,Shibuyunji,127
1651,3/1/2019,Copperbelt,Chililabombwe,4759
1652,3/1/2019,Copperbelt,Chingola,9625
1653,3/1/2019,Copperbelt,Kalulushi,6848
1654,3/1/2019,Copperbelt,Kitwe,17642
1655,3/1/2019,Copperbelt,Luanshya,15348
1656,3/1/2019,Copperbelt,Lufwanyama,24738
1657,3/1/2019,Copperbelt,Masaiti,20726
1658,3/1/2019,Copperbelt,Mpongwe,16625
1659,3/1/2019,Copperbelt,Mufulira,4905
1660,3/1/2019,Copperbelt,Ndola,13658
1661,3/1/2019,Eastern,Chadiza,8753
1662,3/1/2019,Eastern,Chasefu,5281
1663,3/1/2019,Eastern,Chipangali,15759
1664,3/1/2019,Eastern,Chipata,8497
1665,3/1/2019,Eastern,Kasenengwa,7159
1666,3/1/2019,Eastern,Katete,7929
1667,3/1/2019,Eastern,Lumezi,15955
1668,3/1/2019,Eastern,Lundazi,15275
1669,3/1/2019,Eastern,Lusangazi,4042
1670,3/1/2019,Eastern,Mambwe,10047
1671,3/1/2019,Eastern,Nyimba,12211
1672,3/1/2019,Eastern,Petauke,22135
1673,3/1/2019,Eastern,Sinda,5540
1674,3/1/2019,Eastern,Vubwi,3437
1675,3/1/2019,Luapula,Chembe,3328
1676,3/1/2019,Luapula,Chienge,5347
1677,3/1/2019,Luapula,Chifunabuli,5173
1678,3/1/2019,Luapula,Chipili,1905
1679,3/1/2019,Luapula,Kawambwa,3970
1680,3/1/2019,Luapula,Lunga,1320
1681,3/1/2019,Luapula,Mansa,22072
1682,3/1/2019,Luapula,Milenge,3084
1683,3/1/2019,Luapula,Mwansabombwe,1257
1684,3/1/2019,Luapula,Mwense,4751
1685,3/1/2019,Luapula,Nchelenge,3985
1686,3/1/2019,Luapula,Samfya,6825
1687,3/1/2019,Lusaka,Chilanga,246
1688,3/1/2019,Lusaka,Chirundu,125
1689,3/1/2019,Lusaka,Chongwe,1634
1690,3/1/2019,Lusaka,Kafue,341
1691,3/1/2019,Lusaka,Luangwa,2242
1692,3/1/2019,Lusaka,Lusaka,1896
1693,3/1/2019,Lusaka,Rufunsa,5919
1694,3/1/2019,Muchinga,Chama,7951
1695,3/1/2019,Muchinga,Chinsali,7011
1696,3/1/2019,Muchinga,Isoka,5027
1697,3/1/2019,Muchinga,Kanchibiya,5545
1698,3/1/2019,Muchinga,Lavushimanda,3096
1699,3/1/2019,Muchinga,Mafinga,3426
1700,3/1/2019,Muchinga,Mpika,9873
1701,3/1/2019,Muchinga,Nakonde,1675
1702,3/1/2019,Muchinga,Shiwang'andu,5286
1703,3/1/2019,Northern,Chilubi,3980
1704,3/1/2019,Northern,Kaputa,1731
1705,3/1/2019,Northern,Kasama,13344
1706,3/1/2019,Northern,Lunte,2470
1707,3/1/2019,Northern,Lupososhi,2410
1708,3/1/2019,Northern,Luwingu,4045
1709,3/1/2019,Northern,Mbala,3841
1710,3/1/2019,Northern,Mporokoso,1549
1711,3/1/2019,Northern,Mpulungu,1342
1712,3/1/2019,Northern,Mungwi,7740
1713,3/1/2019,Northern,Nsama,808
1714,3/1/2019,Northern,Senga,3988
1715,3/1/2019,Northwestern,Chavuma,1912
1716,3/1/2019,Northwestern,Ikelenge,1376
1717,3/1/2019,Northwestern,Kabompo,3665
1718,3/1/2019,Northwestern,Kalumbila,17904
1719,3/1/2019,Northwestern,Kasempa,11185
1720,3/1/2019,Northwestern,Manyinga,7089
1721,3/1/2019,Northwestern,Mufumbwe,5494
1722,3/1/2019,Northwestern,Mushindamo,8816
1723,3/1/2019,Northwestern,Mwinilunga,7985
1724,3/1/2019,Northwestern,Solwezi,15713
1725,3/1/2019,Northwestern,Zambezi,8145
1726,3/1/2019,Southern,Chikankata,234
1727,3/1/2019,Southern,Choma,310
1728,3/1/2019,Southern,Gwembe,365
1729,3/1/2019,Southern,Kalomo,367
1730,3/1/2019,Southern,Kazungula,331
1731,3/1/2019,Southern,Livingstone,54
1732,3/1/2019,Southern,Mazabuka,309
1733,3/1/2019,Southern,Monze,148
1734,3/1/2019,Southern,Namwala,54
1735,3/1/2019,Southern,Pemba,253
1736,3/1/2019,Southern,Siavonga,269
1737,3/1/2019,Southern,Sinazongwe,7318
1738,3/1/2019,Southern,Zimba,399
1739,3/1/2019,Western,Kalabo,4756
1740,3/1/2019,Western,Kaoma,10247
1741,3/1/2019,Western,Limulunga,2384
1742,3/1/2019,Western,Luampa,4200
1743,3/1/2019,Western,Lukulu,6808
1744,3/1/2019,Western,Mitete,3974
1745,3/1/2019,Western,Mongu,9560
1746,3/1/2019,Western,Mulobezi,2269
1747,3/1/2019,Western,Mwandi,83
1748,3/1/2019,Western,Nalolo,1451
1749,3/1/2019,Western,Nkeyema,5500
1750,3/1/2019,Western,Senanga,5244
1751,3/1/2019,Western,Sesheke,390
1752,3/1/2019,Western,Shang'ombo,383
1753,3/1/2019,Western,Sikongo,1341
1754,3/1/2019,Western,Sioma,910
1755,3/1/2019,NA,NA,26
1756,4/1/2019,Central,Chibombo,5876
1757,4/1/2019,Central,Chisamba,3708
1758,4/1/2019,Central,Chitambo,5316
1759,4/1/2019,Central,Itezhi-tezhi,628
1760,4/1/2019,Central,Kabwe,4162
1761,4/1/2019,Central,Kapiri-Mposhi,33212
1762,4/1/2019,Central,Luano,5715
1763,4/1/2019,Central,Mkushi,22215
1764,4/1/2019,Central,Mumbwa,3765
1765,4/1/2019,Central,Ngabwe,1474
1766,4/1/2019,Central,Serenje,13019
1767,4/1/2019,Central,Shibuyunji,95
1768,4/1/2019,Copperbelt,Chililabombwe,4383
1769,4/1/2019,Copperbelt,Chingola,7074
1770,4/1/2019,Copperbelt,Kalulushi,7828
1771,4/1/2019,Copperbelt,Kitwe,12435
1772,4/1/2019,Copperbelt,Luanshya,15780
1773,4/1/2019,Copperbelt,Lufwanyama,21980
1774,4/1/2019,Copperbelt,Masaiti,21025
1775,4/1/2019,Copperbelt,Mpongwe,16707
1776,4/1/2019,Copperbelt,Mufulira,5647
1777,4/1/2019,Copperbelt,Ndola,14547
1778,4/1/2019,Eastern,Chadiza,14532
1779,4/1/2019,Eastern,Chasefu,7329
1780,4/1/2019,Eastern,Chipangali,18763
1781,4/1/2019,Eastern,Chipata,12125
1782,4/1/2019,Eastern,Kasenengwa,9286
1783,4/1/2019,Eastern,Katete,16099
1784,4/1/2019,Eastern,Lumezi,18547
1785,4/1/2019,Eastern,Lundazi,15168
1786,4/1/2019,Eastern,Lusangazi,4091
1787,4/1/2019,Eastern,Mambwe,13030
1788,4/1/2019,Eastern,Nyimba,16917
1789,4/1/2019,Eastern,Petauke,33848
1790,4/1/2019,Eastern,Sinda,11400
1791,4/1/2019,Eastern,Vubwi,3424
1792,4/1/2019,Luapula,Chembe,3424
1793,4/1/2019,Luapula,Chienge,4334
1794,4/1/2019,Luapula,Chifunabuli,6704
1795,4/1/2019,Luapula,Chipili,2269
1796,4/1/2019,Luapula,Kawambwa,5044
1797,4/1/2019,Luapula,Lunga,1160
1798,4/1/2019,Luapula,Mansa,20847
1799,4/1/2019,Luapula,Milenge,4041
1800,4/1/2019,Luapula,Mwansabombwe,1444
1801,4/1/2019,Luapula,Mwense,6442
1802,4/1/2019,Luapula,Nchelenge,6166
1803,4/1/2019,Luapula,Samfya,6891
1804,4/1/2019,Lusaka,Chilanga,363
1805,4/1/2019,Lusaka,Chirundu,157
1806,4/1/2019,Lusaka,Chongwe,2204
1807,4/1/2019,Lusaka,Kafue,493
1808,4/1/2019,Lusaka,Luangwa,1703
1809,4/1/2019,Lusaka,Lusaka,2170
1810,4/1/2019,Lusaka,Rufunsa,4431
1811,4/1/2019,Muchinga,Chama,12350
1812,4/1/2019,Muchinga,Chinsali,7723
1813,4/1/2019,Muchinga,Isoka,6164
1814,4/1/2019,Muchinga,Kanchibiya,5822
1815,4/1/2019,Muchinga,Lavushimanda,3789
1816,4/1/2019,Muchinga,Mafinga,4360
1817,4/1/2019,Muchinga,Mpika,13567
1818,4/1/2019,Muchinga,Nakonde,3218
1819,4/1/2019,Muchinga,Shiwang'andu,6519
1820,4/1/2019,Northern,Chilubi,4148
1821,4/1/2019,Northern,Kaputa,1742
1822,4/1/2019,Northern,Kasama,15231
1823,4/1/2019,Northern,Lunte,2631
1824,4/1/2019,Northern,Lupososhi,2183
1825,4/1/2019,Northern,Luwingu,5211
1826,4/1/2019,Northern,Mbala,5363
1827,4/1/2019,Northern,Mporokoso,1413
1828,4/1/2019,Northern,Mpulungu,2018
1829,4/1/2019,Northern,Mungwi,10094
1830,4/1/2019,Northern,Nsama,931
1831,4/1/2019,Northern,Senga,5836
1832,4/1/2019,Northwestern,Chavuma,3409
1833,4/1/2019,Northwestern,Ikelenge,1382
1834,4/1/2019,Northwestern,Kabompo,3059
1835,4/1/2019,Northwestern,Kalumbila,16374
1836,4/1/2019,Northwestern,Kasempa,10070
1837,4/1/2019,Northwestern,Manyinga,6257
1838,4/1/2019,Northwestern,Mufumbwe,5887
1839,4/1/2019,Northwestern,Mushindamo,9131
1840,4/1/2019,Northwestern,Mwinilunga,7751
1841,4/1/2019,Northwestern,Solwezi,12476
1842,4/1/2019,Northwestern,Zambezi,7744
1843,4/1/2019,Southern,Chikankata,275
1844,4/1/2019,Southern,Choma,317
1845,4/1/2019,Southern,Gwembe,310
1846,4/1/2019,Southern,Kalomo,252
1847,4/1/2019,Southern,Kazungula,153
1848,4/1/2019,Southern,Livingstone,39
1849,4/1/2019,Southern,Mazabuka,117
1850,4/1/2019,Southern,Monze,137
1851,4/1/2019,Southern,Namwala,30
1852,4/1/2019,Southern,Pemba,276
1853,4/1/2019,Southern,Siavonga,133
1854,4/1/2019,Southern,Sinazongwe,2015
1855,4/1/2019,Southern,Zimba,237
1856,4/1/2019,Western,Kalabo,3035
1857,4/1/2019,Western,Kaoma,7945
1858,4/1/2019,Western,Limulunga,1349
1859,4/1/2019,Western,Luampa,2993
1860,4/1/2019,Western,Lukulu,5321
1861,4/1/2019,Western,Mitete,2863
1862,4/1/2019,Western,Mongu,5480
1863,4/1/2019,Western,Mulobezi,1747
1864,4/1/2019,Western,Mwandi,38
1865,4/1/2019,Western,Nalolo,1051
1866,4/1/2019,Western,Nkeyema,3877
1867,4/1/2019,Western,Senanga,2944
1868,4/1/2019,Western,Sesheke,195
1869,4/1/2019,Western,Shang'ombo,233
1870,4/1/2019,Western,Sikongo,1249
1871,4/1/2019,Western,Sioma,424
1872,4/1/2019,NA,NA,153
1873,5/1/2019,Central,Chibombo,3928
1874,5/1/2019,Central,Chisamba,2770
1875,5/1/2019,Central,Chitambo,4635
1876,5/1/2019,Central,Itezhi-tezhi,570
1877,5/1/2019,Central,Kabwe,3386
1878,5/1/2019,Central,Kapiri-Mposhi,23225
1879,5/1/2019,Central,Luano,4950
1880,5/1/2019,Central,Mkushi,17324
1881,5/1/2019,Central,Mumbwa,2514
1882,5/1/2019,Central,Ngabwe,1100
1883,5/1/2019,Central,Serenje,11133
1884,5/1/2019,Central,Shibuyunji,157
1885,5/1/2019,Copperbelt,Chililabombwe,4675
1886,5/1/2019,Copperbelt,Chingola,7542
1887,5/1/2019,Copperbelt,Kalulushi,8168
1888,5/1/2019,Copperbelt,Kitwe,13569
1889,5/1/2019,Copperbelt,Luanshya,13413
1890,5/1/2019,Copperbelt,Lufwanyama,23170
1891,5/1/2019,Copperbelt,Masaiti,17357
1892,5/1/2019,Copperbelt,Mpongwe,11479
1893,5/1/2019,Copperbelt,Mufulira,5413
1894,5/1/2019,Copperbelt,Ndola,12641
1895,5/1/2019,Eastern,Chadiza,19232
1896,5/1/2019,Eastern,Chasefu,11955
1897,5/1/2019,Eastern,Chipangali,19889
1898,5/1/2019,Eastern,Chipata,14186
1899,5/1/2019,Eastern,Kasenengwa,13199
1900,5/1/2019,Eastern,Katete,15770
1901,5/1/2019,Eastern,Lumezi,14320
1902,5/1/2019,Eastern,Lundazi,17923
1903,5/1/2019,Eastern,Lusangazi,4787
1904,5/1/2019,Eastern,Mambwe,12489
1905,5/1/2019,Eastern,Nyimba,16113
1906,5/1/2019,Eastern,Petauke,28420
1907,5/1/2019,Eastern,Sinda,12111
1908,5/1/2019,Eastern,Vubwi,3355
1909,5/1/2019,Luapula,Chembe,3681
1910,5/1/2019,Luapula,Chienge,3542
1911,5/1/2019,Luapula,Chifunabuli,7810
1912,5/1/2019,Luapula,Chipili,2616
1913,5/1/2019,Luapula,Kawambwa,7855
1914,5/1/2019,Luapula,Lunga,1688
1915,5/1/2019,Luapula,Mansa,22303
1916,5/1/2019,Luapula,Milenge,3714
1917,5/1/2019,Luapula,Mwansabombwe,3362
1918,5/1/2019,Luapula,Mwense,8898
1919,5/1/2019,Luapula,Nchelenge,6934
1920,5/1/2019,Luapula,Samfya,7903
1921,5/1/2019,Lusaka,Chilanga,319
1922,5/1/2019,Lusaka,Chirundu,211
1923,5/1/2019,Lusaka,Chongwe,1385
1924,5/1/2019,Lusaka,Kafue,522
1925,5/1/2019,Lusaka,Luangwa,1961
1926,5/1/2019,Lusaka,Lusaka,2830
1927,5/1/2019,Lusaka,Rufunsa,4551
1928,5/1/2019,Muchinga,Chama,17355
1929,5/1/2019,Muchinga,Chinsali,8312
1930,5/1/2019,Muchinga,Isoka,6623
1931,5/1/2019,Muchinga,Kanchibiya,5499
1932,5/1/2019,Muchinga,Lavushimanda,3050
1933,5/1/2019,Muchinga,Mafinga,7584
1934,5/1/2019,Muchinga,Mpika,12260
