,period,province,district,count
2613,11/1/2019,Luapula,Chifunabuli,9197
2614,11/1/2019,Luapula,Chipili,3940
2615,11/1/2019,Luapula,Kawambwa,10450
2616,11/1/2019,Luapula,Lunga,2314
2617,11/1/2019,Luapula,Mansa,21251
2618,11/1/2019,Luapula,Milenge,3970
2619,11/1/2019,Luapula,Mwansabombwe,5871
2620,11/1/2019,Luapula,Mwense,11314
2621,11/1/2019,Luapula,Nchelenge,8952
2622,11/1/2019,Luapula,Samfya,9301
2623,11/1/2019,Lusaka,Chilanga,230
2624,11/1/2019,Lusaka,Chirundu,12
2625,11/1/2019,Lusaka,Chongwe,414
2626,11/1/2019,Lusaka,Kafue,154
2627,11/1/2019,Lusaka,Luangwa,171
2628,11/1/2019,Lusaka,Lusaka,1280
2629,11/1/2019,Lusaka,Rufunsa,664
2630,11/1/2019,Muchinga,Chama,3282
2631,11/1/2019,Muchinga,Chinsali,5693
2632,11/1/2019,Muchinga,Isoka,4756
2633,11/1/2019,Muchinga,Kanchibiya,4136
2634,11/1/2019,Muchinga,Lavushimanda,2434
2635,11/1/2019,Muchinga,Mafinga,3307
2636,11/1/2019,Muchinga,Mpika,8427
2637,11/1/2019,Muchinga,Nakonde,4332
2638,11/1/2019,Muchinga,Shiwang'andu,4518
2639,11/1/2019,Northern,Chilubi,5720
2640,11/1/2019,Northern,Kaputa,3929
2641,11/1/2019,Northern,Kasama,17054
2642,11/1/2019,Northern,Lunte,5014
2643,11/1/2019,Northern,Lupososhi,3355
2644,11/1/2019,Northern,Luwingu,6404
2645,11/1/2019,Northern,Mbala,7144
2646,11/1/2019,Northern,Mporokoso,3853
2647,11/1/2019,Northern,Mpulungu,5649
2648,11/1/2019,Northern,Mungwi,10964
2649,11/1/2019,Northern,Nsama,3001
2650,11/1/2019,Northern,Senga,8885
2651,11/1/2019,Northwestern,Chavuma,3707
2652,11/1/2019,Northwestern,Ikelenge,5005
2653,11/1/2019,Northwestern,Kabompo,1373
2654,11/1/2019,Northwestern,Kalumbila,17215
2655,11/1/2019,Northwestern,Kasempa,2708
2656,11/1/2019,Northwestern,Manyinga,4442
2657,11/1/2019,Northwestern,Mufumbwe,2464
2658,11/1/2019,Northwestern,Mushindamo,5465
2659,11/1/2019,Northwestern,Mwinilunga,8240
2660,11/1/2019,Northwestern,Solwezi,11007
2661,11/1/2019,Northwestern,Zambezi,6026
2662,11/1/2019,Southern,Chikankata,26
2663,11/1/2019,Southern,Choma,144
2664,11/1/2019,Southern,Gwembe,104
2665,11/1/2019,Southern,Kalomo,42
2666,11/1/2019,Southern,Kazungula,4
2667,11/1/2019,Southern,Livingstone,16
2668,11/1/2019,Southern,Mazabuka,64
2669,11/1/2019,Southern,Monze,37
2670,11/1/2019,Southern,Namwala,23
2671,11/1/2019,Southern,Pemba,64
2672,11/1/2019,Southern,Siavonga,44
2673,11/1/2019,Southern,Sinazongwe,309
2674,11/1/2019,Southern,Zimba,27
2675,11/1/2019,Western,Kalabo,1448
2676,11/1/2019,Western,Kaoma,5451
2677,11/1/2019,Western,Limulunga,524
2678,11/1/2019,Western,Luampa,528
2679,11/1/2019,Western,Lukulu,2008
2680,11/1/2019,Western,Mitete,1414
2681,11/1/2019,Western,Mongu,770
2682,11/1/2019,Western,Mulobezi,254
2683,11/1/2019,Western,Mwandi,8
2684,11/1/2019,Western,Nalolo,342
2685,11/1/2019,Western,Nkeyema,1076
2686,11/1/2019,Western,Senanga,984
2687,11/1/2019,Western,Sesheke,71
2688,11/1/2019,Western,Shang'ombo,37
2689,11/1/2019,Western,Sikongo,491
2690,11/1/2019,Western,Sioma,260
2691,11/1/2019,NA,NA,114
2692,12/1/2019,Central,Chibombo,4534
2693,12/1/2019,Central,Chisamba,1308
2694,12/1/2019,Central,Chitambo,8726
2695,12/1/2019,Central,Itezhi-tezhi,1610
2696,12/1/2019,Central,Kabwe,1846
2697,12/1/2019,Central,Kapiri-Mposhi,7857
2698,12/1/2019,Central,Luano,2891
2699,12/1/2019,Central,Mkushi,10690
2700,12/1/2019,Central,Mumbwa,4866
2701,12/1/2019,Central,Ngabwe,1439
2702,12/1/2019,Central,Serenje,10482
2703,12/1/2019,Central,Shibuyunji,213
2704,12/1/2019,Copperbelt,Chililabombwe,7634
2705,12/1/2019,Copperbelt,Chingola,11720
2706,12/1/2019,Copperbelt,Kalulushi,9459
2707,12/1/2019,Copperbelt,Kitwe,13478
2708,12/1/2019,Copperbelt,Luanshya,10601
2709,12/1/2019,Copperbelt,Lufwanyama,13850
2710,12/1/2019,Copperbelt,Masaiti,11785
2711,12/1/2019,Copperbelt,Mpongwe,9092
2712,12/1/2019,Copperbelt,Mufulira,10296
2713,12/1/2019,Copperbelt,Ndola,15488
2714,12/1/2019,Eastern,Chadiza,4385
2715,12/1/2019,Eastern,Chasefu,3292
2716,12/1/2019,Eastern,Chipangali,4878
2717,12/1/2019,Eastern,Chipata,5539
2718,12/1/2019,Eastern,Kasenengwa,1485
2719,12/1/2019,Eastern,Katete,2213
2720,12/1/2019,Eastern,Lumezi,3106
2721,12/1/2019,Eastern,Lundazi,3173
2722,12/1/2019,Eastern,Lusangazi,817
2723,12/1/2019,Eastern,Mambwe,2887
2724,12/1/2019,Eastern,Nyimba,2709
2725,12/1/2019,Eastern,Petauke,4316
2726,12/1/2019,Eastern,Sinda,515
2727,12/1/2019,Eastern,Vubwi,5486
2728,12/1/2019,Luapula,Chembe,5142
2729,12/1/2019,Luapula,Chienge,5566
2730,12/1/2019,Luapula,Chifunabuli,10354
2731,12/1/2019,Luapula,Chipili,2858
2732,12/1/2019,Luapula,Kawambwa,5475
2733,12/1/2019,Luapula,Lunga,2237
2734,12/1/2019,Luapula,Mansa,24290
2735,12/1/2019,Luapula,Milenge,4462
2736,12/1/2019,Luapula,Mwansabombwe,3896
2737,12/1/2019,Luapula,Mwense,6350
2738,12/1/2019,Luapula,Nchelenge,7279
2739,12/1/2019,Luapula,Samfya,7822
2740,12/1/2019,Lusaka,Chilanga,193
2741,12/1/2019,Lusaka,Chirundu,68
2742,12/1/2019,Lusaka,Chongwe,726
2743,12/1/2019,Lusaka,Kafue,319
2744,12/1/2019,Lusaka,Luangwa,354
2745,12/1/2019,Lusaka,Lusaka,2016
2746,12/1/2019,Lusaka,Rufunsa,3299
2747,12/1/2019,Muchinga,Chama,5779
2748,12/1/2019,Muchinga,Chinsali,8219
2749,12/1/2019,Muchinga,Isoka,5768
2750,12/1/2019,Muchinga,Kanchibiya,6386
2751,12/1/2019,Muchinga,Lavushimanda,4573
2752,12/1/2019,Muchinga,Mafinga,7030
2753,12/1/2019,Muchinga,Mpika,11799
2754,12/1/2019,Muchinga,Nakonde,7155
2755,12/1/2019,Muchinga,Shiwang'andu,5234
2756,12/1/2019,Northern,Chilubi,5865
2757,12/1/2019,Northern,Kaputa,3878
2758,12/1/2019,Northern,Kasama,22787
2759,12/1/2019,Northern,Lunte,5688
2760,12/1/2019,Northern,Lupososhi,3832
2761,12/1/2019,Northern,Luwingu,7647
2762,12/1/2019,Northern,Mbala,8877
2763,12/1/2019,Northern,Mporokoso,3482
2764,12/1/2019,Northern,Mpulungu,7261
2765,12/1/2019,Northern,Mungwi,13459
2766,12/1/2019,Northern,Nsama,2436
2767,12/1/2019,Northern,Senga,11352
2768,12/1/2019,Northwestern,Chavuma,6913
2769,12/1/2019,Northwestern,Ikelenge,4229
2770,12/1/2019,Northwestern,Kabompo,6180
2771,12/1/2019,Northwestern,Kalumbila,17101
2772,12/1/2019,Northwestern,Kasempa,19640
2773,12/1/2019,Northwestern,Manyinga,7527
2774,12/1/2019,Northwestern,Mufumbwe,8082
2775,12/1/2019,Northwestern,Mushindamo,7134
2776,12/1/2019,Northwestern,Mwinilunga,8914
2777,12/1/2019,Northwestern,Solwezi,24052
2778,12/1/2019,Northwestern,Zambezi,8425
2779,12/1/2019,Southern,Chikankata,130
2780,12/1/2019,Southern,Choma,890
2781,12/1/2019,Southern,Gwembe,105
2782,12/1/2019,Southern,Kalomo,330
2783,12/1/2019,Southern,Kazungula,419
2784,12/1/2019,Southern,Livingstone,82
2785,12/1/2019,Southern,Mazabuka,146
2786,12/1/2019,Southern,Monze,219
2787,12/1/2019,Southern,Namwala,182
2788,12/1/2019,Southern,Pemba,334
2789,12/1/2019,Southern,Siavonga,57
2790,12/1/2019,Southern,Sinazongwe,662
2791,12/1/2019,Southern,Zimba,171
2792,12/1/2019,Western,Kalabo,6657
2793,12/1/2019,Western,Kaoma,16306
2794,12/1/2019,Western,Limulunga,2073
2795,12/1/2019,Western,Luampa,3113
2796,12/1/2019,Western,Lukulu,5891
2797,12/1/2019,Western,Mitete,2451
2798,12/1/2019,Western,Mongu,4843
2799,12/1/2019,Western,Mulobezi,1027
2800,12/1/2019,Western,Mwandi,70
2801,12/1/2019,Western,Nalolo,1655
2802,12/1/2019,Western,Nkeyema,2441
2803,12/1/2019,Western,Senanga,5707
2804,12/1/2019,Western,Sesheke,444
2805,12/1/2019,Western,Shang'ombo,408
2806,12/1/2019,Western,Sikongo,1811
2807,12/1/2019,Western,Sioma,865
2808,12/1/2019,NA,NA,440
2809,1/1/2020,Central,Chibombo,9454
2810,1/1/2020,Central,Chisamba,2864
2811,1/1/2020,Central,Chitambo,11736
2812,1/1/2020,Central,Itezhi-tezhi,2571
2813,1/1/2020,Central,Kabwe,4714
2814,1/1/2020,Central,Kapiri-Mposhi,21575
2815,1/1/2020,Central,Luano,4940
2816,1/1/2020,Central,Mkushi,17322
2817,1/1/2020,Central,Mumbwa,6877
2818,1/1/2020,Central,Ngabwe,2810
2819,1/1/2020,Central,Serenje,13344
2820,1/1/2020,Central,Shibuyunji,508
2821,1/1/2020,Copperbelt,Chililabombwe,11154
2822,1/1/2020,Copperbelt,Chingola,15028
2823,1/1/2020,Copperbelt,Kalulushi,11450
2824,1/1/2020,Copperbelt,Kitwe,21271
2825,1/1/2020,Copperbelt,Luanshya,17670
2826,1/1/2020,Copperbelt,Lufwanyama,19241
2827,1/1/2020,Copperbelt,Masaiti,19941
2828,1/1/2020,Copperbelt,Mpongwe,20205
2829,1/1/2020,Copperbelt,Mufulira,11314
2830,1/1/2020,Copperbelt,Ndola,20855
2831,1/1/2020,Eastern,Chadiza,11223
2832,1/1/2020,Eastern,Chasefu,8246
2833,1/1/2020,Eastern,Chipangali,19608
2834,1/1/2020,Eastern,Chipata,12931
2835,1/1/2020,Eastern,Kasenengwa,4266
2836,1/1/2020,Eastern,Katete,6337
2837,1/1/2020,Eastern,Lumezi,7204
2838,1/1/2020,Eastern,Lundazi,8001
2839,1/1/2020,Eastern,Lusangazi,2100
2840,1/1/2020,Eastern,Mambwe,6771
2841,1/1/2020,Eastern,Nyimba,6043
2842,1/1/2020,Eastern,Petauke,9628
2843,1/1/2020,Eastern,Sinda,2445
2844,1/1/2020,Eastern,Vubwi,11314
2845,1/1/2020,Luapula,Chembe,5552
2846,1/1/2020,Luapula,Chienge,6557
2847,1/1/2020,Luapula,Chifunabuli,9875
2848,1/1/2020,Luapula,Chipili,2957
2849,1/1/2020,Luapula,Kawambwa,8946
2850,1/1/2020,Luapula,Lunga,2078
2851,1/1/2020,Luapula,Mansa,29239
2852,1/1/2020,Luapula,Milenge,4683
2853,1/1/2020,Luapula,Mwansabombwe,3704
2854,1/1/2020,Luapula,Mwense,7041
2855,1/1/2020,Luapula,Nchelenge,10538
2856,1/1/2020,Luapula,Samfya,9585
2857,1/1/2020,Lusaka,Chilanga,288
2858,1/1/2020,Lusaka,Chirundu,127
2859,1/1/2020,Lusaka,Chongwe,1318
2860,1/1/2020,Lusaka,Kafue,745
2861,1/1/2020,Lusaka,Luangwa,826
2862,1/1/2020,Lusaka,Lusaka,4018
2863,1/1/2020,Lusaka,Rufunsa,7307
2864,1/1/2020,Muchinga,Chama,13102
2865,1/1/2020,Muchinga,Chinsali,9251
2866,1/1/2020,Muchinga,Isoka,8977
2867,1/1/2020,Muchinga,Kanchibiya,5973
2868,1/1/2020,Muchinga,Lavushimanda,5309
2869,1/1/2020,Muchinga,Mafinga,7213
2870,1/1/2020,Muchinga,Mpika,15515
2871,1/1/2020,Muchinga,Nakonde,8153
2872,1/1/2020,Muchinga,Shiwang'andu,8360
2873,1/1/2020,Northern,Chilubi,7412
2874,1/1/2020,Northern,Kaputa,4732
2875,1/1/2020,Northern,Kasama,31329
2876,1/1/2020,Northern,Lunte,4279
2877,1/1/2020,Northern,Lupososhi,3980
2878,1/1/2020,Northern,Luwingu,8386
2879,1/1/2020,Northern,Mbala,7639
2880,1/1/2020,Northern,Mporokoso,3358
2881,1/1/2020,Northern,Mpulungu,4573
2882,1/1/2020,Northern,Mungwi,14732
2883,1/1/2020,Northern,Nsama,2057
2884,1/1/2020,Northern,Senga,7857
2885,1/1/2020,Northwestern,Chavuma,8450
2886,1/1/2020,Northwestern,Ikelenge,5017
2887,1/1/2020,Northwestern,Kabompo,6716
2888,1/1/2020,Northwestern,Kalumbila,22974
2889,1/1/2020,Northwestern,Kasempa,20195
2890,1/1/2020,Northwestern,Manyinga,14882
2891,1/1/2020,Northwestern,Mufumbwe,12530
2892,1/1/2020,Northwestern,Mushindamo,6434
2893,1/1/2020,Northwestern,Mwinilunga,11655
2894,1/1/2020,Northwestern,Solwezi,25248
2895,1/1/2020,Northwestern,Zambezi,12325
2896,1/1/2020,Southern,Chikankata,272
2897,1/1/2020,Southern,Choma,1576
2898,1/1/2020,Southern,Gwembe,169
2899,1/1/2020,Southern,Kalomo,801
2900,1/1/2020,Southern,Kazungula,555
2901,1/1/2020,Southern,Livingstone,131
2902,1/1/2020,Southern,Mazabuka,264
2903,1/1/2020,Southern,Monze,325
2904,1/1/2020,Southern,Namwala,255
2905,1/1/2020,Southern,Pemba,721
2906,1/1/2020,Southern,Siavonga,130
2907,1/1/2020,Southern,Sinazongwe,1080
2908,1/1/2020,Southern,Zimba,328
2909,1/1/2020,Western,Kalabo,6982
2910,1/1/2020,Western,Kaoma,17954
2911,1/1/2020,Western,Limulunga,2517
2912,1/1/2020,Western,Luampa,5620
2913,1/1/2020,Western,Lukulu,8509
2914,1/1/2020,Western,Mitete,4197
2915,1/1/2020,Western,Mongu,7196
2916,1/1/2020,Western,Mulobezi,2460
2917,1/1/2020,Western,Mwandi,127
2918,1/1/2020,Western,Nalolo,2004
2919,1/1/2020,Western,Nkeyema,6492
2920,1/1/2020,Western,Senanga,6966
2921,1/1/2020,Western,Sesheke,445
2922,1/1/2020,Western,Shang'ombo,1412
2923,1/1/2020,Western,Sikongo,2635
2924,1/1/2020,Western,Sioma,1216
2925,1/1/2020,NA,NA,828
2926,2/1/2020,Central,Chibombo,8818
2927,2/1/2020,Central,Chisamba,3406
2928,2/1/2020,Central,Chitambo,8415
2929,2/1/2020,Central,Itezhi-tezhi,2523
2930,2/1/2020,Central,Kabwe,4962
2931,2/1/2020,Central,Kapiri-Mposhi,27208
2932,2/1/2020,Central,Luano,6900
2933,2/1/2020,Central,Mkushi,16729
2934,2/1/2020,Central,Mumbwa,7754
2935,2/1/2020,Central,Ngabwe,2433
2936,2/1/2020,Central,Serenje,13528
2937,2/1/2020,Central,Shibuyunji,527
2938,2/1/2020,Copperbelt,Chililabombwe,7861
2939,2/1/2020,Copperbelt,Chingola,12642
2940,2/1/2020,Copperbelt,Kalulushi,13116
2941,2/1/2020,Copperbelt,Kitwe,23236
2942,2/1/2020,Copperbelt,Luanshya,18218
2943,2/1/2020,Copperbelt,Lufwanyama,16533
2944,2/1/2020,Copperbelt,Masaiti,21987
2945,2/1/2020,Copperbelt,Mpongwe,23384
2946,2/1/2020,Copperbelt,Mufulira,8240
2947,2/1/2020,Copperbelt,Ndola,19902
2948,2/1/2020,Eastern,Chadiza,10105
2949,2/1/2020,Eastern,Chasefu,6060
2950,2/1/2020,Eastern,Chipangali,18225
2951,2/1/2020,Eastern,Chipata,8961
2952,2/1/2020,Eastern,Kasenengwa,4230
2953,2/1/2020,Eastern,Katete,5860
2954,2/1/2020,Eastern,Lumezi,7822
2955,2/1/2020,Eastern,Lundazi,7661
2956,2/1/2020,Eastern,Lusangazi,1560
2957,2/1/2020,Eastern,Mambwe,6498
2958,2/1/2020,Eastern,Nyimba,8937
2959,2/1/2020,Eastern,Petauke,15255
2960,2/1/2020,Eastern,Sinda,2868
2961,2/1/2020,Eastern,Vubwi,9797
2962,2/1/2020,Luapula,Chembe,4679
2963,2/1/2020,Luapula,Chienge,6221
2964,2/1/2020,Luapula,Chifunabuli,10194
2965,2/1/2020,Luapula,Chipili,2884
2966,2/1/2020,Luapula,Kawambwa,8658
2967,2/1/2020,Luapula,Lunga,1173
2968,2/1/2020,Luapula,Mansa,23154
2969,2/1/2020,Luapula,Milenge,3677
2970,2/1/2020,Luapula,Mwansabombwe,3474
2971,2/1/2020,Luapula,Mwense,6783
2972,2/1/2020,Luapula,Nchelenge,10786
2973,2/1/2020,Luapula,Samfya,9571
2974,2/1/2020,Lusaka,Chilanga,188
2975,2/1/2020,Lusaka,Chirundu,325
2976,2/1/2020,Lusaka,Chongwe,1180
2977,2/1/2020,Lusaka,Kafue,782
2978,2/1/2020,Lusaka,Luangwa,1521
2979,2/1/2020,Lusaka,Lusaka,2841
2980,2/1/2020,Lusaka,Rufunsa,7930
2981,2/1/2020,Muchinga,Chama,13414
2982,2/1/2020,Muchinga,Chinsali,7957
2983,2/1/2020,Muchinga,Isoka,6380
2984,2/1/2020,Muchinga,Kanchibiya,5149
2985,2/1/2020,Muchinga,Lavushimanda,4295
2986,2/1/2020,Muchinga,Mafinga,6651
2987,2/1/2020,Muchinga,Mpika,14239
2988,2/1/2020,Muchinga,Nakonde,7722
2989,2/1/2020,Muchinga,Shiwang'andu,6323
2990,2/1/2020,Northern,Chilubi,6219
2991,2/1/2020,Northern,Kaputa,2899
2992,2/1/2020,Northern,Kasama,21872
2993,2/1/2020,Northern,Lunte,3235
2994,2/1/2020,Northern,Lupososhi,3320
2995,2/1/2020,Northern,Luwingu,5450
2996,2/1/2020,Northern,Mbala,6355
2997,2/1/2020,Northern,Mporokoso,2948
2998,2/1/2020,Northern,Mpulungu,160
2999,2/1/2020,Northern,Mungwi,11024
3000,2/1/2020,Northern,Nsama,2446
3001,2/1/2020,Northern,Senga,6081
3002,2/1/2020,Northwestern,Chavuma,5905
3003,2/1/2020,Northwestern,Ikelenge,5140
3004,2/1/2020,Northwestern,Kabompo,6310
3005,2/1/2020,Northwestern,Kalumbila,22287
3006,2/1/2020,Northwestern,Kasempa,15027
3007,2/1/2020,Northwestern,Manyinga,10704
3008,2/1/2020,Northwestern,Mufumbwe,11164
3009,2/1/2020,Northwestern,Mushindamo,6034
3010,2/1/2020,Northwestern,Mwinilunga,12631
3011,2/1/2020,Northwestern,Solwezi,27397
3012,2/1/2020,Northwestern,Zambezi,10179
3013,2/1/2020,Southern,Chikankata,373
3014,2/1/2020,Southern,Choma,1107
3015,2/1/2020,Southern,Gwembe,444
3016,2/1/2020,Southern,Kalomo,1312
3017,2/1/2020,Southern,Kazungula,1116
3018,2/1/2020,Southern,Livingstone,134
3019,2/1/2020,Southern,Mazabuka,232
3020,2/1/2020,Southern,Monze,305
3021,2/1/2020,Southern,Namwala,328
3022,2/1/2020,Southern,Pemba,603
3023,2/1/2020,Southern,Siavonga,362
3024,2/1/2020,Southern,Sinazongwe,2053
3025,2/1/2020,Southern,Zimba,275
3026,2/1/2020,Western,Kalabo,9316
3027,2/1/2020,Western,Kaoma,15520
3028,2/1/2020,Western,Limulunga,3774
3029,2/1/2020,Western,Luampa,7429
3030,2/1/2020,Western,Lukulu,10701
3031,2/1/2020,Western,Mitete,4495
3032,2/1/2020,Western,Mongu,11771
3033,2/1/2020,Western,Mulobezi,6113
3034,2/1/2020,Western,Mwandi,351
3035,2/1/2020,Western,Nalolo,2646
3036,2/1/2020,Western,Nkeyema,7748
3037,2/1/2020,Western,Senanga,12294
3038,2/1/2020,Western,Sesheke,1393
3039,2/1/2020,Western,Shang'ombo,1713
3040,2/1/2020,Western,Sikongo,3393
3041,2/1/2020,Western,Sioma,1686
3042,2/1/2020,NA,NA,1190
3043,3/1/2020,Central,Chibombo,7779
3044,3/1/2020,Central,Chisamba,5776
3045,3/1/2020,Central,Chitambo,9998
3046,3/1/2020,Central,Itezhi-tezhi,2402
3047,3/1/2020,Central,Kabwe,9640
3048,3/1/2020,Central,Kapiri-Mposhi,27297
3049,3/1/2020,Central,Luano,6681
3050,3/1/2020,Central,Mkushi,23325
3051,3/1/2020,Central,Mumbwa,10004
3052,3/1/2020,Central,Ngabwe,3041
3053,3/1/2020,Central,Serenje,16585
3054,3/1/2020,Central,Shibuyunji,701
3055,3/1/2020,Copperbelt,Chililabombwe,7872
3056,3/1/2020,Copperbelt,Chingola,12943
3057,3/1/2020,Copperbelt,Kalulushi,12558
3058,3/1/2020,Copperbelt,Kitwe,23033
3059,3/1/2020,Copperbelt,Luanshya,23883
3060,3/1/2020,Copperbelt,Lufwanyama,15334
3061,3/1/2020,Copperbelt,Masaiti,21283
3062,3/1/2020,Copperbelt,Mpongwe,33497
3063,3/1/2020,Copperbelt,Mufulira,10169
3064,3/1/2020,Copperbelt,Ndola,23619
3065,3/1/2020,Eastern,Chadiza,20421
3066,3/1/2020,Eastern,Chasefu,10730
3067,3/1/2020,Eastern,Chipangali,31055
3068,3/1/2020,Eastern,Chipata,17127
3069,3/1/2020,Eastern,Kasenengwa,10712
3070,3/1/2020,Eastern,Katete,16539
3071,3/1/2020,Eastern,Lumezi,12748
3072,3/1/2020,Eastern,Lundazi,11423
3073,3/1/2020,Eastern,Lusangazi,3407
3074,3/1/2020,Eastern,Mambwe,13838
3075,3/1/2020,Eastern,Nyimba,18056
3076,3/1/2020,Eastern,Petauke,24817
3077,3/1/2020,Eastern,Sinda,7887
3078,3/1/2020,Eastern,Vubwi,13041
3079,3/1/2020,Luapula,Chembe,4928
3080,3/1/2020,Luapula,Chienge,8498
3081,3/1/2020,Luapula,Chifunabuli,11019
3082,3/1/2020,Luapula,Chipili,3620
3083,3/1/2020,Luapula,Kawambwa,9500
3084,3/1/2020,Luapula,Lunga,1520
3085,3/1/2020,Luapula,Mansa,25785
3086,3/1/2020,Luapula,Milenge,4957
3087,3/1/2020,Luapula,Mwansabombwe,3871
3088,3/1/2020,Luapula,Mwense,8106
3089,3/1/2020,Luapula,Nchelenge,11109
3090,3/1/2020,Luapula,Samfya,10500
3091,3/1/2020,Lusaka,Chilanga,366
3092,3/1/2020,Lusaka,Chirundu,658
3093,3/1/2020,Lusaka,Chongwe,2471
3094,3/1/2020,Lusaka,Kafue,1417
3095,3/1/2020,Lusaka,Luangwa,1842
3096,3/1/2020,Lusaka,Lusaka,3029
3097,3/1/2020,Lusaka,Rufunsa,10352
3098,3/1/2020,Muchinga,Chama,16877
3099,3/1/2020,Muchinga,Chinsali,9541
3100,3/1/2020,Muchinga,Isoka,9001
3101,3/1/2020,Muchinga,Kanchibiya,5443
3102,3/1/2020,Muchinga,Lavushimanda,5028
3103,3/1/2020,Muchinga,Mafinga,5791
3104,3/1/2020,Muchinga,Mpika,17104
3105,3/1/2020,Muchinga,Nakonde,7254
3106,3/1/2020,Muchinga,Shiwang'andu,7709
3107,3/1/2020,Northern,Chilubi,6884
3108,3/1/2020,Northern,Kaputa,4398
3109,3/1/2020,Northern,Kasama,23523
3110,3/1/2020,Northern,Lunte,4757
3111,3/1/2020,Northern,Lupososhi,3771
3112,3/1/2020,Northern,Luwingu,6190
3113,3/1/2020,Northern,Mbala,7600
3114,3/1/2020,Northern,Mporokoso,3868
3115,3/1/2020,Northern,Mpulungu,192
3116,3/1/2020,Northern,Mungwi,13755
3117,3/1/2020,Northern,Nsama,2919
3118,3/1/2020,Northern,Senga,8128
3119,3/1/2020,Northwestern,Chavuma,6878
3120,3/1/2020,Northwestern,Ikelenge,6455
3121,3/1/2020,Northwestern,Kabompo,11321
3122,3/1/2020,Northwestern,Kalumbila,22993
3123,3/1/2020,Northwestern,Kasempa,14032
3124,3/1/2020,Northwestern,Manyinga,15388
3125,3/1/2020,Northwestern,Mufumbwe,13733
3126,3/1/2020,Northwestern,Mushindamo,5851
3127,3/1/2020,Northwestern,Mwinilunga,12368
3128,3/1/2020,Northwestern,Solwezi,22522
3129,3/1/2020,Northwestern,Zambezi,15293
3130,3/1/2020,Southern,Chikankata,705
3131,3/1/2020,Southern,Choma,1506
3132,3/1/2020,Southern,Gwembe,1481
3133,3/1/2020,Southern,Kalomo,2607
3134,3/1/2020,Southern,Kazungula,1945
3135,3/1/2020,Southern,Livingstone,105
3136,3/1/2020,Southern,Mazabuka,359
3137,3/1/2020,Southern,Monze,399
3138,3/1/2020,Southern,Namwala,498
3139,3/1/2020,Southern,Pemba,790
3140,3/1/2020,Southern,Siavonga,1337
3141,3/1/2020,Southern,Sinazongwe,3174
3142,3/1/2020,Southern,Zimba,257
3143,3/1/2020,Western,Kalabo,11682
3144,3/1/2020,Western,Kaoma,23183
3145,3/1/2020,Western,Limulunga,5418
3146,3/1/2020,Western,Luampa,13791
3147,3/1/2020,Western,Lukulu,14375
3148,3/1/2020,Western,Mitete,4370
3149,3/1/2020,Western,Mongu,17834
3150,3/1/2020,Western,Mulobezi,8168
3151,3/1/2020,Western,Mwandi,1112
3152,3/1/2020,Western,Nalolo,5011
3153,3/1/2020,Western,Nkeyema,10305
3154,3/1/2020,Western,Senanga,18450
3155,3/1/2020,Western,Sesheke,3232
3156,3/1/2020,Western,Shang'ombo,2389
3157,3/1/2020,Western,Sikongo,4026
3158,3/1/2020,Western,Sioma,3646
3159,3/1/2020,NA,NA,1416
3160,4/1/2020,Central,Chibombo,13942
3161,4/1/2020,Central,Chisamba,9512
3162,4/1/2020,Central,Chitambo,8852
3163,4/1/2020,Central,Itezhi-tezhi,3845
3164,4/1/2020,Central,Kabwe,12640
3165,4/1/2020,Central,Kapiri-Mposhi,30174
3166,4/1/2020,Central,Luano,6387
3167,4/1/2020,Central,Mkushi,17168
3168,4/1/2020,Central,Mumbwa,13633
3169,4/1/2020,Central,Ngabwe,6955
3170,4/1/2020,Central,Serenje,15546
3171,4/1/2020,Central,Shibuyunji,1777
3172,4/1/2020,Copperbelt,Chililabombwe,7371
3173,4/1/2020,Copperbelt,Chingola,10719
3174,4/1/2020,Copperbelt,Kalulushi,12807
3175,4/1/2020,Copperbelt,Kitwe,24696
3176,4/1/2020,Copperbelt,Luanshya,23496
3177,4/1/2020,Copperbelt,Lufwanyama,14984
3178,4/1/2020,Copperbelt,Masaiti,20742
3179,4/1/2020,Copperbelt,Mpongwe,28344
3180,4/1/2020,Copperbelt,Mufulira,8730
3181,4/1/2020,Copperbelt,Ndola,27086
3182,4/1/2020,Eastern,Chadiza,24651
3183,4/1/2020,Eastern,Chasefu,15046
3184,4/1/2020,Eastern,Chipangali,30084
3185,4/1/2020,Eastern,Chipata,19447
3186,4/1/2020,Eastern,Kasenengwa,18811
3187,4/1/2020,Eastern,Katete,28217
3188,4/1/2020,Eastern,Lumezi,16541
3189,4/1/2020,Eastern,Lundazi,15146
3190,4/1/2020,Eastern,Lusangazi,6211
3191,4/1/2020,Eastern,Mambwe,19106
3192,4/1/2020,Eastern,Nyimba,32632
3193,4/1/2020,Eastern,Petauke,44134
3194,4/1/2020,Eastern,Sinda,24000
3195,4/1/2020,Eastern,Vubwi,9945
3196,4/1/2020,Luapula,Chembe,3859
3197,4/1/2020,Luapula,Chienge,10249
3198,4/1/2020,Luapula,Chifunabuli,11349
3199,4/1/2020,Luapula,Chipili,3045
3200,4/1/2020,Luapula,Kawambwa,10425
3201,4/1/2020,Luapula,Lunga,1118
3202,4/1/2020,Luapula,Mansa,23549
3203,4/1/2020,Luapula,Milenge,5387
3204,4/1/2020,Luapula,Mwansabombwe,5338
