period,province,district,Clinical,Confirmed,Tested,Confirmed_Passive_CHW,Tested_Passive_CHW
2019-03-01,Northwestern,Chavuma,9,1903,5959,NA,NA
2019-03-01,Northwestern,Ikelenge,NA,1376,5398,NA,NA
2019-03-01,Northwestern,Kabompo,NA,3665,6901,NA,NA
2019-03-01,Northwestern,Kalumbila,1402,16502,22177,NA,NA
2019-03-01,Northwestern,Kasempa,1180,7780,13162,2225,3375
2019-03-01,Northwestern,Manyinga,667,6422,11677,NA,NA
2019-03-01,Northwestern,Mufumbwe,NA,5494,9344,NA,NA
2019-03-01,Northwestern,Mushindamo,51,4635,8470,4130,5494
2019-03-01,Northwestern,Mwinilunga,64,7921,12573,NA,NA
2019-03-01,Northwestern,Solwezi,192,15521,29929,NA,NA
2019-03-01,Northwestern,Zambezi,240,7905,12837,NA,NA
2019-03-01,Southern,Chikankata,NA,190,2210,44,584
2019-03-01,Southern,Choma,NA,194,3891,116,1862
2019-03-01,Southern,Gwembe,NA,151,1538,214,1280
2019-03-01,Southern,Kalomo,NA,236,4253,131,2603
2019-03-01,Southern,Kazungula,NA,104,1329,227,2122
2019-03-01,Southern,Livingstone,NA,46,1245,8,398
2019-03-01,Southern,Mazabuka,15,102,2917,192,1179
2019-03-01,Southern,Monze,NA,121,2758,27,890
2019-03-01,Southern,Namwala,NA,43,2658,11,1155
2019-03-01,Southern,Pemba,NA,130,1658,123,958
2019-03-01,Southern,Siavonga,NA,167,1446,102,605
2019-03-01,Southern,Sinazongwe,20,3591,8479,3707,7035
2019-03-01,Southern,Zimba,NA,183,1697,216,1368
2019-03-01,Western,Kalabo,1,1773,7367,2982,4971
2019-03-01,Western,Kaoma,261,6241,13201,3745,5497
2019-03-01,Western,Limulunga,79,2305,5040,NA,NA
2019-03-01,Western,Luampa,NA,2337,6335,1863,3178
2019-03-01,Western,Lukulu,NA,6808,13373,0,0
2019-03-01,Western,Mitete,NA,3248,6244,726,1228
2019-03-01,Western,Mongu,579,8981,16318,NA,NA
2019-03-01,Western,Mulobezi,NA,1158,3673,1111,3432
2019-03-01,Western,Mwandi,NA,46,701,37,528
2019-03-01,Western,Nalolo,NA,737,3661,714,2704
2019-03-01,Western,Nkeyema,17,3220,7458,2263,4447
2019-03-01,Western,Senanga,4,2450,8197,2790,5344
2019-03-01,Western,Sesheke,NA,227,1410,163,992
2019-03-01,Western,Shang'ombo,NA,110,1237,273,2420
2019-03-01,Western,Sikongo,NA,807,2890,534,1283
2019-03-01,Western,Sioma,NA,611,5258,299,2482
2019-03-01,NA,NA,NA,NA,NA,26,125
2019-04-01,Central,Chibombo,313,5563,11363,NA,NA
2019-04-01,Central,Chisamba,NA,3708,8348,NA,NA
2019-04-01,Central,Chitambo,1,5315,6344,NA,NA
2019-04-01,Central,Itezhi-tezhi,NA,290,2370,338,1574
2019-04-01,Central,Kabwe,54,4108,13082,NA,NA
2019-04-01,Central,Kapiri-Mposhi,15,31105,44790,2092,3047
2019-04-01,Central,Luano,NA,5715,8616,NA,NA
2019-04-01,Central,Mkushi,NA,22215,32921,NA,NA
2019-04-01,Central,Mumbwa,85,1824,6820,1856,5115
2019-04-01,Central,Ngabwe,NA,1474,3208,NA,NA
2019-04-01,Central,Serenje,NA,13019,17759,NA,NA
2019-04-01,Central,Shibuyunji,1,77,1129,17,111
2019-04-01,Copperbelt,Chililabombwe,26,4357,12061,NA,NA
2019-04-01,Copperbelt,Chingola,261,6813,15755,NA,NA
2019-04-01,Copperbelt,Kalulushi,72,7756,15707,NA,NA
2019-04-01,Copperbelt,Kitwe,2945,9490,31727,NA,NA
2019-04-01,Copperbelt,Luanshya,NA,15780,27966,NA,NA
2019-04-01,Copperbelt,Lufwanyama,643,12595,17657,8742,11476
2019-04-01,Copperbelt,Masaiti,NA,18713,18523,2312,2990
2019-04-01,Copperbelt,Mpongwe,1410,13657,22306,1640,2367
2019-04-01,Copperbelt,Mufulira,598,5049,9079,NA,NA
2019-04-01,Copperbelt,Ndola,282,14265,39562,NA,NA
2019-04-01,Eastern,Chadiza,NA,12013,20543,2519,4166
2019-04-01,Eastern,Chasefu,4134,3195,6134,NA,NA
2019-04-01,Eastern,Chipangali,220,18543,38875,NA,NA
2019-04-01,Eastern,Chipata,45,12080,27738,NA,NA
2019-04-01,Eastern,Kasenengwa,2268,7018,17050,NA,NA
2019-04-01,Eastern,Katete,NA,11840,27583,4259,9416
2019-04-01,Eastern,Lumezi,8768,9779,15824,NA,NA
2019-04-01,Eastern,Lundazi,7181,7987,11717,NA,NA
2019-04-01,Eastern,Lusangazi,NA,4091,7738,NA,NA
2019-04-01,Eastern,Mambwe,130,12900,24389,NA,NA
2019-04-01,Eastern,Nyimba,NA,9503,16084,7414,11057
2019-04-01,Eastern,Petauke,1069,26238,44523,6541,10695
2019-04-01,Eastern,Sinda,NA,8498,20009,2902,6896
2019-04-01,Eastern,Vubwi,NA,3373,7058,51,122
2019-04-01,Luapula,Chembe,NA,3424,4848,NA,NA
2019-04-01,Luapula,Chienge,24,4310,8678,NA,NA
2019-04-01,Luapula,Chifunabuli,4,6700,8137,NA,NA
2019-04-01,Luapula,Chipili,78,2191,4544,NA,NA
2019-04-01,Luapula,Kawambwa,NA,5044,9295,NA,NA
2019-04-01,Luapula,Lunga,NA,1160,1558,NA,NA
2019-04-01,Luapula,Mansa,771,20076,32713,NA,NA
2019-04-01,Luapula,Milenge,112,3929,5362,NA,NA
2019-04-01,Luapula,Mwansabombwe,NA,1444,3269,NA,NA
2019-04-01,Luapula,Mwense,NA,6442,11396,NA,NA
2019-04-01,Luapula,Nchelenge,NA,2062,6093,4104,7813
2019-04-01,Luapula,Samfya,NA,6891,12729,NA,NA
2019-04-01,Lusaka,Chilanga,203,160,1715,NA,NA
2019-04-01,Lusaka,Chirundu,NA,113,1852,44,471
2019-04-01,Lusaka,Chongwe,316,1888,6130,NA,NA
2019-04-01,Lusaka,Kafue,33,433,3281,27,171
2019-04-01,Lusaka,Luangwa,116,1587,4102,NA,NA
2019-04-01,Lusaka,Lusaka,635,1535,15328,NA,NA
2019-04-01,Lusaka,Rufunsa,NA,4431,10318,NA,NA
2019-04-01,Muchinga,Chama,592,11758,18346,NA,NA
2019-04-01,Muchinga,Chinsali,24,7699,10853,NA,NA
2019-04-01,Muchinga,Isoka,NA,6164,11299,NA,NA
2019-04-01,Muchinga,Kanchibiya,1572,4250,6346,NA,NA
2019-04-01,Muchinga,Lavushimanda,431,3358,5080,NA,NA
2019-04-01,Muchinga,Mafinga,NA,4360,9128,NA,NA
2019-04-01,Muchinga,Mpika,265,8787,12765,4515,6172
2019-04-01,Muchinga,Nakonde,NA,2765,5988,453,737
2019-04-01,Muchinga,Shiwang'andu,182,6337,10298,NA,NA
2019-04-01,Northern,Chilubi,433,3715,5022,NA,NA
2019-04-01,Northern,Kaputa,3,1739,4159,NA,NA
2019-04-01,Northern,Kasama,8,15223,25475,NA,NA
2019-04-01,Northern,Lunte,NA,2631,4576,NA,NA
2019-04-01,Northern,Lupososhi,84,2099,3705,NA,NA
2019-04-01,Northern,Luwingu,527,4684,7158,NA,NA
2019-04-01,Northern,Mbala,19,4254,9563,1090,2473
2019-04-01,Northern,Mporokoso,NA,1413,3584,NA,NA
2019-04-01,Northern,Mpulungu,NA,2018,4139,NA,NA
2019-04-01,Northern,Mungwi,57,10037,14532,NA,NA
2019-04-01,Northern,Nsama,NA,931,2264,NA,NA
2019-04-01,Northern,Senga,158,5678,9294,NA,NA
2019-04-01,Northwestern,Chavuma,NA,3409,6809,NA,NA
2019-04-01,Northwestern,Ikelenge,NA,1382,4951,NA,NA
2019-04-01,Northwestern,Kabompo,NA,3059,5436,NA,NA
2019-04-01,Northwestern,Kalumbila,1840,14534,27826,NA,NA
2019-04-01,Northwestern,Kasempa,659,7148,11668,2263,3381
2019-04-01,Northwestern,Manyinga,246,6011,9026,NA,NA
2019-04-01,Northwestern,Mufumbwe,112,5742,9192,33,51
2019-04-01,Northwestern,Mushindamo,78,4750,7088,4303,6162
2019-04-01,Northwestern,Mwinilunga,135,7616,12687,NA,NA
2019-04-01,Northwestern,Solwezi,61,12415,24945,NA,NA
2019-04-01,Northwestern,Zambezi,459,7285,12678,NA,NA
2019-04-01,Southern,Chikankata,NA,188,1841,87,530
2019-04-01,Southern,Choma,NA,180,3018,137,1737
2019-04-01,Southern,Gwembe,NA,119,1340,191,1267
2019-04-01,Southern,Kalomo,NA,173,3521,79,1874
2019-04-01,Southern,Kazungula,NA,56,1197,97,1611
2019-04-01,Southern,Livingstone,NA,39,921,0,564
2019-04-01,Southern,Mazabuka,3,99,2123,15,753
2019-04-01,Southern,Monze,NA,119,1797,18,847
2019-04-01,Southern,Namwala,NA,24,1387,6,814
2019-04-01,Southern,Pemba,NA,158,1678,118,795
2019-04-01,Southern,Siavonga,NA,55,1425,78,706
2019-04-01,Southern,Sinazongwe,2,1126,4161,887,2628
2019-04-01,Southern,Zimba,NA,103,1569,134,1043
2019-04-01,Western,Kalabo,NA,1303,6219,1732,3320
2019-04-01,Western,Kaoma,274,4580,10033,3091,4940
2019-04-01,Western,Limulunga,1,1348,3118,NA,NA
2019-04-01,Western,Luampa,39,1673,5343,1281,2085
2019-04-01,Western,Lukulu,4,5317,10843,0,0
2019-04-01,Western,Mitete,NA,1815,4137,1048,1764
2019-04-01,Western,Mongu,384,5096,11068,NA,NA
2019-04-01,Western,Mulobezi,3,987,3622,757,2700
2019-04-01,Western,Mwandi,NA,10,520,28,407
2019-04-01,Western,Nalolo,1,461,2515,589,2226
2019-04-01,Western,Nkeyema,95,2574,6275,1208,2740
2019-04-01,Western,Senanga,3,1194,6055,1747,4065
2019-04-01,Western,Sesheke,2,113,1271,80,610
2019-04-01,Western,Shang'ombo,NA,75,823,158,2313
2019-04-01,Western,Sikongo,NA,685,2750,564,1440
2019-04-01,Western,Sioma,NA,326,3635,98,1426
2019-04-01,NA,NA,NA,NA,NA,153,426
2019-05-01,Central,Chibombo,1121,2807,7281,NA,NA
2019-05-01,Central,Chisamba,NA,2770,6130,NA,NA
2019-05-01,Central,Chitambo,438,4197,5182,NA,NA
2019-05-01,Central,Itezhi-tezhi,NA,313,1553,257,1158
2019-05-01,Central,Kabwe,357,3029,9158,NA,NA
2019-05-01,Central,Kapiri-Mposhi,3,21739,40087,1483,2348
2019-05-01,Central,Luano,772,4178,7362,NA,NA
2019-05-01,Central,Mkushi,13,17311,26087,NA,NA
2019-05-01,Central,Mumbwa,2,1225,5022,1287,3617
2019-05-01,Central,Ngabwe,262,838,2011,NA,NA
2019-05-01,Central,Serenje,112,11021,13050,NA,NA
2019-05-01,Central,Shibuyunji,NA,135,1257,22,354
2019-05-01,Copperbelt,Chililabombwe,29,4646,10726,NA,NA
2019-05-01,Copperbelt,Chingola,979,6563,14415,NA,NA
2019-05-01,Copperbelt,Kalulushi,49,8119,16276,NA,NA
2019-05-01,Copperbelt,Kitwe,3263,10306,22966,NA,NA
2019-05-01,Copperbelt,Luanshya,16,13397,22709,NA,NA
2019-05-01,Copperbelt,Lufwanyama,104,11401,14722,11665,14658
2019-05-01,Copperbelt,Masaiti,NA,16303,16894,1054,1351
2019-05-01,Copperbelt,Mpongwe,1071,9901,15685,507,663
2019-05-01,Copperbelt,Mufulira,472,4941,13836,NA,NA
2019-05-01,Copperbelt,Ndola,228,12413,31862,NA,NA
2019-05-01,Eastern,Chadiza,NA,11755,18714,7477,10777
2019-05-01,Eastern,Chasefu,5063,6892,11013,NA,NA
2019-05-01,Eastern,Chipangali,1295,18594,32479,NA,NA
2019-05-01,Eastern,Chipata,701,13485,28616,NA,NA
2019-05-01,Eastern,Kasenengwa,3710,9489,14743,NA,NA
2019-05-01,Eastern,Katete,NA,10729,22194,5041,9829
2019-05-01,Eastern,Lumezi,2802,11518,16372,NA,NA
2019-05-01,Eastern,Lundazi,6586,11337,20926,NA,NA
2019-05-01,Eastern,Lusangazi,NA,4787,6880,NA,NA
2019-05-01,Eastern,Mambwe,830,11222,19630,437,615
2019-05-01,Eastern,Nyimba,NA,8100,13780,8013,11990
2019-05-01,Eastern,Petauke,3068,21285,29447,4067,5915
2019-05-01,Eastern,Sinda,NA,8397,18444,3714,6661
2019-05-01,Eastern,Vubwi,NA,3355,7269,0,0
2019-05-01,Luapula,Chembe,NA,3681,4824,NA,NA
2019-05-01,Luapula,Chienge,10,3532,7966,NA,NA
2019-05-01,Luapula,Chifunabuli,25,7785,11239,NA,NA
2019-05-01,Luapula,Chipili,NA,2616,4504,NA,NA
2019-05-01,Luapula,Kawambwa,NA,7855,11463,NA,NA
2019-05-01,Luapula,Lunga,NA,1688,1981,NA,NA
2019-05-01,Luapula,Mansa,585,21718,33701,NA,NA
2019-05-01,Luapula,Milenge,2,3712,5420,NA,NA
2019-05-01,Luapula,Mwansabombwe,NA,3362,7080,NA,NA
2019-05-01,Luapula,Mwense,NA,8898,16115,NA,NA
2019-05-01,Luapula,Nchelenge,NA,2661,8436,4273,7775
2019-05-01,Luapula,Samfya,850,7053,12183,NA,NA
2019-05-01,Lusaka,Chilanga,98,221,1813,NA,NA
2019-05-01,Lusaka,Chirundu,NA,173,1774,38,464
2019-05-01,Lusaka,Chongwe,186,1199,5136,NA,NA
2019-05-01,Lusaka,Kafue,4,496,2649,22,129
2019-05-01,Lusaka,Luangwa,156,1805,3996,NA,NA
2019-05-01,Lusaka,Lusaka,1083,1747,15647,NA,NA
2019-05-01,Lusaka,Rufunsa,195,4356,10964,NA,NA
2019-05-01,Muchinga,Chama,NA,17355,24964,NA,NA
2019-05-01,Muchinga,Chinsali,388,7924,12290,NA,NA
2019-05-01,Muchinga,Isoka,NA,6623,10330,NA,NA
2019-05-01,Muchinga,Kanchibiya,2078,3421,4740,NA,NA
2019-05-01,Muchinga,Lavushimanda,766,2284,3369,NA,NA
2019-05-01,Muchinga,Mafinga,NA,7584,10851,NA,NA
2019-05-01,Muchinga,Mpika,NA,9328,12265,2932,3836
2019-05-01,Muchinga,Nakonde,NA,4485,8906,2740,4095
2019-05-01,Muchinga,Shiwang'andu,1478,5430,8439,NA,NA
2019-05-01,Northern,Chilubi,591,4441,6107,NA,NA
2019-05-01,Northern,Kaputa,NA,2591,4336,NA,NA
2019-05-01,Northern,Kasama,1,16414,25463,NA,NA
2019-05-01,Northern,Lunte,NA,3963,6054,NA,NA
2019-05-01,Northern,Lupososhi,30,2700,3692,NA,NA
2019-05-01,Northern,Luwingu,127,5502,8363,NA,NA
2019-05-01,Northern,Mbala,21,6956,11726,3131,4850
2019-05-01,Northern,Mporokoso,NA,1462,2870,NA,NA
2019-05-01,Northern,Mpulungu,NA,2795,4535,NA,NA
2019-05-01,Northern,Mungwi,556,12512,15003,NA,NA
2019-05-01,Northern,Nsama,NA,1128,2928,NA,NA
2019-05-01,Northern,Senga,10,8200,12941,0,0
2019-05-01,Northwestern,Chavuma,8,3204,4567,NA,NA
2019-05-01,Northwestern,Ikelenge,NA,1377,4551,NA,NA
2019-05-01,Northwestern,Kabompo,1,2677,5906,NA,NA
2019-05-01,Northwestern,Kalumbila,1096,18301,29170,NA,NA
2019-05-01,Northwestern,Kasempa,7,7117,10425,2357,3377
2019-05-01,Northwestern,Manyinga,100,4691,8215,NA,NA
2019-05-01,Northwestern,Mufumbwe,NA,4597,7634,0,0
2019-05-01,Northwestern,Mushindamo,6,3873,5825,3868,4530
2019-05-01,Northwestern,Mwinilunga,3,6509,6608,NA,NA
2019-05-01,Northwestern,Solwezi,13,12463,28964,NA,NA
2019-05-01,Northwestern,Zambezi,236,6941,11197,NA,NA
2019-05-01,Southern,Chikankata,3,130,1601,59,559
2019-05-01,Southern,Choma,NA,192,2596,158,1638
2019-05-01,Southern,Gwembe,NA,115,1333,316,1274
2019-05-01,Southern,Kalomo,NA,138,2265,77,1836
2019-05-01,Southern,Kazungula,NA,38,763,94,1215
2019-05-01,Southern,Livingstone,NA,67,965,6,466
2019-05-01,Southern,Mazabuka,28,99,1743,17,804
2019-05-01,Southern,Monze,NA,131,1854,30,847
2019-05-01,Southern,Namwala,NA,29,1070,13,836
2019-05-01,Southern,Pemba,NA,120,1156,146,755
2019-05-01,Southern,Siavonga,NA,154,1132,139,530
2019-05-01,Southern,Sinazongwe,6,2705,6285,2566,4919
2019-05-01,Southern,Zimba,NA,85,1260,99,889
2019-05-01,Western,Kalabo,3,1515,6102,1660,3054
2019-05-01,Western,Kaoma,285,4026,8370,1698,2759
2019-05-01,Western,Limulunga,1,1297,3352,NA,NA
2019-05-01,Western,Luampa,NA,1568,4784,852,1555
2019-05-01,Western,Lukulu,2,5077,10564,0,0
2019-05-01,Western,Mitete,NA,2257,4599,1212,1915
2019-05-01,Western,Mongu,271,5589,11337,NA,NA
2019-05-01,Western,Mulobezi,5,1017,2646,977,2779
2019-05-01,Western,Mwandi,NA,49,532,29,389
2019-05-01,Western,Nalolo,2,741,2910,689,1868
2019-05-01,Western,Nkeyema,831,1816,4371,628,1550
2019-05-01,Western,Senanga,32,1807,6041,2562,4558
2019-05-01,Western,Sesheke,2,125,1290,119,709
2019-05-01,Western,Shang'ombo,NA,115,891,169,1821
2019-05-01,Western,Sikongo,NA,845,3048,461,1238
2019-05-01,Western,Sioma,NA,938,3455,260,1132
2019-05-01,NA,NA,NA,NA,NA,83,126
2019-06-01,Central,Chibombo,121,2000,5499,NA,NA
2019-06-01,Central,Chisamba,NA,1680,3228,NA,NA
2019-06-01,Central,Chitambo,2,1933,3271,NA,NA
2019-06-01,Central,Itezhi-tezhi,2,224,1852,103,700
2019-06-01,Central,Kabwe,131,1386,7826,NA,NA
2019-06-01,Central,Kapiri-Mposhi,NA,12303,22755,1970,3469
2019-06-01,Central,Luano,81,2478,4066,NA,NA
2019-06-01,Central,Mkushi,1,7036,14445,NA,NA
2019-06-01,Central,Mumbwa,NA,784,2744,546,2528
2019-06-01,Central,Ngabwe,NA,533,1426,NA,NA
2019-06-01,Central,Serenje,2,5595,8774,NA,NA
2019-06-01,Central,Shibuyunji,NA,NA,597,22,479
2019-06-01,Copperbelt,Chililabombwe,8,3080,9204,NA,NA
2019-06-01,Copperbelt,Chingola,1090,3770,11493,NA,NA
2019-06-01,Copperbelt,Kalulushi,39,4492,10832,NA,NA
2019-06-01,Copperbelt,Kitwe,1587,7334,22949,NA,NA
2019-06-01,Copperbelt,Luanshya,20,8846,16165,NA,NA
2019-06-01,Copperbelt,Lufwanyama,NA,5916,9667,8588,11476
2019-06-01,Copperbelt,Masaiti,30,12289,15022,992,1203
2019-06-01,Copperbelt,Mpongwe,95,7037,11688,350,477
2019-06-01,Copperbelt,Mufulira,296,2328,7876,NA,NA
2019-06-01,Copperbelt,Ndola,158,7538,26388,NA,NA
2019-06-01,Eastern,Chadiza,NA,6186,12589,6632,11274
2019-06-01,Eastern,Chasefu,1990,4635,11125,NA,NA
2019-06-01,Eastern,Chipangali,334,11924,21398,NA,NA
2019-06-01,Eastern,Chipata,34,8363,22500,NA,NA
2019-06-01,Eastern,Kasenengwa,1482,4844,7798,NA,NA
2019-06-01,Eastern,Katete,NA,5369,17729,3884,8958
2019-06-01,Eastern,Lumezi,1245,9988,14488,NA,NA
2019-06-01,Eastern,Lundazi,3267,7014,14209,NA,NA
2019-06-01,Eastern,Lusangazi,25,2557,3738,256,348
2019-06-01,Eastern,Mambwe,175,6876,13062,2968,4658
2019-06-01,Eastern,Nyimba,NA,4059,8921,4056,7140
2019-06-01,Eastern,Petauke,1135,8229,21116,3755,7220
2019-06-01,Eastern,Sinda,NA,3385,11540,3530,9262
2019-06-01,Eastern,Vubwi,NA,1921,4088,1134,1929
2019-06-01,Luapula,Chembe,1,2320,3665,NA,NA
2019-06-01,Luapula,Chienge,66,3681,6949,NA,NA
2019-06-01,Luapula,Chifunabuli,64,6156,9255,NA,NA
2019-06-01,Luapula,Chipili,NA,2418,3764,NA,NA
2019-06-01,Luapula,Kawambwa,NA,6474,11888,NA,NA
2019-06-01,Luapula,Lunga,NA,1431,1619,NA,NA
2019-06-01,Luapula,Mansa,118,17047,26254,NA,NA
2019-06-01,Luapula,Milenge,1,2610,3114,NA,NA
2019-06-01,Luapula,Mwansabombwe,NA,3268,5290,NA,NA
2019-06-01,Luapula,Mwense,NA,7028,12181,NA,NA
2019-06-01,Luapula,Nchelenge,NA,3822,8554,4485,7079
2019-06-01,Luapula,Samfya,75,5668,11463,NA,NA
2019-06-01,Lusaka,Chilanga,90,98,1939,NA,NA
2019-06-01,Lusaka,Chirundu,NA,67,2320,36,425
2019-06-01,Lusaka,Chongwe,138,824,3866,NA,NA
2019-06-01,Lusaka,Kafue,56,205,1880,18,104
2019-06-01,Lusaka,Luangwa,10,752,2796,NA,NA
2019-06-01,Lusaka,Lusaka,578,928,15433,NA,NA
2019-06-01,Lusaka,Rufunsa,13,2204,8024,NA,NA
2019-06-01,Muchinga,Chama,59,11695,19232,37,50
2019-06-01,Muchinga,Chinsali,NA,6067,7790,NA,NA
2019-06-01,Muchinga,Isoka,NA,5648,9342,NA,NA
2019-06-01,Muchinga,Kanchibiya,155,4452,4647,NA,NA
2019-06-01,Muchinga,Lavushimanda,2,1692,3094,NA,NA
2019-06-01,Muchinga,Mafinga,NA,5543,9599,NA,NA
2019-06-01,Muchinga,Mpika,1,6837,9775,1986,2881
2019-06-01,Muchinga,Nakonde,NA,3764,5924,1470,1968
2019-06-01,Muchinga,Shiwang'andu,896,3731,7034,NA,NA
2019-06-01,Northern,Chilubi,94,4100,5152,NA,NA
2019-06-01,Northern,Kaputa,31,1839,4939,NA,NA
2019-06-01,Northern,Kasama,NA,11406,18995,NA,NA
2019-06-01,Northern,Lunte,NA,2871,4754,NA,NA
2019-06-01,Northern,Lupososhi,NA,1873,3125,NA,NA
2019-06-01,Northern,Luwingu,12,4287,7019,NA,NA
2019-06-01,Northern,Mbala,284,5823,10026,2695,3961
2019-06-01,Northern,Mporokoso,NA,1321,1659,NA,NA
2019-06-01,Northern,Mpulungu,NA,3159,5309,NA,NA
2019-06-01,Northern,Mungwi,438,8879,11560,NA,NA
2019-06-01,Northern,Nsama,NA,1454,2836,NA,NA
2019-06-01,Northern,Senga,20,7985,11423,510,795
2019-06-01,Northwestern,Chavuma,NA,2817,3475,NA,NA
2019-06-01,Northwestern,Ikelenge,NA,1686,3646,NA,NA
2019-06-01,Northwestern,Kabompo,NA,1848,4295,NA,NA
2019-06-01,Northwestern,Kalumbila,84,13108,22517,NA,NA
2019-06-01,Northwestern,Kasempa,10,3553,7716,1609,2649
2019-06-01,Northwestern,Manyinga,NA,4146,6458,NA,NA
2019-06-01,Northwestern,Mufumbwe,NA,3719,6885,0,0
2019-06-01,Northwestern,Mushindamo,NA,3432,5405,3533,4724
2019-06-01,Northwestern,Mwinilunga,NA,4829,8701,NA,NA
2019-06-01,Northwestern,Solwezi,43,7673,18460,NA,NA
2019-06-01,Northwestern,Zambezi,19,4511,8486,NA,NA
2019-06-01,Southern,Chikankata,NA,49,903,19,426
2019-06-01,Southern,Choma,NA,85,1581,81,1462
2019-06-01,Southern,Gwembe,5,121,1441,293,1016
2019-06-01,Southern,Kalomo,NA,65,1514,42,1515
2019-06-01,Southern,Kazungula,NA,20,598,33,1017
2019-06-01,Southern,Livingstone,NA,16,844,1,520
2019-06-01,Southern,Mazabuka,1,57,1497,8,531
2019-06-01,Southern,Monze,NA,80,1408,25,772
2019-06-01,Southern,Namwala,NA,7,1553,9,787
2019-06-01,Southern,Pemba,NA,46,1197,59,600
2019-06-01,Southern,Siavonga,NA,100,866,87,411
2019-06-01,Southern,Sinazongwe,186,1670,5078,1041,2487
2019-06-01,Southern,Zimba,1,32,774,57,750
2019-06-01,Western,Kalabo,1,750,4472,1340,2497
2019-06-01,Western,Kaoma,452,3019,7486,1173,2031
2019-06-01,Western,Limulunga,3,852,2468,NA,NA
2019-06-01,Western,Luampa,NA,1176,3442,701,1338
2019-06-01,Western,Lukulu,2,3694,8385,0,0
2019-06-01,Western,Mitete,NA,1117,2387,1045,1754
2019-06-01,Western,Mongu,396,3596,8327,NA,NA
2019-06-01,Western,Mulobezi,NA,430,1660,450,1780
2019-06-01,Western,Mwandi,NA,12,386,18,273
2019-06-01,Western,Nalolo,NA,283,1332,387,1508
2019-06-01,Western,Nkeyema,646,1147,5499,165,360
2019-06-01,Western,Senanga,NA,1172,5110,1820,4073
2019-06-01,Western,Sesheke,2,51,735,104,689
2019-06-01,Western,Shang'ombo,24,38,403,103,1626
2019-06-01,Western,Sikongo,NA,555,1721,441,1065
2019-06-01,Western,Sioma,NA,395,2220,131,932
2019-06-01,NA,NA,NA,NA,NA,93,311
2019-07-01,Central,Chibombo,20,867,5316,NA,NA
2019-07-01,Central,Chisamba,NA,552,3922,NA,NA
2019-07-01,Central,Chitambo,NA,2241,2756,NA,NA
2019-07-01,Central,Itezhi-tezhi,3,91,1324,35,587
2019-07-01,Central,Kabwe,36,643,9064,NA,NA
2019-07-01,Central,Kapiri-Mposhi,173,3586,15342,816,1898
2019-07-01,Central,Luano,12,1308,2093,NA,NA
2019-07-01,Central,Mkushi,NA,3761,9867,NA,NA
2019-07-01,Central,Mumbwa,53,157,3323,265,2069
2019-07-01,Central,Ngabwe,NA,155,832,NA,NA
2019-07-01,Central,Serenje,NA,2049,6813,NA,NA
2019-07-01,Central,Shibuyunji,NA,NA,741,26,716
2019-07-01,Copperbelt,Chililabombwe,13,2394,8006,NA,NA
2019-07-01,Copperbelt,Chingola,62,2219,11059,NA,NA
2019-07-01,Copperbelt,Kalulushi,20,2356,7518,NA,NA
2019-07-01,Copperbelt,Kitwe,1711,3680,20001,NA,NA
2019-07-01,Copperbelt,Luanshya,31,4193,14549,NA,NA
2019-07-01,Copperbelt,Lufwanyama,10,4405,9018,5021,7963
2019-07-01,Copperbelt,Masaiti,NA,5758,13231,299,439
2019-07-01,Copperbelt,Mpongwe,250,4217,11206,387,687
2019-07-01,Copperbelt,Mufulira,276,1211,6458,NA,NA
2019-07-01,Copperbelt,Ndola,258,3537,24507,NA,NA
2019-07-01,Eastern,Chadiza,NA,2825,8281,3211,7825
2019-07-01,Eastern,Chasefu,1022,3940,8779,NA,NA
2019-07-01,Eastern,Chipangali,28,6847,17013,NA,NA
2019-07-01,Eastern,Chipata,441,3841,20624,NA,NA
2019-07-01,Eastern,Kasenengwa,2,2204,7459,NA,NA
2019-07-01,Eastern,Katete,NA,1635,11612,2136,8333
2019-07-01,Eastern,Lumezi,835,6726,11875,NA,NA
2019-07-01,Eastern,Lundazi,520,5400,13233,NA,NA
2019-07-01,Eastern,Lusangazi,NA,1530,3844,243,366
2019-07-01,Eastern,Mambwe,4,3574,9669,3521,6145
2019-07-01,Eastern,Nyimba,NA,1762,7210,2595,6797
2019-07-01,Eastern,Petauke,7,3630,16437,3395,8953
2019-07-01,Eastern,Sinda,NA,1128,7242,1963,8904
2019-07-01,Eastern,Vubwi,NA,738,3217,957,2024
2019-07-01,Luapula,Chembe,NA,1602,6499,NA,NA
2019-07-01,Luapula,Chienge,5,3339,8686,NA,NA
2019-07-01,Luapula,Chifunabuli,NA,3739,7635,NA,NA
2019-07-01,Luapula,Chipili,NA,1461,2735,NA,NA
2019-07-01,Luapula,Kawambwa,1,4178,8249,NA,NA
2019-07-01,Luapula,Lunga,NA,1100,2618,NA,NA
2019-07-01,Luapula,Mansa,262,11165,24919,NA,NA
2019-07-01,Luapula,Milenge,10,1717,3222,NA,NA
2019-07-01,Luapula,Mwansabombwe,NA,2505,6301,NA,NA
2019-07-01,Luapula,Mwense,6,6440,11360,NA,NA
2019-07-01,Luapula,Nchelenge,4,3145,7406,2243,3681
2019-07-01,Luapula,Samfya,1,3855,9178,NA,NA
2019-07-01,Lusaka,Chilanga,130,111,2672,NA,NA
2019-07-01,Lusaka,Chirundu,NA,41,2142,39,443
