region,zone,woreda,year,population
Oromia,Arsi,Shirka,2020,227184
Oromia,Arsi,Shirka,2018,212901
Oromia,Arsi,Shirka,2019,219926
Oromia,Arsi,Shirka,2021,234681
Oromia,Arsi,Shirka,2022,242426
SNNP,Kefa,Shisho Ande,2020,81579
SNNP,Kefa,Shisho Ande,2018,76450
SNNP,Kefa,Shisho Ande,2019,78973
SNNP,Kefa,Shisho Ande,2021,84271
SNNP,Kefa,Shisho Ande,2022,87052
Amhara,North Shewa,Shoa Robit,2020,52607
Amhara,North Shewa,Shoa Robit,2018,49300
Amhara,North Shewa,Shoa Robit,2019,50926
Amhara,North Shewa,Shoa Robit,2021,54343
Amhara,North Shewa,Shoa Robit,2022,56136
SNNP,Hadiya,Shone Town,2020,22817
SNNP,Hadiya,Shone Town,2018,21382
SNNP,Hadiya,Shone Town,2019,22088
SNNP,Hadiya,Shone Town,2021,23570
SNNP,Hadiya,Shone Town,2022,24348
Oromia,East Wellega,Sibu Sire,2020,142313
Oromia,East Wellega,Sibu Sire,2018,133366
Oromia,East Wellega,Sibu Sire,2019,137767
Oromia,East Wellega,Sibu Sire,2021,147009
Oromia,East Wellega,Sibu Sire,2022,151861
Oromia,Jimma,Sigmo,2020,127675
Oromia,Jimma,Sigmo,2018,119648
Oromia,Jimma,Sigmo,2019,123596
Oromia,Jimma,Sigmo,2021,131888
Oromia,Jimma,Sigmo,2022,136241
SNNP,Siltie,Silti,2020,213860
SNNP,Siltie,Silti,2018,200414
SNNP,Siltie,Silti,2019,207028
SNNP,Siltie,Silti,2021,220917
SNNP,Siltie,Silti,2022,228208
Oromia,Bale,Sinana,2020,161079
Oromia,Bale,Sinana,2018,150952
Oromia,Bale,Sinana,2019,155933
Oromia,Bale,Sinana,2021,166395
Oromia,Bale,Sinana,2022,171886
Oromia,West Arsi,Siraro,2020,200653
Oromia,West Arsi,Siraro,2018,188038
Oromia,West Arsi,Siraro,2019,194243
Oromia,West Arsi,Siraro,2021,207275
Oromia,West Arsi,Siraro,2022,214115
Oromia,Arsi,Sire,2020,108076
Oromia,Arsi,Sire,2018,101281
Oromia,Arsi,Sire,2019,104623
Oromia,Arsi,Sire,2021,111643
Oromia,Arsi,Sire,2022,115327
Amhara,North Shewa,Siya Debirna Wayu,2020,71874
Amhara,North Shewa,Siya Debirna Wayu,2018,67355
Amhara,North Shewa,Siya Debirna Wayu,2019,69578
Amhara,North Shewa,Siya Debirna Wayu,2021,74246
Amhara,North Shewa,Siya Debirna Wayu,2022,76696
Benishangul Gumz,Kemashi,Sodal/Sirba Abay,2020,26846
Benishangul Gumz,Kemashi,Sodal/Sirba Abay,2018,25158
Benishangul Gumz,Kemashi,Sodal/Sirba Abay,2019,25988
Benishangul Gumz,Kemashi,Sodal/Sirba Abay,2021,27732
Benishangul Gumz,Kemashi,Sodal/Sirba Abay,2022,28647
SNNP,Guraghe,Sodo,2020,188293
SNNP,Guraghe,Sodo,2018,176455
SNNP,Guraghe,Sodo,2019,182278
SNNP,Guraghe,Sodo,2021,194507
SNNP,Guraghe,Sodo,2022,200925
Oromia,South West Shewa,Sodo Daci,2020,59900
Oromia,South West Shewa,Sodo Daci,2018,56134
Oromia,South West Shewa,Sodo Daci,2019,57986
Oromia,South West Shewa,Sodo Daci,2021,61877
Oromia,South West Shewa,Sodo Daci,2022,63919
SNNP,Wolayita,Sodo Town,2020,153209
SNNP,Wolayita,Sodo Town,2018,143577
SNNP,Wolayita,Sodo Town,2019,148315
SNNP,Wolayita,Sodo Town,2021,158265
SNNP,Wolayita,Sodo Town,2022,163488
SNNP,Wolayita,Sodo Zuria,2020,176629
SNNP,Wolayita,Sodo Zuria,2018,165524
SNNP,Wolayita,Sodo Zuria,2019,170986
SNNP,Wolayita,Sodo Zuria,2021,182458
SNNP,Wolayita,Sodo Zuria,2022,188479
Harari,Harari,Sofi,2020,10647
Harari,Harari,Sofi,2018,9978
Harari,Harari,Sofi,2019,10307
Harari,Harari,Sofi,2021,10998
Harari,Harari,Sofi,2022,11361
SNNP,Hadiya,Soro,2020,240312
SNNP,Hadiya,Soro,2018,225203
SNNP,Hadiya,Soro,2019,232635
SNNP,Hadiya,Soro,2021,248242
SNNP,Hadiya,Soro,2022,256434
SNNP,South Omo,South Ari (Bako Gazer),2020,249146
SNNP,South Omo,South Ari (Bako Gazer),2018,233482
SNNP,South Omo,South Ari (Bako Gazer),2019,241187
SNNP,South Omo,South Ari (Bako Gazer),2021,257368
SNNP,South Omo,South Ari (Bako Gazer),2022,265861
Oromia,Arsi,Sude,2020,201395
Oromia,Arsi,Sude,2018,188733
Oromia,Arsi,Sude,2019,194961
Oromia,Arsi,Sude,2021,208041
Oromia,Arsi,Sude,2022,214906
Oromia,Finfine Special,Sululta,2020,168659
Oromia,Finfine Special,Sululta,2018,158055
Oromia,Finfine Special,Sululta,2019,163271
Oromia,Finfine Special,Sululta,2021,174225
Oromia,Finfine Special,Sululta,2022,179974
Oromia,Finfine Special,Sululta Town,2020,24521
Oromia,Finfine Special,Sululta Town,2018,22979
Oromia,Finfine Special,Sululta Town,2019,23738
Oromia,Finfine Special,Sululta Town,2021,25330
Oromia,Finfine Special,Sululta Town,2022,26166
SNNP,Mirab Omo,Surma,2020,32063
SNNP,Mirab Omo,Surma,2018,30047
SNNP,Mirab Omo,Surma,2019,31039
SNNP,Mirab Omo,Surma,2021,33121
SNNP,Mirab Omo,Surma,2022,34214
Oromia,West Guji,Suro Berguda,2020,41961
Oromia,West Guji,Suro Berguda,2018,39323
Oromia,West Guji,Suro Berguda,2019,40621
Oromia,West Guji,Suro Berguda,2021,43346
Oromia,West Guji,Suro Berguda,2022,44776
Amhara,Central Gondar,Tach Armacho,2020,158482
Amhara,Central Gondar,Tach Armacho,2018,148518
Amhara,Central Gondar,Tach Armacho,2019,153419
Amhara,Central Gondar,Tach Armacho,2021,163712
Amhara,Central Gondar,Tach Armacho,2022,169114
Amhara,South Gondar,Tach Gayint,2020,120301
Amhara,South Gondar,Tach Gayint,2018,112738
Amhara,South Gondar,Tach Gayint,2019,116458
Amhara,South Gondar,Tach Gayint,2021,124271
Amhara,South Gondar,Tach Gayint,2022,128372
Tigray,North Western,Tahtay Adiyabo,2020,104658
Tigray,North Western,Tahtay Adiyabo,2018,98078
Tigray,North Western,Tahtay Adiyabo,2019,101315
Tigray,North Western,Tahtay Adiyabo,2021,108112
Tigray,North Western,Tahtay Adiyabo,2022,111679
Tigray,North Western,Tahtay Koraro,2020,77414
Tigray,North Western,Tahtay Koraro,2018,72547
Tigray,North Western,Tahtay Koraro,2019,74941
Tigray,North Western,Tahtay Koraro,2021,79969
Tigray,North Western,Tahtay Koraro,2022,82608
Tigray,Central,Tahtay Mayechew,2020,105930
Tigray,Central,Tahtay Mayechew,2018,99270
Tigray,Central,Tahtay Mayechew,2019,102546
Tigray,Central,Tahtay Mayechew,2021,109426
Tigray,Central,Tahtay Mayechew,2022,113037
Amhara,Central Gondar,Takusa,2020,173544
Amhara,Central Gondar,Takusa,2018,162633
Amhara,Central Gondar,Takusa,2019,168000
Amhara,Central Gondar,Takusa,2021,179271
Amhara,Central Gondar,Takusa,2022,185187
Tigray,Central,Tanqua Abergele,2020,109137
Tigray,Central,Tanqua Abergele,2018,102275
Tigray,Central,Tanqua Abergele,2019,105651
Tigray,Central,Tanqua Abergele,2021,112739
Tigray,Central,Tanqua Abergele,2022,116459
Amhara,North Shewa,Tarema Ber,2020,101788
Amhara,North Shewa,Tarema Ber,2018,95388
Amhara,North Shewa,Tarema Ber,2019,98536
Amhara,North Shewa,Tarema Ber,2021,105147
Amhara,North Shewa,Tarema Ber,2022,108617
SNNP,Wolayita,Tebela Town,2020,21414
SNNP,Wolayita,Tebela Town,2018,20068
SNNP,Wolayita,Tebela Town,2019,20730
SNNP,Wolayita,Tebela Town,2021,22121
SNNP,Wolayita,Tebela Town,2022,22851
Afar,Zone 5 (Hari Rasu),Telalak,2020,42845
Afar,Zone 5 (Hari Rasu),Telalak,2018,40151
Afar,Zone 5 (Hari Rasu),Telalak,2019,41476
Afar,Zone 5 (Hari Rasu),Telalak,2021,44259
Afar,Zone 5 (Hari Rasu),Telalak,2022,45719
Amhara,North Gondar,Telemt,2020,94867
Amhara,North Gondar,Telemt,2018,88903
Amhara,North Gondar,Telemt,2019,91836
Amhara,North Gondar,Telemt,2021,97998
Amhara,North Gondar,Telemt,2022,101232
Oromia,Borena,Teltale,2020,76012
Oromia,Borena,Teltale,2018,71233
Oromia,Borena,Teltale,2019,73584
Oromia,Borena,Teltale,2021,78520
Oromia,Borena,Teltale,2022,81112
SNNP,Kembata Tibaro,Tembaro,2020,138737
SNNP,Kembata Tibaro,Tembaro,2018,130014
SNNP,Kembata Tibaro,Tembaro,2019,134305
SNNP,Kembata Tibaro,Tembaro,2021,143315
SNNP,Kembata Tibaro,Tembaro,2022,148045
Oromia,Arsi,Tena,2020,92077
Oromia,Arsi,Tena,2018,86288
Oromia,Arsi,Tena,2019,89136
Oromia,Arsi,Tena,2021,95116
Oromia,Arsi,Tena,2022,98254
Amhara,South Wello,Tenta,2020,193850
Amhara,South Wello,Tenta,2018,181662
Amhara,South Wello,Tenta,2019,187657
Amhara,South Wello,Tenta,2021,200247
Amhara,South Wello,Tenta,2022,206855
SNNP,Sheka,Tepi Town,2020,39657
SNNP,Sheka,Tepi Town,2018,37164
SNNP,Sheka,Tepi Town,2019,38390
SNNP,Sheka,Tepi Town,2021,40966
SNNP,Sheka,Tepi Town,2022,42318
SNNP,Dawuro,Tercha Town,2020,31495
SNNP,Dawuro,Tercha Town,2018,29515
SNNP,Dawuro,Tercha Town,2019,30489
SNNP,Dawuro,Tercha Town,2021,32534
SNNP,Dawuro,Tercha Town,2022,33608
SNNP,Dawuro,Tercha Zuriya,2020,24371
SNNP,Dawuro,Tercha Zuriya,2018,22839
SNNP,Dawuro,Tercha Zuriya,2019,23592
SNNP,Dawuro,Tercha Zuriya,2021,25175
SNNP,Dawuro,Tercha Zuriya,2022,26006
Afar,Zone 4 (Fantana Rasu),Teru,2020,75467
Afar,Zone 4 (Fantana Rasu),Teru,2018,70722
Afar,Zone 4 (Fantana Rasu),Teru,2019,73056
Afar,Zone 4 (Fantana Rasu),Teru,2021,77957
Afar,Zone 4 (Fantana Rasu),Teru,2022,80530
SNNP,Sidama,Teticha,2020,55141
SNNP,Sidama,Teticha,2018,51674
SNNP,Sidama,Teticha,2019,53379
SNNP,Sidama,Teticha,2021,56961
SNNP,Sidama,Teticha,2022,58840
Amhara,South Wello,Thehulederie,2020,117027
Amhara,South Wello,Thehulederie,2018,109669
Amhara,South Wello,Thehulederie,2019,113288
Amhara,South Wello,Thehulederie,2021,120889
Amhara,South Wello,Thehulederie,2022,124878
Oromia,West Shewa,Tikur Enchini,2020,98073
Oromia,West Shewa,Tikur Enchini,2018,91907
Oromia,West Shewa,Tikur Enchini,2019,94940
Oromia,West Shewa,Tikur Enchini,2021,101309
Oromia,West Shewa,Tikur Enchini,2022,104653
Oromia,Jimma,Tiro Afeta,2020,164977
Oromia,Jimma,Tiro Afeta,2018,154605
Oromia,Jimma,Tiro Afeta,2019,159707
Oromia,Jimma,Tiro Afeta,2021,170421
Oromia,Jimma,Tiro Afeta,2022,176045
Oromia,Arsi,Tiyo,2020,119446
Oromia,Arsi,Tiyo,2018,111936
Oromia,Arsi,Tiyo,2019,115630
Oromia,Arsi,Tiyo,2021,123388
Oromia,Arsi,Tiyo,2022,127460
SNNP,Dawuro,Tocha,2020,88172
SNNP,Dawuro,Tocha,2018,82629
SNNP,Dawuro,Tocha,2019,85355
SNNP,Dawuro,Tocha,2021,91082
SNNP,Dawuro,Tocha,2022,94087
Oromia,West Shewa,Toke Kutaye,2020,125962
Oromia,West Shewa,Toke Kutaye,2018,118043
Oromia,West Shewa,Toke Kutaye,2019,121938
Oromia,West Shewa,Toke Kutaye,2021,130119
Oromia,West Shewa,Toke Kutaye,2022,134413
Oromia,South West Shewa,Tole,2020,86138
Oromia,South West Shewa,Tole,2018,80722
Oromia,South West Shewa,Tole,2019,83386
Oromia,South West Shewa,Tole,2021,88981
Oromia,South West Shewa,Tole,2022,91917
SNNP,Siltie,Tora city administration,2020,8742
SNNP,Siltie,Tora city administration,2018,8192
SNNP,Siltie,Tora city administration,2019,8463
SNNP,Siltie,Tora city administration,2021,9030
SNNP,Siltie,Tora city administration,2022,9328
Amhara,Wag Hamra,Tsagbeji,2020,40814
Amhara,Wag Hamra,Tsagbeji,2018,38248
Amhara,Wag Hamra,Tsagbeji,2019,39510
Amhara,Wag Hamra,Tsagbeji,2021,42161
Amhara,Wag Hamra,Tsagbeji,2022,43552
Amhara,Central Gondar,Tsegede (Amhara),2020,86931
Amhara,Central Gondar,Tsegede (Amhara),2018,81466
Amhara,Central Gondar,Tsegede (Amhara),2019,84154
Amhara,Central Gondar,Tsegede (Amhara),2021,89800
Amhara,Central Gondar,Tsegede (Amhara),2022,92763
Tigray,Western,Tsegede (Tigray),2020,121671
Tigray,Western,Tsegede (Tigray),2018,114021
Tigray,Western,Tsegede (Tigray),2019,117784
Tigray,Western,Tsegede (Tigray),2021,125686
Tigray,Western,Tsegede (Tigray),2022,129834
Tigray,North Western,Tselemti,2020,167065
Tigray,North Western,Tselemti,2018,156561
Tigray,North Western,Tselemti,2019,161728
Tigray,North Western,Tselemti,2021,172578
Tigray,North Western,Tselemti,2022,178273
SNNP,Sidama,Tula Town,2020,1064
SNNP,Sidama,Tula Town,2018,997
SNNP,Sidama,Tula Town,2019,1030
SNNP,Sidama,Tula Town,2021,1099
SNNP,Sidama,Tula Town,2022,1135
Somali,Fafan,Tuliguled,2020,63845
Somali,Fafan,Tuliguled,2018,59831
Somali,Fafan,Tuliguled,2019,61805
Somali,Fafan,Tuliguled,2021,65952
Somali,Fafan,Tuliguled,2022,68128
Oromia,West Hararge,Tulo (Oromia),2020,204953
Oromia,West Hararge,Tulo (Oromia),2018,192067
Oromia,West Hararge,Tulo (Oromia),2019,198406
Oromia,West Hararge,Tulo (Oromia),2021,211716
Oromia,West Hararge,Tulo (Oromia),2022,218703
SNNP,Kefa,Tulo (SNNP),2020,82800
SNNP,Kefa,Tulo (SNNP),2018,77594
SNNP,Kefa,Tulo (SNNP),2019,80155
SNNP,Kefa,Tulo (SNNP),2021,85532
SNNP,Kefa,Tulo (SNNP),2022,88355
Oromia,Guji,Uraga,2020,157857
Oromia,Guji,Uraga,2018,147932
Oromia,Guji,Uraga,2019,152814
Oromia,Guji,Uraga,2021,163066
Oromia,Guji,Uraga,2022,168447
Oromia,Borena,Wachile,2020,29342
Oromia,Borena,Wachile,2018,27497
Oromia,Borena,Wachile,2019,28405
Oromia,Borena,Wachile,2021,30310
Oromia,Borena,Wachile,2022,31311
Oromia,Guji,Wadera,2020,70302
Oromia,Guji,Wadera,2018,65882
Oromia,Guji,Wadera,2019,68056
Oromia,Guji,Wadera,2021,72622
Oromia,Guji,Wadera,2022,75018
Amhara,North Wello,Wadla,2020,147896
Amhara,North Wello,Wadla,2018,138598
Amhara,North Wello,Wadla,2019,143171
Amhara,North Wello,Wadla,2021,152777
Amhara,North Wello,Wadla,2022,157818
Dire Dawa,Dire Dawa rural,Wahil,2020,35409
Dire Dawa,Dire Dawa rural,Wahil,2018,33183
Dire Dawa,Dire Dawa rural,Wahil,2019,34278
Dire Dawa,Dire Dawa rural,Wahil,2021,36577
Dire Dawa,Dire Dawa rural,Wahil,2022,37785
Somali,Fafan,Wajale City,2020,27585
Somali,Fafan,Wajale City,2018,25851
Somali,Fafan,Wajale City,2019,26704
Somali,Fafan,Wajale City,2021,28495
Somali,Fafan,Wajale City,2022,29436
Oromia,South West Shewa,Waliso,2020,191127
Oromia,South West Shewa,Waliso,2018,179111
Oromia,South West Shewa,Waliso,2019,185021
Oromia,South West Shewa,Waliso,2021,197434
Oromia,South West Shewa,Waliso,2022,203950
Oromia,East Wellega,Wama Hagalo,2020,66694
Oromia,East Wellega,Wama Hagalo,2018,62501
Oromia,East Wellega,Wama Hagalo,2019,64563
Oromia,East Wellega,Wama Hagalo,2021,68895
Oromia,East Wellega,Wama Hagalo,2022,71168
Somali,Erer,Wangey,2020,20434
Somali,Erer,Wangey,2018,19149
Somali,Erer,Wangey,2019,19781
Somali,Erer,Wangey,2021,21108
Somali,Erer,Wangey,2022,21805
Gambela,Nuwer,Wantawo,2020,29101
Gambela,Nuwer,Wantawo,2018,27271
Gambela,Nuwer,Wantawo,2019,28171
Gambela,Nuwer,Wantawo,2021,30061
Gambela,Nuwer,Wantawo,2022,31053
Oromia,North Shewa,Wara Jarso,2020,194680
Oromia,North Shewa,Wara Jarso,2018,182440
Oromia,North Shewa,Wara Jarso,2019,188461
Oromia,North Shewa,Wara Jarso,2021,201104
Oromia,North Shewa,Wara Jarso,2022,207741
Somali,Doolo,Warder,2020,42820
Somali,Doolo,Warder,2018,40128
Somali,Doolo,Warder,2019,41452
Somali,Doolo,Warder,2021,44233
Somali,Doolo,Warder,2022,45693
Oromia,East Wellega,Wayu Tuka,2020,85814
Oromia,East Wellega,Wayu Tuka,2018,80419
Oromia,East Wellega,Wayu Tuka,2019,83073
Oromia,East Wellega,Wayu Tuka,2021,88646
Oromia,East Wellega,Wayu Tuka,2022,91571
Amhara,South Wello,Wegde,2020,156090
Amhara,South Wello,Wegde,2018,146276
Amhara,South Wello,Wegde,2019,151104
Amhara,South Wello,Wegde,2021,161241
Amhara,South Wello,Wegde,2022,166562
Amhara,Central Gondar,Wegera,2020,275639
Amhara,Central Gondar,Wegera,2018,258309
Amhara,Central Gondar,Wegera,2019,266833
Amhara,Central Gondar,Wegera,2021,284735
Amhara,Central Gondar,Wegera,2022,294131
Tigray,Western,Welkait,2020,161892
Tigray,Western,Welkait,2018,151714
Tigray,Western,Welkait,2019,156720
Tigray,Western,Welkait,2021,167234
Tigray,Western,Welkait,2022,172753
SNNP,Guraghe,Welkite Town,2020,69557
SNNP,Guraghe,Welkite Town,2018,65184
SNNP,Guraghe,Welkite Town,2019,67335
SNNP,Guraghe,Welkite Town,2021,71852
SNNP,Guraghe,Welkite Town,2022,74224
Oromia,Finfine Special,Welmera,2020,114676
Oromia,Finfine Special,Welmera,2018,107466
Oromia,Finfine Special,Welmera,2019,111013
Oromia,Finfine Special,Welmera,2021,118460
Oromia,Finfine Special,Welmera,2022,122369
Amhara,West Gojam,Wemberma,2020,120234
Amhara,West Gojam,Wemberma,2018,112675
Amhara,West Gojam,Wemberma,2019,116393
Amhara,West Gojam,Wemberma,2021,124202
Amhara,West Gojam,Wemberma,2022,128300
SNNP,Gedeo,Wenago,2020,146154
SNNP,Gedeo,Wenago,2018,136965
SNNP,Gedeo,Wenago,2019,141485
SNNP,Gedeo,Wenago,2021,150977
SNNP,Gedeo,Wenago,2022,155959
Benishangul Gumz,Metekel,Wenbera,2020,85835
Benishangul Gumz,Metekel,Wenbera,2018,80438
Benishangul Gumz,Metekel,Wenbera,2019,83093
Benishangul Gumz,Metekel,Wenbera,2021,88668
Benishangul Gumz,Metekel,Wenbera,2022,91594
Oromia,South West Shewa,Wenchi,2020,128663
Oromia,South West Shewa,Wenchi,2018,120574
Oromia,South West Shewa,Wenchi,2019,124553
Oromia,South West Shewa,Wenchi,2021,132909
Oromia,South West Shewa,Wenchi,2022,137295
SNNP,Halaba Special,Wera Djo,2020,261649
SNNP,Halaba Special,Wera Djo,2018,245199
SNNP,Halaba Special,Wera Djo,2019,253290
SNNP,Halaba Special,Wera Djo,2021,270283
SNNP,Halaba Special,Wera Djo,2022,279203
Amhara,South Wello,Were Ilu,2020,125831
Amhara,South Wello,Were Ilu,2018,117920
Amhara,South Wello,Were Ilu,2019,121811
Amhara,South Wello,Were Ilu,2021,129983
Amhara,South Wello,Were Ilu,2022,134273
Tigray,Central,Werei Leke,2020,173155
Tigray,Central,Werei Leke,2018,162269
Tigray,Central,Werei Leke,2019,167623
Tigray,Central,Werei Leke,2021,178869
Tigray,Central,Werei Leke,2022,184772
Amhara,South Wello,Wereilu Town,2020,19611
Amhara,South Wello,Wereilu Town,2018,18378
Amhara,South Wello,Wereilu Town,2019,18985
Amhara,South Wello,Wereilu Town,2021,20258
Amhara,South Wello,Wereilu Town,2022,20927
Amhara,Central Gondar,West Belesa,2020,166433
Amhara,Central Gondar,West Belesa,2018,155969
Amhara,Central Gondar,West Belesa,2019,161116
Amhara,Central Gondar,West Belesa,2021,171925
Amhara,Central Gondar,West Belesa,2022,177599
Amhara,Central Gondar,West Dembiya,2020,154755
Amhara,Central Gondar,West Dembiya,2018,145025
Amhara,Central Gondar,West Dembiya,2019,149811
Amhara,Central Gondar,West Dembiya,2021,159862
Amhara,Central Gondar,West Dembiya,2022,165137
Amhara,South Gondar,West Esite,2020,143569
Amhara,South Gondar,West Esite,2018,134543
Amhara,South Gondar,West Esite,2019,138983
Amhara,South Gondar,West Esite,2021,148307
Amhara,South Gondar,West Esite,2022,153201
Somali,Afder,West Imi,2020,61918
Somali,Afder,West Imi,2018,58025
Somali,Afder,West Imi,2019,59940
Somali,Afder,West Imi,2021,63961
Somali,Afder,West Imi,2022,66072
SNNP,Siltie,Wilbareg,2020,82676
SNNP,Siltie,Wilbareg,2018,77478
SNNP,Siltie,Wilbareg,2019,80035
SNNP,Siltie,Wilbareg,2021,85404
SNNP,Siltie,Wilbareg,2022,88223
Amhara,North Wello,Woldiya Town,2020,79062
Amhara,North Wello,Woldiya Town,2018,74091
Amhara,North Wello,Woldiya Town,2019,76536
Amhara,North Wello,Woldiya Town,2021,81671
Amhara,North Wello,Woldiya Town,2022,84366
Oromia,South West Shewa,Woliso Town,2020,60759
Oromia,South West Shewa,Woliso Town,2018,56939
Oromia,South West Shewa,Woliso Town,2019,58818
Oromia,South West Shewa,Woliso Town,2021,62764
Oromia,South West Shewa,Woliso Town,2022,64835
Oromia,West Arsi,Wondo,2020,118141
Oromia,West Arsi,Wondo,2018,110713
Oromia,West Arsi,Wondo,2019,114367
Oromia,West Arsi,Wondo,2021,122040
Oromia,West Arsi,Wondo,2022,126067
SNNP,Sidama,Wondo-Genet,2020,144181
SNNP,Sidama,Wondo-Genet,2018,135116
SNNP,Sidama,Wondo-Genet,2019,139575
SNNP,Sidama,Wondo-Genet,2021,148939
SNNP,Sidama,Wondo-Genet,2022,153854
SNNP,Sidama,Wondo-Genet Town,2020,21954
SNNP,Sidama,Wondo-Genet Town,2018,20574
SNNP,Sidama,Wondo-Genet Town,2019,21253
SNNP,Sidama,Wondo-Genet Town,2021,22678
SNNP,Sidama,Wondo-Genet Town,2022,23427
SNNP,Sidama,Wonosho,2020,93447
SNNP,Sidama,Wonosho,2018,87572
SNNP,Sidama,Wonosho,2019,90462
SNNP,Sidama,Wonosho,2021,96531
SNNP,Sidama,Wonosho,2022,99716
SNNP,Siltie,Worabe Town,2020,73381
SNNP,Siltie,Worabe Town,2018,68767
SNNP,Siltie,Worabe Town,2019,71037
SNNP,Siltie,Worabe Town,2021,75803
SNNP,Siltie,Worabe Town,2022,78304
Amhara,South Wello,Worebabu,2020,117959
Amhara,South Wello,Worebabu,2018,110543
Amhara,South Wello,Worebabu,2019,114191
Amhara,South Wello,Worebabu,2021,121852
Amhara,South Wello,Worebabu,2022,125873
Amhara,South Gondar,Woreta Town,2020,43141
Amhara,South Gondar,Woreta Town,2018,40429
Amhara,South Gondar,Woreta Town,2019,41763
Amhara,South Gondar,Woreta Town,2021,44565
Amhara,South Gondar,Woreta Town,2022,46035
Oromia,North Shewa,Wuchale,2020,135023
Oromia,North Shewa,Wuchale,2018,126534
Oromia,North Shewa,Wuchale,2019,130710
Oromia,North Shewa,Wuchale,2021,139479
Oromia,North Shewa,Wuchale,2022,144082
Tigray,Eastern,Wukro Town,2020,50734
Tigray,Eastern,Wukro Town,2018,47544
Tigray,Eastern,Wukro Town,2019,49113
Tigray,Eastern,Wukro Town,2021,52408
Tigray,Eastern,Wukro Town,2022,54138
Oromia,Borena,Yabelo,2020,59030
Oromia,Borena,Yabelo,2018,55319
Oromia,Borena,Yabelo,2019,57144
Oromia,Borena,Yabelo,2021,60978
Oromia,Borena,Yabelo,2022,62990
Oromia,Borena,Yabelo Town,2020,28066
Oromia,Borena,Yabelo Town,2018,26301
Oromia,Borena,Yabelo Town,2019,27169
Oromia,Borena,Yabelo Town,2021,28992
Oromia,Borena,Yabelo Town,2022,29949
Somali,Erer,Yahob,2020,20434
Somali,Erer,Yahob,2018,19149
Somali,Erer,Yahob,2019,19781
Somali,Erer,Yahob,2021,21108
Somali,Erer,Yahob,2022,21805
Afar,Zone 4 (Fantana Rasu),Yalo,2020,52592
Afar,Zone 4 (Fantana Rasu),Yalo,2018,49285
Afar,Zone 4 (Fantana Rasu),Yalo,2019,50912
Afar,Zone 4 (Fantana Rasu),Yalo,2021,54328
Afar,Zone 4 (Fantana Rasu),Yalo,2022,56120
Oromia,Kelem Wellega,Yama Logi Welel,2020,56438
Oromia,Kelem Wellega,Yama Logi Welel,2018,52890
Oromia,Kelem Wellega,Yama Logi Welel,2019,54635
Oromia,Kelem Wellega,Yama Logi Welel,2021,58300
Oromia,Kelem Wellega,Yama Logi Welel,2022,60224
Benishangul Gumz,Kemashi,Yaso,2020,18492
Benishangul Gumz,Kemashi,Yaso,2018,17329
Benishangul Gumz,Kemashi,Yaso,2019,17901
Benishangul Gumz,Kemashi,Yaso,2021,19102
Benishangul Gumz,Kemashi,Yaso,2022,19733
Oromia,North Shewa,Yaya Gulele,2020,75333
Oromia,North Shewa,Yaya Gulele,2018,70597
Oromia,North Shewa,Yaya Gulele,2019,72926
Oromia,North Shewa,Yaya Gulele,2021,77819
Oromia,North Shewa,Yaya Gulele,2022,80387
Oromia,Ilu Aba Bora,Yayu,2020,73642
Oromia,Ilu Aba Bora,Yayu,2018,69012
Oromia,Ilu Aba Bora,Yayu,2019,71289
Oromia,Ilu Aba Bora,Yayu,2021,76072
Oromia,Ilu Aba Bora,Yayu,2022,78583
SNNP,Wolayita,Yebeklo Segno,2020,4202
SNNP,Wolayita,Yebeklo Segno,2018,3938
SNNP,Wolayita,Yebeklo Segno,2019,4068
SNNP,Wolayita,Yebeklo Segno,2021,4341
SNNP,Wolayita,Yebeklo Segno,2022,4484
Addis Ababa,Region 14,Yeka,2020,453849
Addis Ababa,Region 14,Yeka,2018,425315
Addis Ababa,Region 14,Yeka,2019,439350
Addis Ababa,Region 14,Yeka,2021,468826
Addis Ababa,Region 14,Yeka,2022,484297
SNNP,Sheka,Yeki,2020,141734
SNNP,Sheka,Yeki,2018,132823
SNNP,Sheka,Yeki,2019,137206
SNNP,Sheka,Yeki,2021,146411
SNNP,Sheka,Yeki,2022,151243
SNNP,Yem Special,Yem SP Woreda,2020,102526
SNNP,Yem Special,Yem SP Woreda,2018,96080
SNNP,Yem Special,Yem SP Woreda,2019,99251
SNNP,Yem Special,Yem SP Woreda,2021,105909
SNNP,Yem Special,Yem SP Woreda,2022,109404
Amhara,West Gojam,Yilmana Densa,2020,222061
Amhara,West Gojam,Yilmana Densa,2018,208100
Amhara,West Gojam,Yilmana Densa,2019,214967
Amhara,West Gojam,Yilmana Densa,2021,229389
Amhara,West Gojam,Yilmana Densa,2022,236959
SNNP,Gedeo,Yirgachefe,2020,170657
SNNP,Gedeo,Yirgachefe,2018,159928
SNNP,Gedeo,Yirgachefe,2019,165205
SNNP,Gedeo,Yirgachefe,2021,176289
SNNP,Gedeo,Yirgachefe,2022,182106
SNNP,Gedeo,Yirgachefe Town,2020,62379
SNNP,Gedeo,Yirgachefe Town,2018,58457
SNNP,Gedeo,Yirgachefe Town,2019,60386
SNNP,Gedeo,Yirgachefe Town,2021,64438
SNNP,Gedeo,Yirgachefe Town,2022,66564
SNNP,Sidama,Yirgalem Town Adm.,2020,74129
